msec,Exper,µVpostEEMD1T5squa,µVpostEEMD2T5squa,µVpostEEMD3T5squa,µVpostEEMD6T5squa,µVpostEEMD1combinexpT5SquareMask,µVpostEEMD2combinexpT5SquareMask,µVpostEEMD7combinexpT5SquareMask,µVpostEEMD1combinexpT5SquarePseudo,µVpostEEMD2combinexpT5SquarePseudo,µVpostEEMD3combinexpT5SquarePseudo,µVpostEEMD4combinexpT5SquarePseudo,µVpostEEMD7combinexpT5SquarePseudo,µVpostEEMD1T5diamo,µVpostEEMD2T5diamo,µVpostEEMD1combinexpT5DiamondMask,µVpostEEMD2combinexpT5DiamondMask,µVpostEEMD1combinexpT5DiamondPseudo,µVpostEEMD2combinexpT5DiamondPseudo,µVpostEEMD3combinexpT5DiamondPseudo,µVpostEEMD7combinexpT5DiamondPseudo,µVpostEEMD1T5Mask,µVpostEEMD2T5Mask,µVpostEEMD3T5Mask,µVpostEEMD1T5Pseudomask,µVpostEEMD2T5Pseudomask,µVpostEEMD4T5Pseudomask,µVpostEEMD5T5Pseudomask,µVpostEEMD6T5Pseudomask
610,1,337.4511727,99.69384046,19.17151773,97.60928669,299.2870398,117.5617216,85.65308246,359.723762,194.1767911,172.8178006,44.48931928,199.1445518,285.1151289,235.9951863,239.4636556,247.2114196,169.9565187,82.49087001,103.6806354,238.1623101,415.031619088458,59.4534125230821,82.794333729767,279.527938518817,97.5942494914721,84.7573366949458,78.1097167086967,92.1783015486971
615,1,403.811701,82.74377094,11.06859042,101.1803465,276.2838674,91.73052685,85.65308246,361.6622977,216.3398652,172.5413204,39.48330736,200.942943,263.1507429,232.4808199,263.7828179,234.2035318,246.9231405,95.11108204,107.0311908,241.255265,650.772152915337,42.4609023093424,88.1336069154264,301.089891528347,78.2754357116248,84.5759836906837,78.3972110574224,92.3167288859153
620,1,318.1335233,61.9125574,5.161874646,104.7830163,327.2630374,95.39623198,85.65308246,379.5020493,212.2446483,169.7617194,34.64392566,202.1879974,270.2932581,239.0049261,263.2954505,229.0978014,224.3714221,121.5823368,110.096414,243.0293465,708.625779688955,36.4158288574992,96.1146082249163,207.36873451411,60.3162780995558,83.2965177644322,78.6136957355921,92.8055449314355
625,1,303.0835742,54.57320256,8.329635298,108.4613021,408.5179216,106.932036,85.65308246,452.2679937,189.5210918,164.1553955,29.95232312,204.0055015,439.4769098,248.007282,194.9191769,237.0794299,283.2786195,153.3466781,111.119525,246.2449064,325.960689509461,41.4401694476695,103.000329182057,126.551797618416,50.460893680271,81.6876061961167,78.6578344138126,92.8855269508186
630,1,266.8331968,56.70575841,14.99866583,112.1622924,535.11869,115.0742919,85.65308246,579.0923608,175.4518047,156.0013608,25.41686517,205.1115365,394.7490007,263.0676058,109.5902273,243.5396476,376.2634062,192.7727566,111.3421298,247.8289549,336.015883757274,54.636049021895,108.983152782381,154.851722746431,53.3433923571823,80.1049127041816,78.4831371371333,93.3674088673085
635,1,232.1035338,53.86450574,20.93914639,115.9388672,539.1734462,130.261364,85.65308246,498.6505608,175.8684669,148.1490985,21.09740383,206.96113,260.6012041,270.0400332,76.87947801,244.4932692,588.5043168,225.3218013,111.9734421,251.1737445,290.559389636687,72.2683899170155,114.701090598917,176.645307849147,44.932135129379,78.5760780019413,78.1052119073509,93.4004929180141
640,1,136.3161328,73.85113039,25.00838344,119.7061402,323.2810428,150.0197691,85.65308246,378.0753394,183.4058666,140.9452983,17.24895797,207.9312875,246.5028034,256.5933421,179.6594711,241.8041448,583.954906,239.4157213,113.6046111,252.5807344,228.80020788776,97.7289457804998,119.536133565669,221.367536951651,47.6113892303018,77.1894115530751,77.5406429201986,93.8678929259141
645,1,160.7252797,117.0538562,30.60745219,123.5055389,392.8971071,156.3240646,85.65308246,375.8289834,204.7514213,134.3400168,13.9786624,209.8244389,244.5238784,244.9680787,291.4618878,230.0008426,334.4898712,247.3937631,117.3545562,256.0581729,278.585484565929,131.112981951822,120.89802184452,234.801275700935,91.9454159611451,75.8311302695737,76.809712487355,93.8663954967355
650,1,215.0540559,156.9704819,40.81146229,127.2064228,481.7291716,136.6806654,85.65308246,342.7689593,220.723968,128.2083638,11.1792713,210.66259,246.3747173,236.2411237,324.2983312,222.7020185,259.5681811,263.0534151,122.6516986,257.3032966,368.099837182158,162.328422876546,117.369570110187,248.753250967437,139.966936423392,74.57211269573,75.9294485619463,94.3100010157549
655,1,575.1236928,179.1142781,54.90812556,130.8781032,403.6206167,94.61803349,85.65308246,187.6299624,212.7741766,120.2599893,8.822035031,212.6086783,228.4535655,245.4492837,307.5091585,230.7730723,251.8962142,275.1858485,128.5942778,260.913675,307.687583811646,195.861519191748,111.213122347779,254.711019668444,178.936720567488,73.1283553306396,74.9148901506266,94.2867040765563
660,1,674.0528779,199.0386554,73.39466026,134.4045181,310.7999271,37.15321559,85.65308246,132.7490824,183.6987537,110.1257779,6.825706724,213.3193025,181.9062244,282.1145748,193.4799862,248.6263214,271.4388162,267.5025962,133.2610248,262.0143661,270.052580172792,229.515577241408,103.720344506655,248.049106509919,205.250899498042,71.4666149146928,73.7804216099037,94.6952427874061
665,1,516.8194373,199.7900031,94.11000899,137.8967719,254.2397605,24.99303025,85.65308246,122.7284355,158.7413547,99.26361151,5.186497812,215.3255941,108.4559383,305.0209104,199.0091198,271.4463839,270.3927163,237.8852442,136.7424392,265.7549439,246.525068008672,240.502900268983,96.6250897704239,291.903742070525,229.264769073936,69.1918624591545,72.5352087079503,94.6630005214245
670,1,439.3994109,184.2224711,110.0600388,141.23305,203.3385936,60.87274401,85.65308246,72.42177424,162.4064356,90.30379706,3.903366294,215.9138573,78.84945118,283.9634892,199.2469477,282.3908271,225.9908729,196.3749105,140.2122185,266.7308948,285.294103698878,244.69506882643,94.3863598180886,289.790823721233,262.131681847892,66.3320708119691,71.1905427355719,95.0229849185855
675,1,428.6854111,187.2448143,120.612419,144.5398709,154.5589957,97.28877323,85.65308246,121.944938,180.7589986,82.71123014,3.073342717,217.9855743,134.2851445,238.2404582,257.5560119,267.3128673,270.7676471,163.3548887,143.4636146,270.596006,109.405360916695,251.642775688586,98.3269437258931,498.003945172372,294.128098054252,63.2634247505943,69.7518675911758,94.9941670729059
680,1,251.9668768,205.4865406,125.9532923,147.6817804,197.3675441,183.3233455,85.65308246,75.50393682,195.9922191,75.12431032,2.729055455,218.4574376,202.6016931,234.4401489,287.1462501,239.83461,472.0196862,131.115256,147.2714832,271.4691744,574.057434632633,247.623800308407,107.180626012554,446.273149434051,307.69456613939,60.1649318103434,68.2541971702871,95.2894939513076
685,1,191.2697575,192.9420088,126.3594224,150.7939431,295.2385046,262.6272659,85.65308246,88.95982616,185.0430458,68.16839342,2.623371942,220.5978411,285.852959,268.0706194,376.214057,201.7667182,568.1618895,142.237028,151.5633393,275.4503385,871.487263791228,246.563742250224,120.201022832013,154.056756109973,301.962323598398,57.089040857219,66.76330460533,95.27513246972
690,1,218.8873783,144.0677901,127.3384759,153.7295569,539.9401013,282.2677785,85.65308246,222.1334872,155.2120998,61.36802915,2.502252862,220.9601666,348.0238993,283.4522944,526.7951904,155.4232212,472.9933044,211.9099925,156.8949268,276.2449438,622.899419360719,234.415546698286,136.307215856598,64.6916567985871,301.567364713003,54.0289866041977,65.3241106408609,95.4863628849058
695,1,220.868967,112.3914408,129.0928424,156.6272583,661.2633561,247.7187785,85.65308246,228.4997589,124.203764,55.12116011,2.405013027,223.1706373,272.4086414,262.6712656,422.3887521,152.1800265,469.0135618,269.4658663,162.9399038,280.3309815,729.671556335469,208.634795128567,152.606466044168,176.125438690551,298.642128339015,51.0507608932781,63.9654694998566,95.4946968883553
700,1,380.0065466,116.1536492,129.0702647,159.3327054,552.827476,198.3783451,85.65308246,77.41962953,112.6956066,50.62591145,2.953072459,223.431281,203.507237,222.7914262,452.1904175,178.3099647,349.8035098,294.0054732,166.9169027,281.0734892,773.061823945922,184.841822221748,165.423751629803,242.700038431929,268.589565680083,48.0833406175314,62.7089857665287,95.5975464901453
705,1,390.4064885,121.1593821,128.9733675,161.9822998,409.3224978,154.2955233,85.65308246,299.0629797,154.2751987,47.91638133,4.718409799,225.7113911,270.4770488,187.0576704,460.3739338,196.9640497,389.5264862,270.9985372,169.4951516,285.2506422,827.401718623568,161.78201086238,175.717433617582,577.107558494057,232.6953970262,45.2382612811831,61.5690298085025,95.6325318972123
710,1,296.4701801,111.8396449,130.2834161,164.4184783,362.2639002,113.5773908,85.65308246,310.1720483,224.921488,47.5334808,7.464692396,225.8792832,267.3332535,162.1581913,261.018125,207.3463387,519.0545804,219.484491,173.0787937,285.9697394,813.24980338423,143.334482794233,182.705560495474,742.879229881904,217.685727746108,42.4082993215468,60.5534192962934,95.6045766611808
715,1,283.311691,116.8953726,133.1494313,166.7689997,311.323985,82.60120122,85.65308246,224.2078195,263.1115214,50.11294668,10.96905906,228.2268598,119.9261306,136.4502459,144.3477428,213.9292938,532.0812189,170.6489218,176.8954126,290.2217947,446.867995939107,123.159629424396,186.321899059115,504.222182068353,203.388920897961,39.7257148740849,59.6711878128308,95.6820058600687
720,1,328.3574294,137.4928595,135.3684976,168.8778257,351.8689013,72.03284951,85.65308246,150.6850178,233.6792763,55.27451898,15.02332361,228.3120739,73.95914507,98.01921596,65.74655857,227.9331326,369.7776192,129.3002604,180.8112263,290.9483561,768.819162392604,104.417725813878,189.379846614205,518.064981721324,180.643011688517,37.0552791160341,58.9284740077548,95.5168860519166
725,1,528.026749,170.0561646,133.584545,170.8587057,240.3615058,82.04023056,85.65308246,106.9443999,197.3691744,62.38482953,19.4098813,230.7232558,59.84871678,68.17876389,209.8110368,235.417936,346.8663659,110.700657,187.1022909,295.2567754,690.657329925209,100.548969236771,193.845202834377,646.815765045758,174.178421675091,34.4442971417988,58.3230573420648,95.6669610076103
730,1,503.7813161,191.9979816,126.7555647,172.5790225,219.0464265,108.2955475,85.65308246,151.8905041,215.9728838,71.25789339,23.75828486,230.7370684,135.4272399,57.97710399,360.5782304,223.1828236,576.4250459,120.8152487,196.1348138,296.0238226,578.544654867783,103.570596399193,201.53797231716,504.666687252926,184.976645988589,31.8081000319779,57.8345445442078,95.3708342948219
735,1,191.9822955,212.3989241,114.5519645,174.1902618,223.3781905,142.2961916,85.65308246,231.3898198,228.6200162,81.59399551,27.86895857,233.2063561,163.6735702,29.04532579,422.0042884,218.5318108,550.2497748,141.376475,203.9573308,300.3678775,744.213595765638,105.51741513494,209.078204417865,327.876354617574,189.271331976872,29.466746852813,57.4179112753916,95.6246813279501
740,1,497.7248105,238.8228133,98.76259247,175.629994,224.8095832,170.5369716,85.65308246,285.078618,249.8365434,93.01519634,31.88572077,233.1613004,183.7384245,17.15979774,315.6357195,241.4428021,471.0286872,146.96427,206.7894856,301.2105321,484.88103511021,108.883302109461,210.953830740416,268.522206481897,203.823902890864,27.5428776389862,57.0656755544499,95.2002168301966
745,1,485.1137291,257.861659,84.00933551,177.028279,397.0275528,186.0363104,85.65308246,317.5425947,283.8484858,105.2665414,35.71450989,235.6816026,179.1567165,39.81366976,278.9768927,254.9849253,679.8136453,149.2228829,204.6123316,305.5674449,197.194221689402,120.582869696868,208.382337416377,295.053097025654,232.672038340942,25.982037730106,56.7954809435435,95.5832791368481
750,1,398.8242302,276.2510102,74.45468473,178.3211908,381.966587,207.5066153,85.65308246,345.6552847,271.9327558,118.0391957,39.46657044,235.5915171,129.6550915,34.12818048,251.3973537,213.7941327,700.9764602,178.7304416,199.7846618,306.5228777,217.748550222214,145.48995227065,208.329888889605,291.059125521024,253.58882584306,24.8333721600481,56.5864533285675,95.0308419161969
755,1,302.643352,290.6873139,72.80293284,179.5973317,318.5000028,261.9959031,85.65308246,497.0186516,228.0369006,131.4483998,43.02860046,238.1541951,124.6711589,52.25987545,171.3212117,145.6744173,496.2412646,223.8081233,197.0454773,310.867969,214.32542404828,172.644359340813,213.230675774021,302.932145237581,270.364690564432,23.8561358504768,56.4398174189935,95.5642744251798
760,1,406.3921211,286.0813127,77.12638554,180.8102814,227.679203,351.5293617,85.65308246,602.1358027,206.3986704,145.5428955,46.46162122,238.0342714,100.9049207,80.86057248,146.1275189,144.1525129,562.0718802,251.5365297,197.5857668,311.9753433,275.574288277046,193.422961824074,218.362512234584,454.038238042834,294.379924394676,23.1673929021241,56.3715899043873,94.8834716042294
765,1,433.7285212,275.7274501,80.95663619,182.0121073,190.571671,453.7717413,85.65308246,448.6227562,194.0930382,160.5022478,49.58940538,240.6291847,226.3883727,88.641512,72.69952444,189.3627914,473.4016464,277.3066733,199.6297203,316.2821765,454.813916896001,209.573775374196,218.463591155673,703.976127783799,312.51122936816,22.4460146933004,56.4036028486408,95.5847032008326
770,1,557.6351535,271.322942,81.60634681,183.1831272,173.7025721,527.3344722,85.65308246,447.7035769,212.3182881,176.404997,52.35686127,240.4960214,203.8769926,87.7582219,80.47210483,212.8776593,348.7101495,309.9240242,203.7686405,317.5825437,432.777345495715,218.355506406163,214.231609632473,841.744811959858,318.378748954535,21.8178379907539,56.5200618164792,94.7754418466998
775,1,943.2686059,251.1980327,80.13163498,184.3380983,168.4149508,531.7603259,85.65308246,556.2356639,279.9513946,193.3657803,54.94528641,243.111587,141.5424161,91.22788568,66.66616878,202.0341742,355.8540581,312.7615299,204.3774763,321.8228326,260.681207476645,222.170429145685,212.222745643855,660.47679032845,332.582931650111,21.1790182584194,56.7259262612844,95.6582881722969
780,1,742.5736532,213.8020578,76.67470816,185.4899354,246.0472869,489.9879759,85.65308246,568.874215,357.0514054,211.7067496,57.50832355,242.9832767,315.2415699,102.6950056,128.1781571,179.4805048,273.1877148,297.9741284,196.7348524,323.358473,147.418874282646,212.635524185114,213.17174214935,673.59164607731,358.214517937533,20.7114431322846,57.0157482284556,94.7215569254812
785,1,392.5345188,178.42872,71.54662745,186.6139509,359.5973456,467.2068401,85.65308246,609.3994851,424.2176626,229.1365893,60.14052383,245.6066665,508.5941775,123.4900737,170.5507607,166.0305717,301.045752,296.9690102,183.9549619,327.5016726,129.720608246959,179.940032971779,213.746926526604,962.44140982169,379.754584251995,20.3692100377137,57.401964247614,95.7959790494918
790,1,387.1805608,140.3565914,65.70921119,187.760696,601.5749508,484.6708744,85.65308246,629.2628194,469.0994497,243.9260983,62.86498086,245.5032596,552.8071472,146.5739369,219.3160299,157.79611,281.8928929,293.738969,167.4729196,329.3162635,157.743748962759,147.249227554133,213.118989470192,894.082795515156,400.026963613742,20.1723246295053,57.8821230205753,94.7343832243295
795,1,446.8915168,97.38037618,64.04658004,188.8638834,521.5242063,536.7431672,85.65308246,530.1770776,474.1097825,257.1354318,65.75037542,248.1208402,444.7040022,167.4486006,214.8112945,153.7272385,267.7718829,271.3919394,152.5581623,333.3306463,186.929812965552,143.334402883195,211.472078074448,568.396102277655,419.15687976351,20.2136173575445,58.4582673087282,96.0058144121695
800,1,519.3926384,70.84923896,68.87069942,190.0152397,439.8425498,581.3943183,85.65308246,480.8466843,399.2391203,268.3970083,68.73095314,248.0640941,346.6389521,173.3407256,231.7378093,141.4060236,309.8918354,237.8270751,143.1181184,335.469793,259.547523184899,158.209569991375,209.962828886449,406.659872548057,425.880676484628,20.3893718768296,59.1187655750702,94.8237090913618
805,1,212.8308798,64.8997945,76.67480333,191.1043667,556.0796671,582.1627572,85.65308246,553.3709754,273.7149077,277.694975,71.83276114,250.6606242,298.0115556,155.2439555,328.2831074,124.2736605,208.3926199,191.82646,137.9631348,339.322684,406.222724760832,169.466360023996,206.503234420843,341.105004514848,410.123333827439,20.9214769860136,59.8609746211909,96.2915800916057
810,1,271.1065457,65.88800896,87.05725948,192.2670143,425.6021371,560.6494922,85.65308246,477.4414093,213.9260198,287.684013,74.68738732,250.6735535,255.9331106,139.6492814,405.052868,116.399804,96.4378468,138.6006236,138.2943374,341.8337218,548.899722226474,163.518141539725,203.393875386073,319.052893586916,379.640500717669,21.6047634650081,60.6753276228635,94.9941630385903
815,1,290.0530097,67.10608377,98.2881672,193.3464837,361.5125163,544.1270493,85.65308246,349.4017961,275.6570164,299.1793081,77.1698077,253.2320724,234.1361179,159.8690252,430.816856,108.1314693,150.4743818,98.07102531,144.7919068,345.491602,572.721680034777,143.054493687234,201.869558240578,473.875978160999,358.104923563328,22.7334541738767,61.5576777115263,96.648234019398
820,1,369.1841293,78.64307881,108.8285353,194.5248274,291.7856149,537.4965078,85.65308246,256.3442656,322.6274878,308.4450836,79.22900081,253.338908,202.2691358,178.5445545,450.7950072,98.10724006,240.3354832,81.64382025,159.3375735,348.4234719,404.050905053886,123.729771423138,200.411779827628,391.685998129808,355.576159344965,24.0578814111187,62.5011300444359,95.2363086912581
825,1,384.9589745,89.18710249,119.0444225,195.597234,419.0890475,546.6770518,85.65308246,259.1202408,284.4397748,314.0184753,80.97220166,255.8409375,300.1724907,179.8391556,411.697181,92.68190107,111.847275,84.24709783,179.5591002,351.8521422,332.341219441285,125.89863154404,200.754723434802,153.353073127293,365.618875748292,25.8807864828178,63.4936049775181,97.0411721788131
830,1,424.7625948,98.18127454,127.3231123,196.793775,565.804083,560.3137431,85.65308246,214.9633801,214.0635112,318.5669862,82.35628197,256.067617,350.2484615,171.7264726,241.9261616,92.58991538,129.9070587,88.99326847,193.1116057,355.2552983,430.161290301401,147.288840505154,200.837162423648,437.44616837208,381.548340765742,28.0009352477988,64.523956866751,95.4904412709546
835,1,634.6420065,87.13164112,133.8049238,197.8601251,367.8339593,539.6389633,85.65308246,202.4566484,177.914075,323.7824798,83.41297996,258.4932256,234.1223077,165.7252746,201.6748675,100.792534,126.9054392,99.73906631,193.588931,358.4200729,313.948162429614,155.148604987526,203.476839882449,529.997492311601,394.618336486809,30.6332393231958,65.5629110730564,97.385415898282
840,1,533.7239058,75.94141579,137.2686696,199.0755057,330.9130256,465.6882294,85.65308246,167.0208826,166.91978,330.4359484,84.00781762,258.8670024,283.0723505,183.5229719,297.0271084,115.1614086,172.1228091,144.5666253,188.8866122,362.3464082,271.567644691362,125.470665196374,208.864941070387,533.640721225257,393.511518634892,33.5432359010618,66.567439075195,95.6929457573015
845,1,373.495193,148.7559336,141.7392639,200.1350885,362.1952152,374.8232617,85.65308246,171.7824271,163.5404256,337.1188011,83.92818101,261.1944364,303.8768216,210.6651108,151.8235969,134.8513129,379.6274269,197.9526578,186.0343277,365.2123309,446.50336896874,89.6172138298189,219.213842412119,673.699483697774,385.473476478252,36.7485947037439,67.467763856485,97.6393613528567
850,1,323.1300706,268.11485,145.5381506,201.3677206,369.7165464,319.613997,85.65308246,173.881666,174.4670108,341.0247889,82.88282559,261.7437344,171.8373217,228.5727432,55.37590642,157.680495,344.5692291,255.5186485,189.5845028,369.7151172,432.198312148061,87.3879128515607,231.494112390213,752.745753708091,401.43891120778,40.1814306999284,68.2463398379003,95.8300905628903
855,1,324.4047324,332.9687375,149.0823587,202.4174255,417.9194571,299.2499606,85.65308246,183.4738792,178.8542196,340.838286,81.22288642,263.9491314,262.7035721,237.8728273,153.1239923,174.5602884,404.1667229,309.7674241,199.5497904,372.2471994,390.674451423857,87.8634518498235,237.060892209563,620.738297915681,447.688325589636,43.7080591697,68.9029771572181,97.7840632845274
860,1,409.3108863,336.9223227,150.8452695,203.6622736,191.7750695,285.3839271,85.65308246,233.6028343,162.5433375,337.6941162,79.27091997,264.7034818,334.9852578,238.5246567,227.8865999,192.8142171,554.9165145,339.4085177,210.1450053,377.3810414,423.611676493855,56.8492317810398,240.273980206624,370.881979560788,482.105751870447,47.4538082930234,69.4778127375205,95.8895430180025
865,1,607.8003861,313.5735047,151.0941928,204.6943846,248.108193,261.4069488,85.65308246,290.3560129,149.3237362,332.325159,77.08212663,266.7610727,244.3590081,245.96115,162.3252821,224.3220456,478.1731502,363.9940874,220.4647843,379.5445262,527.964474138164,56.1889926240945,239.418375471231,205.676827544609,463.353205286596,51.0664732657742,69.9930110328696,97.8076655526509
870,1,727.6640538,297.6328686,151.0730745,205.9385562,200.6717506,223.7392759,85.65308246,514.906616,168.4506062,324.330693,74.83753212,267.7514436,174.1763412,288.3220046,416.0646036,264.2481112,305.3374059,397.9452172,228.9609716,385.3653301,541.973658723062,79.8005448840253,233.389527578037,74.5128498142681,424.68196587337,54.562270511766,70.4898637829468,95.8817683444247
875,1,619.4315429,346.5921411,151.2907367,206.9344402,282.1809061,190.1048425,85.65308246,464.8159247,216.0707836,311.7937534,72.41986199,269.6339023,152.446776,327.6705846,190.9117052,301.4959775,255.6148225,400.9874796,234.3743736,387.1259838,362.755547991,95.3798833891521,231.597670769328,129.415995911668,450.803659429376,57.0080789795259,70.9794066015771,97.7205707132272
880,1,476.774194,396.1244646,153.6294294,208.1557451,480.9120367,182.4062543,85.65308246,438.8694048,266.8206832,293.2629246,69.98100903,270.8933209,83.8337718,325.6780051,343.2791917,328.0857503,278.970846,362.6174658,238.5690721,393.6909435,284.811466721327,92.6566800828488,236.072243695091,248.834581186179,508.957131758802,58.5748917444444,71.4928027585499,95.8285328860095
885,1,481.721781,436.557224,157.6842888,209.097831,472.4434984,203.3710747,85.65308246,487.0711286,307.1379573,274.5354515,67.52901338,272.5724225,138.0268369,287.308328,515.6652652,333.2002496,399.6090746,323.3579978,240.061701,395.0153826,476.261168554499,96.5446819305903,244.127304084413,334.695333126338,517.341082062666,58.9503908435192,72.0295729899354,97.5372582040135
890,1,625.0447483,470.0945176,166.8125533,210.2856959,513.17704,238.7923397,85.65308246,507.6180106,335.1402139,257.9778747,65.41234491,274.1363531,132.0139871,231.7688998,379.4996822,321.1372177,300.5275918,288.4561892,242.0021235,402.382984,529.417074765401,133.435582932401,251.295895434698,373.931572876914,469.17493031021,58.5786910802663,72.6056361929806,95.7516942030208
895,1,632.5830184,473.6579227,178.11111,211.1710672,682.181192,265.1165586,85.65308246,825.9079275,363.5150282,243.0732414,63.42691232,275.5829695,150.8260681,172.2324345,432.9072092,332.723332,452.2498816,252.0280774,243.9991214,403.2390456,381.921050114174,187.01980009436,254.623080026441,369.540054117946,397.529983448913,57.1593789474018,73.2042591024955,97.270348189449
900,1,499.2208712,485.6434155,191.49183,212.3239392,521.717236,262.6626153,85.65308246,580.9559746,405.3937802,231.4572124,61.69370866,277.4892778,227.4409141,129.4982394,415.2854113,361.3491138,662.887712,227.0421304,246.8605631,411.4690938,371.47122850016,215.854402726762,259.565576402186,309.787028584392,331.439065309083,54.9027933817269,73.8294907959858,95.6682188293577
905,1,347.8429061,507.3483711,205.3898458,213.1533682,619.3105748,238.2940465,85.65308246,498.1139434,428.5013779,221.532206,60.00676966,278.6733232,269.6126003,124.0472807,746.0846373,391.5957366,648.581354,207.1311149,251.1591108,411.8262597,406.090265390921,200.532801430807,266.382635055976,274.396706804824,282.619801205724,52.8941999049138,74.5104179467817,96.9261333774597
910,1,319.3244618,498.5841098,218.1340559,214.2704758,666.2757316,208.4212397,85.65308246,716.4180637,422.3639819,213.5424823,58.37284287,280.9623302,312.6794267,137.7901449,785.3931867,422.1860163,644.288034,188.8758323,258.0254543,420.9799304,387.306224046759,191.797175192072,270.678285404406,218.915303411724,237.163959320892,51.8956462748822,75.3222009289371,95.5846751421591
915,1,331.5670562,483.0315338,231.807173,215.0450622,420.6403872,181.4259873,85.65308246,335.2241439,413.6303516,204.2191826,56.42912819,281.852773,398.6310934,165.5292037,551.5152764,392.1666666,622.5915489,169.4100565,267.5584832,420.8098208,301.711388775561,218.316336259782,269.891254447032,450.365457437122,190.789719874861,52.8866375333168,76.3025231593567,96.5015421226375
920,1,401.7580289,489.0733605,246.4527939,216.1251824,406.2739631,183.3858507,85.65308246,168.0081487,406.7406914,191.0289693,53.80564715,284.5673696,433.1516828,196.8142831,495.0181594,286.6970749,530.7959913,144.2855704,278.187397,430.9497394,305.386651293921,246.600985063564,265.696827697666,532.624355630619,168.483772082205,55.9932013089821,77.4651218771828,95.5025873050089
925,1,672.1952135,485.866978,260.0447972,216.8457763,564.861639,224.7005891,85.65308246,245.4916691,405.8230605,176.4677611,50.71168483,285.1322898,363.405027,216.1956973,481.3470936,207.9307498,489.70996,120.0606757,289.8557616,430.2266935,325.639347472551,266.503585558346,263.289409337175,331.40369644803,177.043615001408,61.6578879011822,78.814686371654,96.0334990381111
930,1,691.601111,461.2616761,269.0308308,217.8868922,492.1716703,266.2005459,85.65308246,256.1657113,411.7513566,161.3587949,47.26161936,288.3180999,283.5182466,216.9675349,519.5525709,219.8085752,527.0819732,100.9155536,298.9928949,441.4170444,392.938816109306,288.797109467416,261.743972257319,281.135304097545,185.065336191317,69.0226771212,80.3367960283304,95.5291247876048
935,1,536.6181411,440.8210861,273.0317649,218.5538882,507.7777321,266.4966751,85.65308246,282.2769171,404.0974439,145.3228093,43.62798449,288.5247893,344.7642564,207.9328199,703.1646696,213.4777199,475.8717993,87.86531861,304.5682942,440.1188109,705.1806757331,295.996068607621,260.580597528711,237.589091238801,192.241215071216,77.8956206222003,82.0091867511413,95.6819358405201
940,1,467.456337,409.6304574,270.8252513,219.5529754,1046.163217,224.456763,85.65308246,263.5229523,387.145073,129.1987931,39.70571352,292.2303837,426.8797192,197.5623026,789.7205403,175.6224388,259.6134171,85.5180061,305.2345841,452.425473,835.517366033947,306.599706117621,259.280704631161,134.21563935548,244.659428950686,87.266973644493,83.7539605216067,95.8139862328831
945,1,473.9218177,378.5646537,267.7828797,220.1660544,942.2185429,172.6922625,85.65308246,166.0431829,355.4683914,115.8695311,35.68205296,292.0454969,384.4106971,179.2478296,547.1620309,131.9199771,191.635468,98.55867342,301.9071687,450.5340354,742.04118723993,322.35000964367,256.576827833817,160.893445796397,312.231803412771,95.6497292926521,85.4276806908748,95.5758853972715
950,1,390.9058316,373.8911529,265.006513,221.1183559,473.5088993,132.8757625,85.65308246,232.2843395,315.4928854,104.2263421,31.50025487,296.3226621,260.1588368,161.9548022,437.2362208,93.60680546,179.0467089,123.24134,296.2203588,464.0247287,616.259810765237,336.920810950862,252.348196235913,203.66963515761,363.087399491967,103.177510181679,86.9260001432169,96.4645337316212
955,1,477.7590298,387.8027555,262.9733845,221.675053,441.1076009,103.7499713,85.65308246,430.5168441,301.5309476,94.18167717,27.56511339,295.7124323,239.1161816,168.8202827,456.470438,89.36730394,148.713702,147.2570392,290.2475086,461.5272741,697.216536761764,366.827196157071,246.445803841346,498.087755690001,394.304384211756,109.692599115923,88.2781629466955,95.8196404897906
960,1,533.6723991,414.3785065,263.5761365,222.5731991,369.058705,75.91252264,85.65308246,278.4075585,289.9260714,85.36604791,23.79137284,300.616505,254.3132649,191.8620871,407.0732833,114.0510514,162.9307524,159.8407371,284.6754942,476.2716404,851.813791681462,407.811313472554,238.670623284517,538.593693390907,420.435741677392,115.596431090126,89.4590755756078,97.5708582766597
965,1,395.6826118,449.2148344,265.7799344,223.0706957,366.5872455,43.72746632,85.65308246,358.4723685,275.2552211,75.37084538,20.34688489,299.547048,361.5468129,197.8790031,553.5700078,127.1977143,218.0952311,168.6577016,279.4387378,473.1615377,559.209915996968,450.137218716565,229.911336338807,588.470396736258,444.345570979634,120.287732118604,90.4913845314561,96.5097707852323
970,1,413.4494876,476.046085,272.5068177,223.9074846,329.6283503,37.24304226,85.65308246,653.2573469,269.1654579,65.27011122,17.09901261,305.13733,418.3778406,182.5825913,562.0605199,121.6226561,380.3920556,195.0043172,272.973836,489.230623,243.673244364898,488.897776763174,221.477132370337,881.522040086514,443.61162124688,124.154077513611,91.3248548321473,99.2155565461542
975,1,502.2139655,470.7805769,281.8785551,224.3434653,297.8032169,64.58262545,85.65308246,515.8316918,249.6758472,54.2169528,14.18067773,303.5750715,492.322264,173.5390773,711.9011194,108.7918981,622.1820879,224.2261653,266.3051672,485.5083128,657.482931601175,513.405547310871,213.177446142981,734.097414176609,436.719128572859,126.40660580263,91.9563337723168,97.7416160683453
