msec,Exper,µVpostEEMD1T5squa,µVpostEEMD2T5squa,µVpostEEMD3T5squa,µVpostEEMD6T5squa,µVpostEEMD1combinexpT5SquareMask,µVpostEEMD2combinexpT5SquareMask,µVpostEEMD7combinexpT5SquareMask,µVpostEEMD1combinexpT5SquarePseudo,µVpostEEMD2combinexpT5SquarePseudo,µVpostEEMD3combinexpT5SquarePseudo,µVpostEEMD4combinexpT5SquarePseudo,µVpostEEMD7combinexpT5SquarePseudo,µVpostEEMD1T5diamo,µVpostEEMD2T5diamo,µVpostEEMD1combinexpT5DiamondMask,µVpostEEMD2combinexpT5DiamondMask,µVpostEEMD1combinexpT5DiamondPseudo,µVpostEEMD2combinexpT5DiamondPseudo,µVpostEEMD3combinexpT5DiamondPseudo,µVpostEEMD7combinexpT5DiamondPseudo,µVpostEEMD1T5Mask,µVpostEEMD2T5Mask,µVpostEEMD3T5Mask,µVpostEEMD1T5Pseudomask,µVpostEEMD2T5Pseudomask,µVpostEEMD4T5Pseudomask,µVpostEEMD5T5Pseudomask,µVpostEEMD6T5Pseudomask
245,1,57.76402145,87.08044443,29.43147663,33.40335279,137.5328933,3.171048258,85.65308246,35.87514482,73.09474494,55.51954436,21.51339693,52.27574807,211.9158102,95.55228398,58.2904375,80.53457835,109.5180734,80.19410962,94.90493597,56.42720372,157.647368390097,92.4502910482487,82.7868498370878,151.925058325362,72.6364335004914,81.8106226653419,66.2669153362464,76.9601298845521
250,1,50.78542772,95.19824068,26.63421384,32.74280379,139.0934307,4.340970763,85.65308246,49.3732318,79.58838828,58.98379219,24.08319895,51.37773963,205.8108935,83.14368268,92.3936398,81.07713782,93.95556922,74.52700805,94.81809892,51.05370964,144.087506155409,95.4792593299427,84.0819534423548,207.30212407118,80.80020176485,83.0335943597938,66.5890939902309,76.2840946743688
255,1,47.47431918,103.5597653,24.63028185,31.97703156,112.201021,8.073351998,85.65308246,96.59544517,87.45637528,62.02052695,26.59701992,55.50758091,159.6061772,76.41810911,147.4352358,79.25515028,103.3626082,72.55736939,95.35943856,58.17577566,167.318629872313,89.4151510406145,85.1938840375225,199.8430150977,83.8023033342843,83.8072044418371,66.8777234021343,76.3133377037166
260,1,47.8326491,98.77558819,24.8265246,31.34415436,61.2005963,13.14413549,85.65308246,120.4773014,95.96235792,63.69083308,28.93813556,54.58216964,132.6231485,54.34770642,48.51986823,76.06996339,55.02995846,83.16430246,96.59014263,53.11356018,154.736417528684,86.5389824409425,86.4553518553368,207.078540163368,83.0258179977717,84.4075777793017,67.1297906213387,75.6158510707237
265,1,107.6927835,91.0607488,25.40579489,30.62700039,49.49649821,17.89686886,85.65308246,100.9899712,101.4397984,64.73109094,31.2630561,58.86663915,98.18021064,21.7476376,177.991827,70.05527055,72.96539107,94.88442234,98.48466249,60.6194456,111.836647932046,84.2917918336987,87.7599865072278,247.059975877243,82.1666194822035,84.5869516641954,67.3656419192902,75.7745325354618
270,1,102.5459532,85.20773411,27.0292067,30.02098109,48.38752176,24.29871811,85.65308246,90.52405763,101.6718247,64.8128481,33.44944915,57.9639946,71.6683131,40.30221712,262.0848584,68.80438285,88.33080166,113.12274,99.84586877,56.02096368,95.3074667831607,82.5720887171065,89.082606665743,247.794332908727,80.7481265856429,84.671782688502,67.579254972213,75.0598963602687
275,1,118.9294798,90.53482319,28.49827355,29.34749969,48.30052405,34.58734914,85.65308246,129.4443506,101.5332624,65.32316606,35.6418243,62.34543652,66.88405329,50.88581308,128.5735668,70.97768331,111.8329858,133.5864545,99.0348234,63.64190668,112.879495479411,82.526484448419,90.3845634325749,224.787632505718,74.8729901694131,84.373781266336,67.7918445167087,75.3337598679821
280,1,223.8824876,101.5699553,29.63777763,28.75973499,39.37183678,48.64199962,85.65308246,118.8976163,98.27406637,66.13954553,37.72586454,61.50718961,89.53026581,52.1492544,95.85777158,68.96742727,154.3560521,144.1089324,97.1974252,59.59871573,111.369132201423,78.1005198816236,91.3972481148397,222.350921351721,67.8298556527576,84.0369919686403,67.995412609605,74.6061273708751
285,1,222.8318544,107.9516626,30.86926339,28.12011172,58.53783301,62.51296929,85.65308246,54.50072157,96.8195066,68.08371127,39.82388573,65.93941634,105.596598,77.37795821,71.69734784,66.45164363,220.556753,152.7489642,95.19582906,67.12780341,122.146045735604,72.4497957252017,92.0319380787606,224.039809189836,62.7699501120985,83.3502424738869,68.2120931537806,74.9824355854551
290,1,115.8612433,106.5774401,31.35931448,27.54775293,81.05644917,70.42328305,85.65308246,156.9040921,94.09108074,70.85926833,41.83824065,65.19999013,111.4761573,95.31627437,66.02514156,64.37526513,250.6688749,156.6898157,92.9953665,63.68616428,139.74986753752,76.7355632756105,92.0378521654281,205.463562552948,58.7121268036417,82.6623107751137,68.4328897564047,74.2458527943991
295,1,93.97665026,98.54176538,31.88158424,26.94159015,77.39624641,73.37529872,85.65308246,189.1765003,88.46115031,74.36359825,43.86795251,69.64621707,95.99462871,88.31841152,130.9874356,60.74331577,197.0564365,155.7880886,90.81174897,70.97905631,126.304965761376,93.8828896408348,91.8856455235536,143.521315104224,55.4557878293731,81.6571045300618,68.6807850953489,74.7131380043719
300,1,101.1669741,105.1302022,31.06799806,26.38551056,102.48127,78.92085613,85.65308246,179.6127507,89.20207665,77.53446241,45.83703213,69.03388158,85.22793894,78.36460339,143.6721087,60.90718385,175.1172941,161.4306609,88.86298178,68.15483954,121.55425062343,109.151885683495,91.5914996257969,92.9864082130641,50.6219312482396,80.6745062464074,68.9466163508512,73.9715830210136
305,1,86.18070135,120.852191,30.07527424,25.81226795,147.8525815,84.02098372,85.65308246,131.8394234,95.36939211,79.98475789,47.81938513,73.46480444,81.70937562,80.69225675,197.9170237,68.94406709,180.3253224,167.7713655,86.51912024,75.11905147,129.953011353549,104.460692336263,91.7393945201368,93.2159737347493,40.6549611693833,79.4100697418001,69.2540732659411,74.5194509459986
310,1,214.0696347,135.7462061,28.31454212,25.27298726,131.435558,80.87268462,85.65308246,90.06756702,102.0071494,81.30341064,49.77048114,73.00234758,100.915505,76.13193769,219.264849,75.63734637,165.0179263,164.6148848,82.13816861,72.90691887,127.16472467541,87.2469800256119,91.9351597308124,85.73016180128,29.6517485057548,78.1794711452644,69.5945502303496,73.7768701515903
315,1,250.668689,143.7375873,27.0659723,24.73196785,116.0349268,72.96298684,85.65308246,105.735523,110.8571988,82.18495096,51.75775158,77.39420467,148.6361928,62.6749574,136.6001728,71.12927923,132.5711628,158.1805318,77.00034688,79.48794159,177.265127194119,81.167926199727,92.4698166503388,94.34056288794,24.7115286217341,76.7005410968421,69.9922511708109,74.3958445552006
320,1,286.4038931,144.1486079,27.06818812,24.20990334,162.7207484,63.16687623,85.65308246,127.5917553,118.4983982,83.20578673,53.7465622,77.09892243,157.2563283,51.92445966,97.28302749,61.09566079,79.02819337,147.6784122,72.45483092,77.86844222,164.045565196925,88.316679457719,93.0493539017687,123.358413395387,23.9019324731406,75.2166845600577,70.4397116437493,73.6561858611424
325,1,410.3031934,132.7732055,27.86810031,23.70029722,129.7056747,49.6495053,85.65308246,199.7773015,124.1749042,84.86587503,55.74638193,81.4308,76.47127077,44.64697005,80.71929084,57.21030817,81.96429996,126.9476599,68.68927961,84.0390507,117.246316677031,109.828879660263,93.8892701720532,132.888174718307,21.6247463176758,73.4288548828114,70.9613784622697,74.3375857380527
330,1,395.2642374,122.4231929,30.29505471,23.19569011,83.36032454,37.6579977,85.65308246,225.3678369,133.8762895,87.11354255,57.74126987,81.31178911,83.07951304,41.2787192,46.02687308,53.18990904,106.6438392,108.8044463,67.48835605,82.98420875,32.7988609704601,132.104011028386,94.5885490524582,162.053514172349,19.5655801487466,71.5411137033886,71.5514405507781,73.604829571715
335,1,374.9618197,123.475255,32.9658847,22.71643138,50.11387736,31.84880692,85.65308246,118.0504131,144.1091911,89.66153507,59.73859998,85.55870425,77.06149459,38.22703335,55.50902736,41.14828558,162.5753622,102.9327011,67.82035576,88.73638805,159.891719002933,147.265254841497,95.251019405006,202.42722088479,22.5839878889701,69.3503955992769,72.2326196631753,74.3406734546139
340,1,361.5234161,130.7716513,36.56762241,22.22992289,47.94291697,26.95333133,85.65308246,139.036652,152.7746742,92.52432643,61.77080713,85.61369155,73.65647608,34.71936094,62.47714178,28.45567468,160.9588465,96.68521362,67.14004108,88.21346228,261.905763818915,159.043250913274,95.6506039569194,210.536324162493,29.8552739406244,67.002059906954,72.9908167181868,73.6188627146238
345,1,284.3435261,137.180418,40.45746856,21.78258112,74.80918715,22.57358488,85.65308246,85.28237116,160.109552,95.48662398,63.83863387,89.7512729,103.642777,26.31183683,91.59506113,24.93007478,132.5578664,83.42204861,64.94854329,93.55252591,191.973083729102,168.511532855675,95.6373114084441,167.301899997268,37.1345614975369,64.3446289165979,73.8308939492726,74.4017968266558
350,1,232.1296316,127.0987461,44.17407791,21.31999127,114.4776756,33.00104632,85.65308246,153.3016275,167.9372363,98.7070851,66.0059535,89.97818932,160.7795812,20.14945388,154.6780377,24.89978145,106.2093596,68.45146955,62.21421852,93.52640722,165.390746361645,177.570135881372,94.9226642301877,253.05169711567,42.2038002348174,61.3884508673061,74.7240892858577,73.6950678196577
355,1,337.3423329,108.4896834,46.99883772,20.91065244,151.6025405,43.8837691,85.65308246,282.7249704,177.9290563,101.9711603,68.24511001,93.98921866,261.3122962,24.34313234,210.8562578,24.72699851,86.76571566,52.51750787,60.8223597,98.46682519,339.023786003564,185.392508428478,93.7159462457103,287.75300965449,46.9145926086249,58.0236223010245,75.6612185769384,74.5183169849812
360,1,192.2592503,99.77886546,47.97004421,20.47970306,173.9136024,49.59259433,85.65308246,245.4324914,180.8465714,105.4389956,70.62284564,94.38684597,298.7785268,30.89354227,124.2332361,25.66397287,107.9246402,38.40610603,60.14299205,98.90151321,404.917266832225,196.630442802648,92.4774937048651,169.705271313912,56.3210375404948,54.4379404630078,76.6273763527053,73.8309348208577
365,1,151.3762449,100.0140488,48.77173622,20.11471993,168.5192073,64.7060278,85.65308246,162.5126088,180.1191912,108.8411782,73.10429288,98.26005863,191.7207607,33.18401781,173.4965729,27.09206544,93.00369379,37.93871717,59.69410261,103.4639939,275.721848093807,212.010189680027,91.1526479117176,139.834476851225,65.7565270825061,50.8346634047252,77.6304041772213,74.6882781003035
370,1,271.5876878,104.4105591,48.94550159,19.7233345,149.2044765,74.92285458,85.65308246,237.2766827,177.6937881,112.1987724,75.77996878,98.82658534,187.8182784,37.1172686,288.105966,31.73938869,78.51045383,40.20168497,60.0265708,104.3234795,361.49296141153,224.793955142986,90.1772498854371,134.214237780925,64.6551852635007,47.2397343008428,78.6648235779552,74.0246832980232
375,1,85.85854824,110.9921107,50.24675845,19.41088063,91.26911157,66.19757702,85.65308246,212.5933924,176.5533369,114.2806708,78.62361237,102.5536702,213.376972,53.88518455,288.5798836,40.35440871,64.79484761,40.57325266,61.09197318,108.5329392,467.211548883202,237.878150901631,89.3236522512935,201.342984627521,58.650177108512,43.8539154367183,79.7388997315116,74.9104623657161
380,1,157.583453,104.3558884,52.9895957,19.072411,83.63170406,74.05811843,85.65308246,281.442302,178.6896263,114.1296734,81.73700645,103.2869289,159.4581066,79.76479822,226.3999607,49.67687991,50.83048485,44.63581184,63.30073654,109.7817139,518.320983263384,249.657873158284,88.9411720264945,127.686709342224,59.4629149030048,40.5935209710445,80.8489449490722,74.2753441333138
385,1,93.24183376,96.62039109,54.72500429,18.82835084,131.9100073,100.1388415,85.65308246,346.493096,175.3297395,111.9521833,85.05725437,106.8643029,137.2649306,104.336406,138.4852575,57.29577674,77.63257535,45.86986356,66.01542841,113.6658614,328.447465285913,251.361891757886,88.7043033475712,166.343015900874,66.5567905977831,37.6926872468838,81.9988904369405,75.1845290926058
390,1,164.6647978,124.4645937,55.12836554,18.56532313,290.3355091,108.6705928,85.65308246,224.9902367,170.805944,107.7024193,88.64494359,107.7601931,62.17652244,125.711169,77.46868987,64.46549692,118.2520291,47.28839711,69.42320748,115.269199,352.503438793448,246.199360602999,88.9323949631475,144.587153372833,69.2046315803535,35.0054325051735,83.1832792476729,74.582971039195
395,1,150.661684,158.9895003,53.57670708,18.41904806,361.7320475,101.5215226,85.65308246,183.6553227,166.5846436,101.8392116,92.289476,111.1852504,77.48906068,146.0786901,99.7749738,74.71071344,103.3599431,55.84006335,73.53957944,118.8575424,536.896112734556,241.433961094755,89.3198895239659,188.371324973912,60.9664939466961,32.7431545529357,84.398018151656,75.51137757467
400,1,195.3617782,166.7001174,51.62161669,18.27505264,302.713746,99.60965446,85.65308246,239.9734954,157.9852879,95.90993459,95.81672829,112.2384576,108.041067,161.5891435,85.28564568,87.2939361,59.90981317,65.79472249,78.11768528,120.7816424,336.428487180375,236.933055397694,90.1230488137686,258.968580256781,51.7679976537903,30.7198455385969,85.6311015492557,74.9493243722572
405,1,265.5298555,163.9070466,49.6754679,18.28217932,165.5204794,108.9127538,85.65308246,209.9310895,151.6264734,90.89752822,99.03094976,115.51274,64.36253502,171.3587013,89.3350645,96.10840372,58.54528213,68.65347306,82.46694223,124.1047825,70.8400244856248,225.110510218704,91.3095221966018,391.760485760542,46.8097783188518,29.0742693579231,86.8634302299496,75.8944092809479
410,1,208.6718587,168.5549511,47.50406586,18.31970373,88.82605562,100.8856696,85.65308246,113.7372204,150.6927324,87.38635697,101.9738672,116.7179907,64.28008974,172.4104134,72.4800472,101.4609825,67.80721266,65.76586848,86.26073574,126.3168324,196.315639780076,206.059119377004,93.1693556019105,163.628994956699,49.4770945272309,27.599424405468,88.0617268520146,75.3775029086014
415,1,159.4052694,176.1485572,45.51079275,18.53246204,35.77440992,65.83905704,85.65308246,110.8871467,150.6231959,84.91820134,104.5998899,119.8453942,58.51255027,174.4042161,48.97363626,106.9323295,62.92917824,58.97323361,90.30209717,129.4059494,305.531778319181,186.932664966197,96.1512036705401,395.782511947129,64.3912093056671,26.2561171388503,89.1711061104035,76.3323508737919
420,1,153.9875682,182.6538789,42.62655076,18.77939478,74.12383926,60.63604111,85.65308246,164.0326793,152.7031045,83.38607042,106.9531301,121.1952043,93.79727376,191.3886855,75.18696172,106.9592625,37.44543104,52.54248297,93.59248578,131.8741406,210.808932970112,168.574383067008,100.963853973714,609.418329491688,84.3455301246177,24.8229075934817,90.1348732437021,75.861365392962
425,1,105.3439884,197.8229035,40.2489657,19.19614286,77.30964128,94.37429019,85.65308246,167.4354546,152.334129,82.89821958,108.9802046,124.179831,100.7688174,212.3472809,89.63916889,100.2342799,42.35739008,51.2980622,96.44112589,134.7606102,187.244245698185,149.697639407973,106.801202261705,392.98884216541,96.6744227991823,23.3757342498011,90.9643294047598,76.8197707143559
430,1,113.4843666,226.8836555,37.44459904,19.63577083,105.9334271,108.7128455,85.65308246,346.7699455,152.4281288,82.32516898,110.6404759,125.664896,73.34415351,224.189858,117.0023801,93.61058098,91.57218558,48.4962509,97.85592387,137.4541263,171.088979441068,126.422738952475,110.609897261926,402.779246088895,99.2138471043038,21.9476789566064,91.6976852971795,76.3981290153983
435,1,136.5199216,246.3330532,33.68468693,20.23817328,141.7711486,107.8622596,85.65308246,340.4965231,157.752568,80.0901952,111.8677318,128.5128978,108.1487009,222.3919383,164.5236241,87.40593731,136.8887879,44.11679643,97.32221779,140.1692174,141.19056637798,94.2213586773318,109.868155209321,256.368172790023,96.7473489916777,20.4079286902418,92.3489801104917,77.3553148225286
440,1,176.994647,239.5686097,30.40416498,20.85597815,228.1460665,106.1348302,85.65308246,232.041774,159.8710928,76.82239155,112.8471816,130.1234035,226.728794,210.3429973,161.3507902,78.61626067,142.0991524,44.76709063,96.54841346,143.0582064,122.146928546679,60.3793529818381,102.36183348374,219.233120565159,99.1351499584479,18.815114466259,92.9378396998311,76.9868057718607
445,1,303.2064978,220.7432116,27.01054299,21.63382473,202.1733872,103.4195615,85.65308246,219.6901477,155.3105896,73.06959426,113.7540504,132.8428918,170.9570466,197.8678436,205.6375471,68.28412661,79.12132291,47.83099306,96.50031876,145.6328295,64.3564110933427,44.3295707323199,92.4701968982764,182.314013061526,112.519829179923,16.9671389042058,93.4636224003897,77.9384491756234
450,1,281.983035,200.1939027,23.58395612,22.42537026,104.9426189,101.8200473,85.65308246,212.0536612,147.4949795,67.48825524,114.6735687,134.5696472,69.9686975,188.5494258,305.471414,54.28734223,129.0303324,57.70265905,98.21787911,148.6883631,21.9922658786525,51.5218070268406,85.8584451441845,136.253718825792,129.875227309227,14.9676639321206,93.9347074929907,77.6269877541684
455,1,210.3512374,182.9780517,20.86614635,23.37797105,297.9203617,100.0294833,85.65308246,205.7650948,143.0442819,60.59373973,115.7065323,137.1723729,225.5145066,184.9116709,285.8948515,38.19335515,121.2832304,67.69837565,101.9145264,151.152843,57.9261957512113,69.9528175164675,84.0118603554789,138.564222228102,143.191551902026,12.6173140656482,94.3406223934229,78.569144254222
460,1,120.2651985,182.1857781,18.98365152,24.34742732,531.4200986,94.5925164,85.65308246,221.3762837,145.9364252,51.49162525,116.8156078,139.0065814,195.7241132,185.5988744,269.7993471,26.51151737,201.8219223,70.62108041,107.7718529,154.3468621,101.089843073785,100.557174644553,87.1918725128794,55.0879825287114,150.647690067324,10.1313568182891,94.6793936030216,78.3186927707506
465,1,100.8758063,187.4678905,18.65861586,25.48000899,367.0037359,89.11483151,85.65308246,222.7158454,148.3127893,41.24009828,117.9515961,141.5045625,170.0016047,178.4629697,237.3931425,17.500547,364.1122039,76.37917312,112.646573,156.7307129,142.894641227755,144.251573295155,93.863895896142,43.1635043750265,150.771654920106,7.56923596210561,94.9277256884641,79.2477777556843
470,1,167.0305795,179.7998902,20.30208444,26.63716228,232.8932012,84.06097668,85.65308246,241.7214999,139.9177098,33.86907456,118.7137576,143.435449,157.4712844,162.439365,200.4592183,9.939237173,366.5857462,91.3876582,114.466644,160.0359531,154.968516033452,191.153897121516,100.978764070128,96.7400137892043,134.744527781556,5.11762814078363,95.0558186399394,79.0622803010237
475,1,226.9192732,164.0444466,23.72118494,27.96162944,559.564379,81.4165602,85.65308246,259.1901242,126.4454719,30.95906111,119.0214731,145.840399,165.0480708,151.3300694,239.7705704,3.084910384,366.4120921,109.6387045,115.5013654,162.367635,175.223718289334,231.192257298476,103.989043912319,133.184959224043,123.163245153508,3.23289688282626,95.0128969532773,79.9750593849134
480,1,349.8310706,157.3379952,28.41672169,29.32504054,452.8937723,83.68042566,85.65308246,270.6734688,116.8086455,31.90118116,118.9464364,147.8556406,145.1910032,147.8974352,207.791555,16.48938902,333.7892161,120.934064,116.6570859,165.7575194,202.638069586127,260.992770174843,99.9568395944209,203.332847088673,154.850821724841,3.52252065025165,94.7746680474925,79.8583636793657
485,1,363.0216256,147.1527201,33.2427333,30.86257653,380.6193648,88.05553031,85.65308246,431.490866,113.5245337,34.00907166,118.5925363,150.1789444,72.11449811,150.3301127,310.7221452,35.83910044,243.3007295,121.0523742,117.6572145,168.0641517,225.134779419332,278.512432034263,92.5621616082298,216.027874057823,159.926226018195,6.07009361409478,94.3059774225491,80.7519338101508
490,1,409.4484025,117.2255653,37.55915618,32.45791657,335.5412519,89.56840465,85.65308246,384.1393652,117.2379302,33.62464011,117.9230964,152.2647715,67.30954375,159.1001097,311.7027177,62.46489905,211.4182562,118.6423978,115.8993689,171.512629,214.574366338538,281.562956317789,89.9322308641649,164.395321359911,109.552996951132,9.29000899272656,93.5748021782736,80.7076827699706
495,1,730.181842,93.04011537,42.13964747,34.23224279,353.955351,78.60132756,85.65308246,249.3036371,129.5312805,30.4813184,116.9459347,154.5172339,85.41867067,162.3067554,200.6601932,96.89210625,202.7189659,121.4680728,110.7528624,173.8196256,156.78601944115,272.37320564123,93.2473312584288,134.416398815692,139.337239315757,12.7110587579494,92.5540377248004,81.579424412513
500,1,695.6491754,96.2872016,47.36987813,36.0799447,383.7349838,63.12945542,85.65308246,259.5558895,136.0164978,25.54984345,115.4359234,156.6583673,133.5441452,154.9578929,202.4834901,125.4977335,218.103525,125.8400672,106.0216271,177.300915,106.518609973936,255.330512099873,96.6335190029983,95.501537935039,216.275511069627,16.1745120539219,91.3285653605112,81.610890600268
505,1,408.8447816,127.5809244,53.49602529,38.08668768,422.0049405,72.47273911,85.65308246,286.5459978,139.73945,22.89634056,113.2576384,158.8498273,236.0911401,147.4096307,188.4070366,154.5326183,185.1288639,126.4023058,103.272077,179.6314839,146.81873459226,229.267942041999,95.4028028150159,159.82185250085,221.119869110364,19.2298305918874,90.0130583528651,82.4583543924184
510,1,378.9032564,175.1956903,60.84667875,40.13542519,454.2137134,85.73896593,85.65308246,246.6327296,166.8098217,27.57463545,110.9456935,161.0292647,288.9644342,148.6434839,166.7870454,198.8124118,91.20714855,108.5267311,102.2641912,183.1196552,223.397430993388,190.724002914975,92.2876335678124,207.245426448993,187.880157769262,21.9320731015482,88.6697864550937,82.5681609420896
515,1,351.3663199,201.1989086,68.48439682,42.29671236,536.0070529,84.10098524,85.65308246,193.8266524,212.3360322,36.53237589,108.8176587,163.1680487,236.6504657,160.2047544,124.7905237,243.2463475,98.07261098,74.11531662,101.5686249,185.4940604,260.164426169658,151.075752009393,92.9400466752182,258.742850023599,208.363855437043,24.4492178246315,87.3331593881633,83.3888012829915
520,1,344.3181622,206.8156023,74.62881072,44.49510308,500.116924,85.27811372,85.65308246,206.9715006,243.7196017,45.34435745,106.8956828,165.3666484,159.2152357,172.0560329,150.8020333,266.8491397,84.43579733,54.49527393,100.396813,188.9623037,305.217471427766,132.274394225254,96.4578879177913,232.230967385801,251.738665822682,27.0441186438845,86.0303822058373,83.5783760670131
525,1,335.290499,205.51486,78.98187348,46.79425023,209.0752267,105.0702041,85.65308246,230.8849871,251.475461,53.76785351,104.8500135,167.4587688,150.9528516,173.0335175,178.8334009,274.4621854,117.3331077,56.25342061,100.2395701,191.3966646,241.009362825723,132.586444452732,98.170977571385,254.553258093652,268.615788460258,29.8182561793098,84.7816657245647,84.3688199006664
530,1,445.6213391,195.8799124,81.95945859,49.14277857,42.21945926,131.4652527,85.65308246,270.7887742,255.6162103,60.45286354,102.3071161,169.6544897,183.7260314,188.7421129,326.111404,271.1976362,208.9037206,56.15753023,100.6658894,194.8159004,72.5015731692681,130.502635745843,96.7496956721149,203.1768193958,264.56728896537,32.9423319018222,83.6082057766338,84.6367836274878
535,1,318.9452897,183.3789224,84.41713137,51.58727621,137.5574265,150.6370569,85.65308246,519.7029191,271.6584039,65.61388868,99.22819384,171.7023732,235.4095364,224.4323834,368.592253,250.552357,265.6604136,48.03533195,101.1544791,197.3199306,67.3628768442644,127.545173587161,94.6892711104051,268.032516050519,256.446891945985,36.6598139354933,82.521278317827,85.3905778827115
540,1,210.0873276,176.5724351,86.91461777,54.09460685,259.9819189,167.8691191,85.65308246,562.8656239,292.3664771,71.63801499,95.76545041,173.8688319,324.0576088,240.8685735,326.0624985,237.3064154,286.9006705,43.27616078,101.1367464,200.6555701,173.415248179796,146.556125425234,93.9701099975637,274.244969312205,248.16279887778,41.0997761149061,81.5156532247318,85.7314570008136
545,1,188.8694432,175.4669332,89.31277926,56.69462682,340.2703122,184.426425,85.65308246,371.5626358,316.4263283,78.49014902,92.44562391,175.8689828,400.9900975,227.5365214,483.5398057,236.7297264,280.6664242,50.46152367,99.447183,203.2267961,269.467088274993,185.761304429705,93.5670719027587,311.516519676235,223.451259393838,46.317832217636,80.5904726159087,86.439611520857
550,1,165.5946308,183.7459994,91.36148747,59.36869077,346.4001637,204.2867142,85.65308246,359.9374507,303.5229864,88.01914177,89.56040412,177.9721363,362.9602619,208.9476284,530.958926,228.4029266,249.2323524,64.79704264,96.68449281,206.4323619,449.919625092939,215.384570981767,91.8003048061199,251.399610628614,164.113170566366,51.5416075087436,79.7488712906097,86.840937983584
555,1,305.8991403,186.3851117,91.91228821,62.13273974,304.2641302,231.3734249,85.65308246,460.011336,237.4917086,101.4732594,87.0688449,179.9102814,315.1488371,206.4838137,421.6241652,217.1351907,222.7558825,74.64373074,94.29244046,209.05706,560.588498240724,231.235252735116,89.8316775059708,278.445373929696,99.3128326373739,56.2262271164955,78.9953512055893,87.483276326398
560,1,253.420442,176.69544,91.1064153,64.97850225,286.6820932,261.135742,85.65308246,358.1833156,181.4314285,116.5179911,84.67830437,181.909971,254.1435024,215.3267464,452.5240165,200.8865795,228.2703645,72.29741601,92.80806323,212.0891754,416.381708052184,243.911779385604,89.9467056779051,224.870979326904,87.0338428401402,60.3513246907743,78.3341827801968,87.9189418529031
565,1,147.8293743,167.6380114,87.89148149,67.91184066,276.3786174,289.4344299,85.65308246,184.3448518,182.5519357,131.7667525,81.97600723,183.7826284,187.3010636,221.8471297,559.2059458,188.7842157,256.5485926,68.96388044,91.69534128,214.7629949,342.726217275612,240.371393940342,91.0764627601737,206.845097321328,80.8215353712192,63.787172208483,77.7738314243255,88.4736148647145
570,1,142.3631135,171.9285161,81.20070532,70.93011134,196.2417475,301.4269679,85.65308246,185.2032308,208.6877164,142.1080538,79.04285565,185.6657538,155.362174,221.5755117,515.2744248,187.9503989,287.3805944,70.5380198,91.26463043,217.5969214,398.830048620832,230.708362783289,91.4905269670179,178.150758937125,54.7073174482285,66.898751555502,77.3294233112928,88.928638170571
575,1,215.924197,184.3282132,73.16693721,74.03322526,126.8016605,288.0853793,85.65308246,185.4831143,190.0939165,145.9519276,75.96441301,187.488956,155.1772446,220.582967,354.3948507,180.0808499,272.8767914,70.09616698,91.76828326,220.3272176,409.070093189874,221.938266720838,92.4299171867854,184.742510515715,56.0994657711766,70.0232746432928,77.0253121771826,89.3906998838031
580,1,248.228463,187.4089194,65.31393633,77.21882801,140.9745767,262.0636817,85.65308246,214.3111372,146.3745411,148.4261779,72.6895289,189.2489676,175.9966761,224.7538632,332.5716634,174.5463304,159.803322,70.49444381,93.48326625,222.9458623,248.735686834491,207.6529599011,94.0620191127838,343.160387482519,72.6639400266303,73.2992820997017,76.8913030398044,89.859365116629
585,1,160.1885855,182.8752502,58.35316864,80.48416014,68.03229766,243.4296654,85.65308246,271.2417335,111.2587133,150.8943914,69.11370632,191.0415863,166.4275161,229.7248474,350.658936,194.765132,219.7099311,70.21692084,95.42700797,225.7425969,370.506764972765,194.069104198811,95.0224399058492,286.446713968719,89.8879910381581,76.6246075880405,76.9045464511969,90.2305558079486
590,1,147.8146155,165.1451641,51.61700599,83.81688648,77.64752836,233.4417865,85.65308246,252.4203637,101.4404413,154.7846834,65.08637557,192.6786981,221.4869706,232.0129126,269.029644,225.1544912,251.7389534,71.23385419,96.2259107,228.1424197,494.930710251223,173.029411330139,94.0138735285772,360.74158994217,104.895936259005,79.3537901215789,77.0286974705578,90.7094692882398
595,1,126.173507,134.0635805,43.96213188,87.20662112,68.17308385,215.4611075,85.65308246,297.1832152,121.1324423,159.4032482,60.38622666,194.4608103,310.671334,232.4200661,226.6028687,235.5074856,213.6009085,84.59183946,97.00161354,231.0229467,332.96719756266,142.312551446537,89.7382423306844,396.48654953466,106.822075103525,81.3769704343485,77.2347428226073,90.9950041950373
600,1,146.446018,114.6747408,36.31090038,90.62950033,116.2955847,184.743037,85.65308246,459.8745905,135.6510489,164.7936174,55.07971899,195.9738816,362.0476295,237.9993921,265.0301255,238.0304217,262.3335765,90.14316978,98.44068388,233.2072033,136.412678379309,110.249948212186,85.0784256948495,224.244184081709,105.154115529266,82.9509978683976,77.4993163467423,91.4811365611723
605,1,159.9774146,107.7897247,28.20448076,94.10210812,221.6754983,151.6904552,85.65308246,517.6900355,158.9620589,170.2513608,49.69143131,197.7605277,311.7141075,242.7693208,271.8913798,248.4219639,155.273586,86.02174745,100.7513077,236.1874203,342.474232136931,82.7508023316746,82.4997266756981,107.109595470136,106.650026497675,84.0874630348882,77.7987784905973,91.6885207630967
