msec,Exper,T5Diamond,T5DiamondMask,T5DiamondPseudo,T5Mask,T5Pseudomask,T5Square,T5SquareMask,T5SquarePseudomask,OzDiamond,OzDiamondMask,OzDiamondPseudo,OzMask,OzPseudomask,OzSquare,OzSquareMask,OzSquarePseudo,T5Mask_T5SquareMask,T5Pseudomask_T5SquarePseudomask,T5Mask_T5DiamondMask,T5Pseudomask_T5DiamondPseudo,OzMask_OzSquareMask,OzPseudomask_OzSquarePseudo,OzMask_OzDiamondMask,OzPseudomask_OzDiamondPseudo
500,2,1.08474,2.12214,1.97796,1.26589,1.39526,.566721,2.15858,2.52666,1.22247,2.31562,2.17496,1.02486,1.18341,.380631,2.61418,2.42001,-.89269,-1.1314,-.85625,-.5827,-1.58932,-1.2366,-1.29076,-.99155
505,2,1.20912,2.21226,2.15278,1.45211,1.58142,.739603,2.27671,2.70137,1.44445,2.45129,2.39109,1.21429,1.40083,.622953,2.73677,2.61177,-.8246,-1.11995,-.76015,-.57136,-1.52248,-1.21094,-1.237,-.99026
510,2,1.31176,2.26622,2.27279,1.59449,1.71333,.901307,2.35987,2.82267,1.63841,2.53623,2.54005,1.34151,1.5382,.844059,2.81064,2.73972,-.76538,-1.10934,-.67173,-.55946,-1.46913,-1.20152,-1.19472,-1.00185
515,2,1.39051,2.2858,2.33717,1.68972,1.78952,1.04459,2.40724,2.88955,1.79131,2.56612,2.61452,1.40033,1.59079,1.0263,2.83179,2.80009,-.71752,-1.10003,-.59608,-.54765,-1.43146,-1.2093,-1.16579,-1.02373
520,2,1.44465,2.27371,2.34861,1.73737,1.81178,1.16401,2.41933,2.90416,1.89413,2.54074,2.61283,1.39071,1.56121,1.1565,2.79976,2.79404,-.68196,-1.09238,-.53634,-.53683,-1.40905,-1.23283,-1.15003,-1.05162
525,2,1.47477,2.23316,2.31246,1.73972,1.78454,1.25614,2.39771,2.87119,1.94252,2.46373,2.53871,1.31833,1.45858,1.22717,2.71745,2.72694,-.65799,-1.08665,-.49344,-.52792,-1.39912,-1.26836,-1.1454,-1.08013
530,2,1.48251,2.16755,2.23579,1.70149,1.71425,1.31979,2.34474,2.797,1.93692,2.34195,2.40062,1.1937,1.29723,1.2369,2.59065,2.60739,-.64325,-1.08275,-.46606,-.52154,-1.39695,-1.31016,-1.14825,-1.10339
535,2,1.47035,2.08041,2.12646,1.62939,1.6088,1.3559,2.26333,2.68893,1.88226,2.18479,2.21083,1.03088,1.09501,1.19043,2.42741,2.44605,-.63394,-1.08013,-.45102,-.51766,-1.39653,-1.35104,-1.15391,-1.11582
540,2,1.44139,1.97546,1.99234,1.53152,1.47698,1.3671,2.15677,2.5545,1.78731,2.00319,1.9841,.845962,.871361,1.09781,2.23732,2.25455,-.62525,-1.07752,-.44394,-.51536,-1.391358,-1.383189,-1.157228,-1.112739
545,2,1.3991,1.85677,1.8408,1.41671,1.328,1.35725,2.02863,2.40097,1.66372,1.80867,1.73634,.655424,.645442,.973277,2.03073,2.04443,-.61192,-1.07297,-.44006,-.5128,-1.375306,-1.398988,-1.153246,-1.090898
550,2,1.34711,1.72879,1.6784,1.29371,1.17101,1.3309,1.88268,2.2349,1.52478,1.61238,1.48317,.47462,.434423,.833499,1.81795,1.82642,-.58897,-1.06389,-.43508,-.50739,-1.34333,-1.391997,-1.13776,-1.048747
555,2,1.28902,1.59628,1.51085,1.17052,1.01468,1.29282,1.72296,2.06209,1.38419,1.42434,1.23873,.316467,.252136,.69577,1.60868,1.60979,-.55244,-1.04741,-.42576,-.49617,-1.292213,-1.357654,-1.107873,-.986594
560,2,1.22825,1.46404,1.3431,1.05371,.866823,1.2474,1.55381,1.88758,1.25474,1.25271,1.01462,.190474,.108164,.576065,1.41142,1.40214,-.5001,-1.020757,-.41033,-.476277,-1.220946,-1.293976,-1.062236,-.906456
565,2,1.16786,1.3366,1.17944,.94809,.733988,1.19832,1.37994,1.71581,1.1472,1.10349,.819326,.10219,.00745125,.487457,1.23316,1.20929,-.43185,-.981822,-.38851,-.445452,-1.13097,-1.20183875,-1.0013,-.81187475
570,2,1.11045,1.21777,1.0237,.856515,.62117,1.14834,1.20629,1.5508,1.06943,.980291,.65798,.0531021,-.0495664,.438824,1.0792,1.03549,-.349775,-.92963,-.361255,-.40253,-1.0260979,-1.0850564,-.9271889,-.7075464
575,2,1.05803,1.11023,.879305,.779983,.531604,1.09942,1.03811,1.3964,1.02581,.884434,.532546,.0409282,-.0663982,.434181,.953179,.883699,-.258127,-.864796,-.330247,-.347701,-.9122508,-.9500972,-.8435058,-.5989442
580,2,1.01196,1.01535,.74925,.717914,.466705,1.05265,.880716,1.25636,1.01704,.815265,.442346,.0602904,-.0495572,.472511,.85715,.755968,-.162802,-.789655,-.297436,-.282545,-.7968596,-.8055252,-.7549746,-.4919032
585,2,.972906,.933063,.636031,.668575,.42613,1.00851,.739265,1.13435,1.04029,.770588,.384811,.103638,-.00740212,.548304,.791869,.653906,-.0706899999999999,-.70822,-.264488,-.209901,-.688231,-.66130812,-.66695,-.39221312
590,2,.940871,.862071,.541549,.629536,.408039,.96717,.618399,1.03387,1.0898,.747229,.356321,.162308,.051097,.652437,.757043,.579015,.011137,-.625831,-.232535,-.13351,-.594735,-.527918,-.584921,-.305224
595,2,.915295,.800214,.467029,.59813,.409471,.92875,.521942,.958058,1.15764,.741605,.352998,.227595,.117516,.773544,.751606,.532924,.076188,-.548587,-.202084,-.057558,-.524011,-.415408,-.51401,-.235482
600,2,.895176,.745013,.413003,.571833,.42684,.893442,.452545,.909456,1.23477,.750256,.371361,.291733,.184949,.89942,.773943,.517424,.119288,-.482616,-.17318,.013837,-.48221,-.332475,-.458523,-.186412
605,2,.879228,.694274,.379365,.548546,.456467,.861552,.411495,.889743,1.31209,.770254,.408718,.348661,.248675,1.01855,.82203,.534266,.137051,-.433276,-.145728,.077102,-.473369,-.285591,-.421593,-.160043
610,2,.86602,.646583,.3655,.526784,.495069,.833615,.398527,.899511,1.38145,.799456,.463282,.394503,.306465,1.12134,.893482,.584728,.128257,-.404442,-.119799,.129569,-.498979,-.278263,-.404953,-.156817
615,2,.854089,.60164,.3704,.505755,.54014,.810371,.411925,.938086,1.43646,.836561,.534004,.427759,.35852,1.20107,.985501,.669045,.09383,-.397946,-.095885,.16974,-.557742,-.310525,-.408802,-.175484
620,2,.842053,.560339,.392751,.485358,.590117,.79261,.448639,1.0034,1.47306,.881003,.620218,.449197,.40709,1.25444,1.09477,.785778,.0367189999999999,-.413283,-.074981,.197366,-.645573,-.378688,-.431806,-.213128
625,2,.828713,.524601,.430918,.466115,.644361,.781048,.504503,1.09192,1.48974,.932659,.721113,.461468,.455807,1.28171,1.2173,.931257,-.038388,-.447559,-.058486,.213443,-.755832,-.47545,-.471191,-.265306
630,2,.8131,.496927,.482889,.449032,.702921,.77638,.574486,1.1987,1.48747,.991468,.835193,.468555,.508883,1.28621,1.34829,1.09925,-.125454,-.495779,-.047895,.220032,-.879735,-.590367,-.522913,-.32631
635,2,.794556,.479723,.546115,.435388,.766127,.779263,.653038,1.31744,1.46937,1.05699,.959793,.475099,.570252,1.27383,1.48207,1.28093,-.21765,-.551313,-.0443350000000001,.220012,-1.006971,-.710678,-.581891,-.389541
640,2,.772775,.47466,.617321,.426507,.834138,.790221,.734332,1.44071,1.44015,1.12799,1.09075,.485714,.642813,1.25191,1.61216,1.46525,-.307825,-.606572,-.048153,.216817,-1.126446,-.822437,-.642276,-.447937
645,2,.747857,.482123,.692354,.423542,.9065,.809551,.812584,1.56029,1.40547,1.20211,1.22228,.504371,.72783,1.2283,1.73143,1.63964,-.389042,-.65379,-.058581,.214146,-1.227059,-.91181,-.697739,-.49445
650,2,.720308,.500829,.766174,.42723,.981856,.837338,.882286,1.66756,1.37119,1.27574,1.34715,.533921,.824622,1.21025,1.83248,1.79104,-.455056,-.685704,-.0735990000000001,.215682,-1.298559,-.966418,-.741819,-.522528
655,2,.690995,.527729,.833008,.43777,1.05783,.873353,.938538,1.75408,1.34275,1.34405,1.45705,.575809,.930524,1.20362,1.90808,1.9071,-.500768,-.69625,-.089959,.224822,-1.332271,-.976576,-.768241,-.526526
660,2,.661018,.558231,.886709,.454749,1.13116,.916841,.977334,1.8122,1.32457,1.40127,1.54333,.629977,1.04115,1.21218,1.95181,1.97731,-.522585,-.68104,-.103482,.244451,-1.321833,-.93616,-.771293,-.50218
665,2,.631556,.586721,.92129,.477198,1.19801,.96633,.995891,1.83571,1.31966,1.44118,1.59775,.694972,1.15091,1.23736,1.95869,1.9941,-.518693,-.6377,-.109523,.27672,-1.263718,-.84319,-.746208,-.44684
670,2,.603669,.607257,.931611,.50374,1.25453,1.01963,.992846,1.82043,1.32935,1.45776,1.61338,.768212,1.25371,1.27817,1.92579,1.95362,-.489106,-.5659,-.103517,.322919,-1.157578,-.69991,-.689548,-.35967
675,2,.578094,.614384,.914047,.532787,1.29732,1.07388,.968493,1.76474,1.35326,1.44592,1.58551,.846359,1.34375,1.33155,1.85272,1.85613,-.435706,-.46742,-.081597,.383273,-1.006361,-.51238,-.599561,-.24176
680,2,.555121,.603928,.867095,.562787,1.32401,1.12559,.92482,1.66996,1.38949,1.40225,1.5123,.925757,1.41625,1.39281,1.74204,1.70609,-.362033,-.34595,-.041141,.456915,-.816283,-.28984,-.476493,-.09605
685,2,.534579,.573679,.791823,.592462,1.33372,1.17086,.865454,1.54042,1.43483,1.32572,1.39536,1.00286,1.4681,1.45637,1.59926,1.51185,-.272992,-.2067,.018783,.541897,-.5964,-.04375,-.32286,.07274
690,2,.515881,.523823,.692038,.620965,1.3272,1.20581,.795442,1.38334,1.4853,1.21808,1.2399,1.07459,1.49825,1.51634,1.43275,1.2851,-.174477,-.0561399999999999,.097142,.635162,-.35816,.21315,-.14349,.25835
695,2,.498168,.457117,.574144,.647979,1.30693,1.22699,.720969,1.20845,1.5366,1.08417,1.05465,1.13864,1.5079,1.56734,1.25321,1.04,-.0729900000000001,.0984800000000001,.190862,.732786,-.11457,.4679,.05447,.45325
700,2,.480534,.37882,.446698,.673704,1.27683,1.23165,.648965,1.02735,1.58466,.931794,.851374,1.1936,1.50037,1.60497,1.07297,.792197,.024739,.24948,.294884,.830132,.12063,.708173,.261806,.648996
705,2,.462257,.296349,.319671,.698764,1.24179,1.218,.586717,.852626,1.62611,.77128,.644093,1.23902,1.4807,1.62626,.905072,.557752,.112047,.389164,.402415,.922119,.333948,.922948,.46774,.836607
710,2,.442968,.21868,.20358,.72404,1.20714,1.18536,.541364,.696857,1.65863,.614797,.448097,1.27533,1.45506,1.62978,.762189,.351997,.182676,.510283,.50536,1.00356,.513141,1.103063,.660533,1.006963
715,2,.422731,.155559,.108519,.750483,1.17795,1.13431,.519512,.571601,1.68112,.47537,.278714,1.30364,1.43005,1.61566,.655583,.188458,.230971,.606349,.594924,1.069431,.648057,1.241592,.82827,1.151336
720,2,.402047,.116571,.0432106,.77894,1.15841,1.06641,.526746,.486375,1.69365,.365764,.150045,1.32559,1.41192,1.58538,.59412,.0778834,.252194,.672035,.662369,1.1151994,.73147,1.3340366,.959826,1.261875
725,2,.38174,.11016,.0142152,.810048,1.15133,.984058,.567137,.447804,1.69734,.297318,.0737035,1.34304,1.40586,1.54144,.583487,.0274371,.242911,.703526,.699888,1.1371148,.759553,1.3784229,1.045722,1.3321565
730,2,.362795,.142675,.0253704,.844178,1.15788,.89035,.642672,.459025,1.69393,.278864,.0577325,1.3579,1.41547,1.48694,.625678,.0401649,.201506,.698855,.701503,1.1325096,.732222,1.3753051,1.079036,1.3577375
735,2,.346129,.217503,.0774519,.881426,1.17751,.788912,.752853,.519393,1.6854,.315838,.105783,1.37193,1.44236,1.42523,.718823,.114745,.128573,.658117,.663923,1.1000581,.653107,1.327615,1.056092,1.336577
740,2,.332426,.334462,.168123,.921657,1.20812,.683647,.894302,.624539,1.67358,.409696,.216656,1.38659,1.48606,1.35957,.857359,.245583,.0273550000000001,.583581,.587195,1.039997,.529231,1.240477,.976894,1.269404
745,2,.321984,.489586,.292134,.964545,1.24651,.578495,1.06071,.766746,1.65973,.55767,.384258,1.40296,1.54416,1.2929,1.03254,.423221,-.0961650000000001,.479764,.474959,.954376,.37042,1.120939,.84529,1.159902
750,2,.314635,.675223,.441716,1.00961,1.28882,.477343,1.24297,.935609,1.64439,.752923,.59802,1.42171,1.61261,1.22765,1.23321,.63502,-.23336,.353211,.334387,.847104,.1885,.97759,.668787,1.01459
755,2,.309718,.880583,.607149,1.05625,1.33115,.383818,1.42989,1.1189,1.62731,.985077,.843715,1.44315,1.68628,1.16574,1.44681,.866083,-.37364,.21225,.175667,.724001,-.00366,.820197,.458073,.842565
760,2,.306112,1.09269,.777437,1.10367,1.36998,.300968,1.6091,1.30354,1.60754,1.24105,1.10463,1.46721,1.75954,1.10849,1.66041,1.10031,-.50543,.0664399999999998,.01098,.592543,-.1932,.65923,.22616,.65491
765,2,.302327,1.29762,.941091,1.15091,1.40255,.230949,1.76832,1.47657,1.58364,1.50612,1.36293,1.49355,1.82689,1.05665,1.8618,1.32154,-.61741,-.07402,-.14671,.461459,-.36825,.50535,-.01257,.46396
770,2,.296609,1.48192,1.08692,1.19682,1.42707,.174859,1.89661,1.62607,1.55403,1.76512,1.60117,1.52159,1.8835,1.01044,2.04037,1.5147,-.69979,-.199,-.2851,.34015,-.51878,.3688,-.24353,.28233
775,2,.287053,1.63385,1.20485,1.24001,1.44275,.132596,1.98561,1.74199,1.5172,2.00361,1.80365,1.55054,1.9257,.969575,2.18781,1.6668,-.7456,-.29924,-.39384,.2379,-.63727,.2589,-.45307,.12205
780,2,.271763,1.74462,1.28664,1.27896,1.44967,.102744,2.03035,1.81675,1.47206,2.20896,1.9576,1.57947,1.95122,.933265,2.2986,1.76783,-.75139,-.36708,-.46566,.16303,-.71913,.18339,-.62949,-.00638000000000005
785,2,.249027,1.80907,1.32647,1.3121,1.44866,.0826001,2.02975,1.84573,1.41804,2.37118,2.05407,1.60731,1.95934,.900305,2.37012,1.81142,-.71765,-.39707,-.49697,.12219,-.76281,.14792,-.76387,-.0947299999999998
790,2,.21749,1.82604,1.32144,1.33792,1.44096,.068521,1.98641,1.82748,1.3552,2.4835,2.08837,1.63287,1.95078,.869087,2.40251,1.79513,-.64849,-.38652,-.48812,.11952,-.76964,.15565,-.85063,-.13759
795,2,.176334,1.79812,1.27176,1.35513,1.42803,.0563093,1.90616,1.76374,1.2842,2.54264,2.0602,1.65489,1.92748,.837744,2.39835,1.72054,-.55103,-.33571,-.44299,.15627,-.74346,.20694,-.88775,-.13272
800,2,.125454,1.73109,1.18072,1.36278,1.41129,.0416065,1.79711,1.65926,1.20627,2.54876,1.97336,1.67205,1.89228,.804226,2.36205,1.59296,-.43433,-.24797,-.36831,.23057,-.69,.29932,-.87671,-.08108
805,2,.0655812,1.63296,1.05441,1.36031,1.39203,.0203463,1.66856,1.52129,1.12308,2.50513,1.83517,1.68305,1.8485,.766515,2.29931,1.42084,-.30825,-.12926,-.27265,.33762,-.61626,.42766,-.82208,.0133300000000003
810,2,-.00166506,1.51286,.901193,1.34759,1.37129,-.0106816,1.52985,1.35893,1.0366,2.41761,1.65567,1.6867,1.79956,.722733,2.2164,1.21495,-.18226,.0123600000000001,-.16527,.470097,-.5297,.58461,-.73091,.14389
815,2,-.0738223,1.37993,.731031,1.32491,1.3498,-.0534244,1.38955,1.18233,.949075,2.29395,1.44675,1.68196,1.74855,.671402,2.11967,.98748,-.06464,.16747,-.0550200000000001,.618769,-.43771,.76107,-.61199,.3018
820,2,-.147742,1.24235,.554685,1.29289,1.32796,-.108417,1.25477,1.00177,.862826,2.14314,1.22121,1.66809,1.69805,.61157,2.01507,.751072,.0381200000000002,.32619,.05054,.773275,-.34698,.946978,-.47505,.47684
825,2,-.219849,1.10678,.382844,1.25247,1.30586,-.174759,1.13087,.826806,.780222,1.97465,.991828,1.6447,1.64983,.543031,1.90787,.517927,.1216,.479054,.14569,.923016,-.26317,1.131903,-.32995,.658002
830,2,-.286495,.978042,.225363,1.20483,1.28335,-.250108,1.02138,.665543,.703576,1.79782,.770643,1.61187,1.60488,.466403,1.80253,.299076,.18345,.617807,.226788,1.057987,-.19066,1.305804,-.18595,.834237
835,2,-.344357,.859159,.090532,1.15139,1.26009,-.330926,.928253,.524145,.635024,1.62135,.568248,1.57014,1.56335,.383249,1.7027,.103853,.223137,.735945,.292231,1.169558,-.13256,1.459497,-.0512099999999998,.995102
840,2,-.39082,.751658,-.0154546,1.09376,1.2356,-.412907,.852201,.406618,.576451,1.45296,.393304,1.52058,1.52476,.296012,1.61132,-.0604349,.241559,.828982,.342102,1.2510546,-.09074,1.5851949,.06762,1.131456
845,2,-.424251,.656088,-.0888455,1.0337,1.20938,-.491475,.793093,.314882,.529336,1.2991,.252171,1.46471,1.48812,.207949,1.53075,-.188654,.240607,.894498,.377612,1.2982255,-.0660400000000001,1.676774,.16561,1.235949
850,2,-.444199,.572489,-.12845,.973045,1.18091,-.562165,.750288,.249087,.494648,1.16481,.148718,1.40442,1.45217,.122893,1.46292,-.27786,.222757,.931823,.400556,1.30936,-.0585,1.73003,.23961,1.303452
855,2,-.451445,.500815,-.135549,.913637,1.1497,-.62103,.722956,.208083,.47272,1.05372,.0842605,1.34187,1.41559,.0450013,1.40939,-.3272,.190681,.941617,.412822,1.285249,-.0675199999999998,1.74279,.28815,1.3313295
860,2,-.44791,.441191,-.113604,.857161,1.11526,-.6651,.710208,.189931,.463155,.968012,.0576579,1.27927,1.37723,-.0217014,1.37141,-.337756,.146953,.925329,.41597,1.228864,-.0921399999999999,1.714986,.311258,1.3195721
865,2,-.436426,.394,-.0677813,.805023,1.07708,-.692699,.711143,.192342,.464751,.908454,.0655367,1.21878,1.33619,-.0737031,1.34977,-.312333,.0938800000000001,.884738,.411023,1.1448613,-.13099,1.648523,.310326,1.2706533
870,2,-.420423,.359732,-.00436814,.758208,1.03459,-.703528,.724717,.212976,.475515,.874489,.102649,1.1623,1.29198,-.108458,1.3447,-.255201,.033491,.821614,.398476,1.03895814,-.1824,1.547181,.287811,1.189331
875,2,-.403607,.338696,.0698398,.717136,.987204,-.698669,.749676,.249583,.492717,.864292,.162304,1.11129,1.24452,-.124688,1.35568,-.171821,-.03254,.737621,.37844,.9173642,-.24439,1.416341,.246998,1.082216
880,2,-.389579,.330735,.148102,.681602,.934294,-.680534,.784358,.299974,.513062,.874866,.236884,1.0667,1.19416,-.122625,1.38124,-.0685527,-.102756,.63432,.350867,.786192,-.31454,1.2627127,.191834,.957276
885,2,-.381506,.334928,.224189,.650807,.87537,-.65269,.826626,.361864,.532915,.902183,.318386,1.02888,1.14158,-.103989,1.41883,.0476612,-.175819,.513506,.315879,.651181,-.38995,1.0939188,.126697,.823194
890,2,-.381871,.349426,.292737,.623445,.810217,-.619433,.87376,.432686,.548625,.941363,.398935,.997582,1.08777,-.0718694,1.4648,.169592,-.250315,.377531,.274019,.51748,-.467218,.918178,.056219,.688835
895,2,-.392283,.371415,.349449,.597895,.73911,-.585333,.922614,.509448,.556859,.986907,.471233,.972057,1.03389,-.0303363,1.51444,.289994,-.324719,.229662,.22648,.389661,-.542383,.743896,-.0148500000000001,.562657
900,2,-.413347,.397291,.391184,.572486,.663039,-.55481,.969718,.588681,.554992,1.033,.528946,.95115,.981218,.0160175,1.56225,.401889,-.397232,.0743579999999999,.175195,.271855,-.6111,.579329,-.0818500000000001,.452272
905,2,-.44461,.422954,.415936,.545789,.583855,-.531688,1.01156,.666508,.541423,1.07384,.566984,.933509,.931086,.0626881,1.60222,.498837,-.465771,-.082653,.122835,.167919,-.668711,.432249,-.140331,.364102
910,2,-.484573,.444172,.422776,.51694,.504317,-.518642,1.04474,.738849,.515849,1.10403,.581685,.917796,.884796,.105782,1.62835,.57521,-.5278,-.234532,.0727680000000001,.0815409999999999,-.710554,.309586,-.186234,.303111
915,2,-.530742,.456985,.411752,.485877,.428007,-.516786,1.06628,.801719,.479383,1.11891,.570905,.902931,.84361,.142541,1.63506,.626499,-.580403,-.373712,.028892,.016255,-.732129,.217111,-.215979,.272705
920,2,-.579735,.458116,.383756,.453504,.359093,-.525501,1.07371,.851561,.434595,1.1149,.534047,.888312,.808751,.171633,1.61772,.649606,-.620206,-.492468,-.004612,-.024663,-.729408,.159145,-.226588,.274704
925,2,-.627396,.445287,.340373,.421735,.301967,-.542427,1.06516,.885545,.385349,1.08973,.471969,.874003,.781411,.193291,1.57307,.643094,-.643425,-.583578,-.0235520000000001,-.0384060000000001,-.699067,.138317,-.215727,.309442
930,2,-.668977,.417433,.283719,.393384,.260819,-.563483,1.03931,.901805,.33658,1.04255,.386848,.860853,.762769,.209196,1.49951,.607341,-.645926,-.640986,-.024049,-.0229,-.638657,.155428,-.181697,.375921
935,2,-.699352,.374694,.21624,.371936,.239171,-.583223,.995471,.899575,.293914,.97402,.281965,.850548,.754002,.222229,1.39729,.54454,-.623535,-.660404,-.00275799999999998,.022931,-.546742,.209462,-.123472,.472037
940,2,-.713321,.31828,.140489,.361194,.239502,-.595433,.933498,.879196,.263261,.886125,.161447,.845539,.75627,.236045,1.26847,.458512,-.572304,-.639694,.042914,.099013,-.422931,.297758,-.0405859999999999,.594823
945,2,-.705981,.25026,.0589288,.364879,.262978,-.593862,.853865,.84201,.25031,.781995,.0299504,.848887,.770688,.254623,1.11682,.354285,-.488986,-.579032,.114619,.2040492,-.267933,.416403,.066892,.7407376
950,2,-.673204,.173204,-.0261679,.386212,.309379,-.572843,.757652,.79017,.260064,.665593,-.107634,.863992,.798257,.281757,.94747,.237533,-.37144,-.480791,.213008,.3355469,-.0834779999999999,.560724,.198399,.905891
955,2,-.612197,.0898095,-.112812,.427539,.377178,-.528001,.646728,.726396,.29635,.541368,-.24648,.894238,.839761,.320632,.766524,.113936,-.219189,-.349218,.3377295,.48999,.127714,.725825,.35287,1.086241
960,2,-.522023,.00259267,-.199262,.490059,.46378,-.456889,.52382,.653699,.361419,.413893,-.382091,.942604,.895636,.373426,.580608,-.0114248,-.0337610000000001,-.189919,.48746633,.663042,.361996,.9070608,.528711,1.277727
965,2,-.404028,-.0863205,-.283928,.573658,.565835,-.359444,.392573,.57512,.455625,.287551,-.510486,1.01123,.96583,.441089,.39642,-.134479,.181085,-.00928499999999988,.6599785,.849763,.61481,1.100309,.723679,1.476316
970,2,-.262114,-.175305,-.365265,.676825,.67956,-.238066,.257454,.493511,.577236,.166286,-.628328,1.10104,1.04965,.52319,.220312,-.252343,.419371,.186049,.85213,1.044825,.880728,1.301993,.934754,1.677978
975,2,-.102701,-.263188,-.44166,.796645,.800957,-.0974893,.123586,.411408,.722389,.0534287,-.732998,1.21139,1.14563,.617944,.0579502,-.36328,.673059,.389549,1.059833,1.242617,1.1534398,1.50891,1.1579613,1.878628
980,2,.0656442,-.349067,-.511405,.928846,.925924,.0555096,-.00362123,.330965,.885226,-.0483792,-.822607,1.33983,1.25142,.722327,-.0859394,-.466427,.93246723,.594959,1.277913,1.437329,1.4257694,1.717847,1.3882092,2.074027
985,2,.232922,-.432068,-.572756,1.06789,1.05022,.212669,-.118869,.253961,1.0582,-.137186,-.895981,1.48211,1.3638,.832358,-.207715,-.56143,1.186759,.796259,1.499958,1.622976,1.689825,1.92523,1.619296,2.259781
990,2,.388667,-.511117,-.624073,1.2071,1.16935,.365085,-.21749,.181874,1.23254,-.211668,-.952627,1.63225,1.47868,.943404,-.304878,-.648096,1.42459,.987476,1.718217,1.793423,1.937128,2.126776,1.843918,2.431307
995,2,.523028,-.584818,-.664043,1.33892,1.27837,.504092,-.29575,.115971,1.39885,-.271032,-.99268,1.78286,1.59127,1.05059,-.376058,-.726113,1.63467,1.162399,1.923738,1.942413,2.158918,2.317383,2.053892,2.58395
1000,2,.627804,-.65139,-.691872,1.45517,1.37188,.622049,-.351163,.0574052,1.54778,-.314912,-1.01683,1.92563,1.69634,1.14919,-.420938,-.794942,1.806333,1.3144748,2.10656,2.063752,2.346568,2.491282,2.240542,2.71317
1005,2,.697261,-.708709,-.707443,1.54758,1.44404,.713023,-.38259,.0072472,1.67076,-.343284,-1.02624,2.05195,1.78852,1.23497,-.440159,-.853842,1.93017,1.4367928,2.256289,2.151483,2.492109,2.642362,2.395234,2.81476
1010,2,.728599,-.754539,-.711371,1.60839,1.48895,.773422,-.390277,-.0335417,1.76068,-.356413,-1.02247,2.15363,1.86273,1.30448,-.435207,-.902016,1.998667,1.5224917,2.362929,2.200321,2.588837,2.764746,2.510043,2.8852
1015,2,.722041,-.786811,-.704953,1.63111,1.50129,.802342,-.375658,-.0641964,1.81254,-.354841,-1.00731,2.22365,1.91461,1.35529,-.408308,-.938777,2.006768,1.5654864,2.417921,2.206243,2.631958,2.853387,2.578491,2.92192
1020,2,.680575,-.803961,-.690046,1.6114,1.47708,.801501,-.341194,-.0842829,1.8239,-.339399,-.982754,2.25691,1.94093,1.38608,-.362315,-.963678,1.952594,1.5613629,2.415361,2.167126,2.619225,2.904608,2.596309,2.923684
1025,2,.609455,-.805208,-.668885,1.5478,1.41456,.774919,-.29014,-.0938502,1.79524,-.311247,-.950876,2.25074,1.94001,1.39673,-.30062,-.976592,1.83794,1.5084102,2.353008,2.083445,2.55136,2.916602,2.561987,2.890886
1030,2,.515567,-.790765,-.643845,1.44237,1.31491,.728541,-.226376,-.0935319,1.73001,-.271901,-.913788,2.20534,1.91196,1.38834,-.227028,-.97771,1.668746,1.4084419,2.233135,1.958755,2.432368,2.88967,2.477241,2.825748
1035,2,.406824,-.761947,-.617217,1.30092,1.18273,.669582,-.154175,-.0845718,1.6345,-.223242,-.873628,2.12393,1.85883,1.36324,-.145639,-.967511,1.455095,1.2673018,2.062867,1.799947,2.269569,2.826341,2.347172,2.732458
1040,2,.291645,-.721081,-.59105,1.13282,1.02597,.605709,-.0779982,-.0687484,1.51749,-.167488,-.832554,2.01261,1.78458,1.32493,-.0607002,-.946708,1.2108182,1.0947184,1.853901,1.61702,2.0733102,2.731288,2.180098,2.617134
1045,2,.178584,-.671278,-.567021,.950337,.855533,.544279,-.00226077,-.0482021,1.38952,-.107123,-.792731,1.87994,1.69486,1.27799,.0235599,-.91627,.95259777,.9037351,1.621615,1.422554,1.8563801,2.61113,1.987063,2.487591
1050,2,.0760039,-.616093,-.546318,.767539,.684187,.491806,.0688432,-.0252018,1.26214,-.0447637,-.756271,1.73628,1.59663,1.22784,.103133,-.87748,.6986958,.7093888,1.383632,1.230505,1.633147,2.47411,1.7810437,2.352901
1055,2,-.00822061,-.559145,-.529598,.598891,.525343,.453591,.131663,-.0018986,1.14691,.0169964,-.725127,1.59294,1.49759,1.18047,.174432,-.832042,.467228,.5272416,1.158036,1.054941,1.418508,2.329632,1.5759436,2.222717
1060,2,-.0670555,-.503683,-.516975,.457764,.391593,.433428,.183275,.0198872,1.05436,.0757718,-.700938,1.46118,1.40557,1.14188,.234482,-.782174,.274489,.3717058,.961447,.908568,1.226698,2.187744,1.3854082,2.106508
1065,2,-.0947327,-.452274,-.508032,.355056,.293348,.433501,.221702,.0387965,.993072,.129564,-.684843,1.35122,1.3278,1.11755,.281088,-.730628,.133354,.2545515,.80733,.80138,1.070132,2.058428,1.221656,2.012643
1070,2,-.0872525,-.406633,-.501901,.29813,.237794,.454558,.245925,.0539582,.968852,.17691,-.677314,1.2713,1.27031,1.11171,.312953,-.680612,.052205,.1838358,.704763,.739695,.958347,1.950922,1.09439,1.947624
1075,2,-.0428385,-.367622,-.497418,.290178,.228306,.495995,.255953,.0649311,.98421,.216976,-.678031,1.22694,1.23733,1.12687,.329728,-.635587,.034225,.1633749,.6578,.725724,.897212,1.872917,1.009964,1.915361
