msec,Experiment,Exper,HzpostEEMD1Ozsqua,HzpostEEMD2Ozsqua,HzpostEEMD3Ozsqua,HzpostEEMD4Ozsqua,HzpostEEMD5Ozsqua,HzpostEEMD6Ozsqua,HzpostEEMD7Ozsqua,HzpostEEMD1combinexpOzSquareMask,HzpostEEMD2combinexpOzSquareMask,HzpostEEMD3combinexpOzSquareMask,HzpostEEMD4combinexpOzSquareMask,HzpostEEMD5combinexpOzSquareMask,HzpostEEMD6combinexpOzSquareMask,HzpostEEMD7combinexpOzSquareMask,HzpostEEMD1combinexpOzSquarePseudo,HzpostEEMD2combinexpOzSquarePseudo,HzpostEEMD3combinexpOzSquarePseudo,HzpostEEMD4combinexpOzSquarePseudo,HzpostEEMD5combinexpOzSquarePseudo,HzpostEEMD6combinexpOzSquarePseudo,HzpostEEMD7combinexpOzSquarePseudo,HzpostEEMD1Ozdiamo,HzpostEEMD2Ozdiamo,HzpostEEMD3Ozdiamo,HzpostEEMD4Ozdiamo,HzpostEEMD5Ozdiamo,HzpostEEMD6Ozdiamo,HzpostEEMD7Ozdiamo,HzpostEEMD1combinexpOzDiamondMask,HzpostEEMD2combinexpOzDiamondMask,HzpostEEMD3combinexpOzDiamondMask,HzpostEEMD4combinexpOzDiamondMask,HzpostEEMD5combinexpOzDiamondMask,HzpostEEMD6combinexpOzDiamondMask,HzpostEEMD7combinexpOzDiamondMask,HzpostEEMD1combinexpOzDiamondPseudo,HzpostEEMD2combinexpOzDiamondPseudo,HzpostEEMD3combinexpOzDiamondPseudo,HzpostEEMD4combinexpOzDiamondPseudo,HzpostEEMD5combinexpOzDiamondPseudo,HzpostEEMD6combinexpOzDiamondPseudo,HzpostEEMD7combinexpOzDiamondPseudo,HzpostEEMD1OzMask,HzpostEEMD2OzMask,HzpostEEMD3OzMask,HzpostEEMD4OzMask,HzpostEEMD5OzMask,HzpostEEMD6OzMask,HzpostEEMD7OzMask,HzpostEEMD1OzPseudomask,HzpostEEMD2OzPseudomask,HzpostEEMD3OzPseudomask,HzpostEEMD4OzPseudomask,HzpostEEMD5OzPseudomask,HzpostEEMD6OzPseudomask,HzpostEEMD7OzPseudomask
355,Experiment I,1,.373629514,.198247704,.079515126,.03817255,.026067587,.011523321,.018632667,.2509444,.135997222,.055739352,.019232713,.002596786,.002585517,7.07E-017,.350525976,.233314522,.08518809,.030500075,.002373007,.002685804,3.53E-017,.073192065,.318970319,.073086228,.03442589,.017389963,.008448761,.006754511,.333038965,.097046052,.062713386,.036030267,.002569907,.006476618,.004043189,.187416,.148176,.085066,.051218,.019305,.004651,.004363,.24036779005147,.15461963162493,.0881872590916382,.0276032283878588,.0262960997080171,.00569082148350529,.00681077942361242,.133175984012676,.16408107236133,.0504689020225857,.0212417987235063,.0111579919420681,.00220977719424525,.000546874498798397
360,Experiment I,1,.372453415,.181571488,.086757112,.03845583,.025365835,.012795664,.016245317,.065737513,.164011486,.059745133,.019666762,.00256627,.002599159,3.18E-016,.029840195,.250623199,.089325931,.029685622,.002367894,.0027066,3.53E-017,.050022355,.265382221,.076734429,.034236567,.017534639,.008296888,.006762155,.31363826,.091829173,.064517373,.035208451,.003101129,.00653095,.00393803,.247163,.154788,.095174,.051409,.019561,.004629,.004231,.151795650474538,.150566323246804,.0758498703161283,.0263109367767638,.0251133953393702,.00595671375945606,.00661023773580447,.223953939532414,.184692933869632,.0536803438184396,.0220178743561247,.0112231286586118,.00221456187529658,.000535103450269193
365,Experiment I,1,.302762528,.179140261,.127977341,.038495122,.024474978,.014295201,.016668752,.034726196,.191810924,.06346358,.021166152,.002548737,.002582694,7.07E-017,.007000343,.262481211,.093731713,.028896084,.002349463,.002675498,3.53E-017,.386088237,.234712087,.079087799,.033894368,.01754401,.008175401,.006641818,.305391989,.095405412,.067872646,.034377608,.003630375,.006618268,.003993249,.329353,.15822,.130846,.051885,.019814,.004623,.004224,.228726476226185,.16046642131428,.0665909003843378,.0239250953255004,.0244600519667312,.00630412770769398,.00675649316458672,.392498706312155,.19885558482484,.0572879935049716,.0228958930328615,.0112791823067306,.0022560371411889,.000519819260795423
370,Experiment I,1,.333913002,.205151891,.242514973,.038326944,.023754972,.017497494,.01469796,.052872542,.206789627,.068429962,.022177451,.002501308,.002596773,2.83E-016,.441165624,.256034834,.095442945,.028295628,.002354085,.002700104,0,.352104462,.18985497,.077813955,.033260005,.017724468,.008054496,.006669655,.294562678,.10637682,.072288903,.033612393,.004415424,.006675907,.003891097,.301983,.157273,.184998,.0524,.020069,.004599,.004103,.352932353917243,.161975448521899,.0578047519295215,.0226129976020845,.023488246524664,.00654898285445739,.0065901936216558,.396177027620967,.188530558780746,.0616237696359439,.0239140260355927,.0113777643796198,.00226260849858463,.000507411923003718
375,Experiment I,1,.421837768,.225838786,.226637343,.038614278,.023025464,.022330725,.014790003,.051241706,.208585431,.073917791,.024318105,.00247056,.002581462,7.07E-017,.460568896,.242474194,.095834492,.027507243,.002346724,.002670551,0,.230079732,.147088917,.074275838,.032751127,.017752793,.00795166,.006544136,.242449259,.109855329,.076974862,.033090631,.005178201,.006761712,.003941146,.203041,.159705,.196538,.053052,.020324,.004587,.00409,.309876299121339,.154547932478292,.0482334711301091,.0195058202257669,.0229133029837183,.00687245633837962,.00670844992263644,.240736069259235,.163133229848921,.0651777104195525,.0249625762728051,.0114505650654912,.00230462649130635,.000491564396370922
380,Experiment I,1,.457948215,.210599093,.100956134,.038618791,.022515089,.033743686,.013301652,.346365637,.213179172,.079880385,.026248977,.002414671,.002595941,2.12E-016,.431288966,.223661402,.095885374,.026776187,.00236256,.002698755,0,.151842166,.125461595,.069945075,.032478208,.017939307,.007857965,.006588073,.213453366,.115443204,.082330728,.032784993,.00630736,.006822818,.003842502,.165878,.179102,.196609,.053485,.020563,.004559,.003979,.184135242817947,.152616765452969,.0391999343005176,.0166503060782212,.02227714682965,.00709236709654682,.00657367577253368,.157319900824795,.141254737697819,.067935796308218,.0261823470117278,.0115409354315748,.00231300354380933,.0004784893163857
385,Experiment I,1,.460990593,.171251868,.063696102,.038665433,.02199786,.056126035,.013188747,.405880703,.228390812,.0843764,.029491933,.002376723,.002581723,2.47E-016,.362208345,.206245511,.09285228,.025855128,.002366264,.002671018,0,.194615069,.121205114,.066079129,.032394478,.017920408,.007773173,.006459958,.265464637,.129996637,.084838908,.032686295,.00756565,.006907121,.003887264,.298491,.205299,.284638,.053066,.020716,.004539,.003961,.160976233574501,.164709039778437,.0309899545287155,.0117725587187336,.0218793020175374,.00738863770022534,.00666808145510047,.221541788390677,.128280624917735,.0693263418962485,.0274290529196527,.0116131110488546,.00235566086872503,.000462033618912552
390,Experiment I,1,.467983898,.124898018,.051315215,.037972599,.021667071,.092262589,.012127716,.421031933,.246106986,.086280194,.032095179,.002315959,.002596565,4.24E-016,.361449211,.204248224,.086441561,.024726696,.002392283,.002702702,0,.277271431,.125476939,.063565289,.032614961,.0180519,.007703928,.006516525,.340032595,.154346316,.086255025,.032768595,.010058081,.006971951,.003792562,.383971,.209784,.254455,.051304,.020694,.004505,.00386,.268603490902981,.189983755652356,.025360468336165,.00697076596718045,.0215208226953344,.00758319062977116,.00656228069127876,.304497953076245,.125530285117222,.0698352915065651,.0289175689338436,.0116956591170875,.00236588450999643,.000448256800536176
395,Experiment I,1,.428017552,.077681782,.045313804,.037561525,.021318335,.104487262,.011903541,.007522365,.2492478,.087332728,.035262079,.002273956,.002583376,4.59E-016,.437463975,.223475833,.081055762,.023327433,.002405589,.002677085,0,.328955719,.130203065,.06229071,.033001145,.018007141,.007637044,.006388001,.403783498,.233543701,.085386542,.032832441,.013321285,.00705503,.003831985,.385226,.191436,.124744,.049016,.020574,.004482,.003838,.334259219625798,.203833390644974,.0258933244519283,.000407790810467152,.0212148115818504,.00785168325360886,.00663656591691396,.308665818565892,.129528738488526,.0702386979251947,.0304473452926155,.0117701093741612,.00240929114150572,.000431146311938052
400,Experiment I,1,.384517649,.057345962,.042129359,.036825378,.021117939,.072100489,.011174513,.005310206,.218310177,.087242339,.037661501,.002211389,.002598533,2.47E-016,.443729074,.263057908,.078013277,.022070884,.002439947,.002712243,0,.295770551,.129868736,.06029848,.033681391,.018144287,.007590686,.006454263,.449720838,.343380496,.081636633,.032639234,.018182111,.007124287,.003741595,.168591,.17398,.08585,.04712,.020433,.004451,.003745,.286193228461269,.184569803605142,.0309144518520028,.00934442801201704,.0209977161681177,.00802243089449318,.00655749732256313,.367694167834003,.131222037380419,.0718835483493738,.0317921198959548,.0118479427874215,.00242142779993999,.00041663126522241
405,Experiment I,1,.402315935,.074387267,.040197036,.036372286,.02088868,.041846383,.010902037,.034040812,.164785047,.085616535,.040782821,.002169029,.002586298,2.47E-016,.436780701,.26459866,.074341067,.020965193,.002460826,.002689131,0,.196494177,.136015937,.055293361,.03401575,.018141487,.007542477,.006327186,.464550519,.318743252,.076955959,.032247741,.023013723,.007206701,.003775684,.115666,.164642,.070489,.045505,.020301,.00443,.00372,.234923664495023,.159356140825551,.0341138691382672,.018832884696342,.0207365202991525,.00826423464658183,.00661520880838532,.345690534927489,.134148521786197,.0745925531651301,.0325504234460516,.0119261576349658,.0024657129964572,.000398817498743808
410,Experiment I,1,.373278873,.091707815,.038979568,.035881559,.020761291,.026353741,.010421672,.050886624,.121995774,.082962641,.043175094,.00210942,.002601693,2.83E-016,.445990413,.205840169,.068439528,.020013511,.002501191,.002727918,0,.1791576,.149406536,.04720739,.034180166,.018335317,.007519119,.006400665,.478858813,.125726553,.068941624,.031906605,.027854745,.007280231,.003689909,.304782,.166017,.064935,.044168,.020179,.004404,.003636,.300792974101881,.155461939109826,.0350101519448011,.0255131214489638,.0205919613585324,.00841433240251933,.00656109164526407,.236972123852466,.141914747686701,.0764274318488309,.0330788905898245,.0120004824730763,.00247986272643196,.000383525302059546
415,Experiment I,1,.196964526,.098088899,.037824413,.035655742,.020581071,.018929487,.010135319,.324797187,.112979142,.081075587,.045522756,.002075056,.002590301,3.18E-016,.451675784,.143391077,.062222914,.019170852,.002527059,.00270788,0,.260407378,.15324078,.037415716,.03414071,.018422545,.007492216,.006276615,.448472334,.13469265,.06064414,.031590842,.030082038,.007361571,.003718725,.347781,.175136,.062568,.042916,.020077,.004384,.003608,.347745093053253,.156920825775666,.034954877787972,.0213269363577687,.0203965644064143,.00863385004887774,.00660587850874539,.225720292793702,.142173280533527,.0779874540858787,.0333295019196915,.0120808333710815,.00252518759581598,.000364957857158986
420,Experiment I,1,.140293393,.106925807,.036745143,.035526723,.020474562,.015227403,.009831424,.341359291,.128975578,.081867287,.046701434,.00203293,.002605799,2.47E-016,.479590395,.099779612,.058007847,.018419309,.002570428,.002750808,0,.340757247,.152200515,.032336592,.03436553,.018716154,.007495302,.006355226,.342638734,.188560787,.056892061,.031365734,.02920861,.007439325,.003637803,.355145,.173881,.060545,.041849,.019987,.004362,.003533,.254202837692244,.149863690296636,.0348789498678936,.0122996010074506,.0204142213999668,.00877528278863872,.00657571333285541,.322246200972533,.134431376440883,.0800493673600451,.0334938629194691,.0121466998326264,.00254150325377926,.000348847240897528
425,Experiment I,1,.254536735,.1146691,.036383843,.03555428,.020376437,.012869031,.009551081,.32618008,.140098781,.08553822,.046384305,.002022194,.002595042,2.47E-016,.436233859,.072555352,.054085865,.017781472,.002597646,.00273501,0,.391414818,.161065787,.036200328,.03475562,.01893342,.007497435,.006235553,.238180701,.156257321,.056883817,.031134453,.025981307,.007518298,.003661451,.302899,.169019,.058324,.040751,.019919,.004343,.003502,.115747095623151,.140487754506444,.03462215685,.001501960412746,.0203781178648741,.00898852344939226,.00661184051261718,.344965917113775,.129365381273068,.0817123844542871,.0335378143645714,.0122196662720926,.00258809216334556,.000329473795506086
430,Experiment I,1,.067209977,.112106902,.036512984,.035794776,.020386198,.011579745,.009375793,.2289569,.142769564,.089451617,.045522752,.002001359,.002610307,1.06E-016,.321318257,.051689328,.049388023,.017231628,.002639804,.002782874,3.53E-017,.409265651,.17285499,.046378378,.035562811,.019362399,.007537637,.006317553,.212647298,.17497871,.058356407,.030899862,.021068704,.007597529,.003585559,.311982,.177453,.055617,.039348,.019867,.004324,.003434,.13980318437431,.130438912674234,.0343130113905083,.00708714237215991,.0204846902285354,.00912958761600087,.00660486535422321,.264345818129446,.120655489416032,.0814271853101112,.0336304254615446,.0122767024428812,.00260683148920064,.000312501257673572
435,Experiment I,1,.077990312,.10432873,.036826035,.03595014,.020440437,.010574184,.009111487,.191984664,.145125349,.091843574,.043792458,.002005276,.002599449,1.41E-016,.205906515,.042171022,.045875797,.016757154,.002665128,.002770713,0,.372321164,.180301288,.056939094,.03662385,.019732908,.007580311,.006203415,.301195,.184956266,.059406133,.030479461,.017042914,.007672499,.003604184,.417343,.192914,.053721,.037527,.019841,.004307,.003402,.27441137832475,.122929310848185,.0331307946514911,.0137765829036646,.0203709359587922,.00932810018096685,.00663442280484805,.176402609837833,.108732127542649,.081378957185528,.0337947661584862,.0123542007398512,.00265505000486622,.000292267608956195
440,Experiment I,1,.237863642,.103158244,.037150353,.036256988,.020587201,.010020726,.009026041,.273192888,.145499497,.092835656,.042825342,.001994778,.002613079,2.83E-016,.239522061,.04039235,.043458352,.016250033,.002705203,.002820973,7.07E-017,.322510632,.196153878,.064762035,.038110599,.020314378,.007659456,.006287355,.375997715,.180434677,.059800206,.029922501,.013229765,.007752226,.003533443,.460131,.202972,.053119,.035867,.01984,.004291,.003342,.372837751480903,.118983075753647,.0309989976724642,.0201321285800942,.0203116904347571,.00945508383561616,.0066472754949496,.167772481578584,.105766340380349,.0824055302206677,.033964785585965,.0124136092372699,.00267693371417698,.00027438757444983
445,Experiment I,1,.169329735,.101198593,.036893441,.036475004,.020789407,.009530791,.008781601,.383348932,.148927148,.091174661,.041733254,.002006429,.002601005,3.53E-017,.354644224,.033955616,.04089741,.015758187,.00272902,.002810475,7.07E-017,.351590017,.220760014,.073611978,.039897035,.020736718,.007729666,.006179751,.365231859,.180851582,.060266603,.029376519,.010861923,.007822062,.003547221,.45445,.200344,.052979,.034536,.019875,.004274,.003307,.377423000257143,.110437109386776,.0285231796501352,.0251984361531199,.0201136975169921,.00962636225743578,.006669898000142,.259274290515663,.109568825295599,.083128636584606,.0341920166858874,.0124861972567982,.00272888524302104,.000253237739181097
450,Experiment I,1,.145164831,.096265947,.03679864,.036927556,.021069709,.009298668,.008759451,.439929001,.155898699,.091093929,.041659403,.002002812,.002613633,2.12E-016,.321264032,.03320925,.038608693,.015228357,.002767223,.002862172,3.53E-017,.282239628,.236493823,.085691329,.041690271,.021221064,.007820919,.006264437,.376286166,.191822586,.059670443,.029045053,.008854399,.007900434,.003481699,.452032,.181881,.053073,.033458,.019907,.00426,.003254,.280690558556961,.10194504454105,.0262491066386384,.029730744069546,.0200795211957837,.00973226631700319,.00669671826640391,.30847935163161,.120803281134314,.0835881642182493,.0345152163007507,.0125258083759889,.00275734647283768,.000234402776423195
455,Experiment I,1,.092667808,.095789326,.037773631,.037210572,.021428997,.009087118,.008534401,.434037587,.161122949,.094192288,.041278849,.002020725,.002602021,1.06E-016,.155720889,.043337034,.036960644,.014717149,.002789478,.002853151,7.07E-017,.213125806,.240683839,.098264213,.043027827,.021752911,.007891044,.006164233,.423861709,.193960342,.057532737,.028910321,.007794389,.007963716,.003490833,.411026,.155704,.053661,.03262,.019905,.004244,.003219,.120849760917661,.0999673546667699,.0242370707270217,.032767462859117,.0199817981126457,.00987524913807859,.00671045928085605,.0248186958776748,.136543062255228,.0826484484782826,.0350764913471187,.0126029824070374,.00281437396429015,.000212279164581004
460,Experiment I,1,.149857401,.099108516,.039689516,.03771287,.02186647,.009055054,.008555667,.383276704,.178192581,.09635256,.041513642,.002023696,.002614646,2.12E-016,.126773528,.058397507,.035667246,.014151948,.002825751,.00290617,3.53E-017,.278216026,.234988505,.105559843,.044286639,.02289281,.007977148,.0062487,.409750083,.172304958,.054399739,.028996539,.00696581,.008040064,.003430551,.420803,.133715,.054324,.03193,.019863,.004232,.003171,.112636871829461,.102447199159017,.0235315610031647,.0357207665483716,.0200668582876851,.00996328809818182,.00674686764941175,.0415289428309826,.146422995472023,.0824970116925652,.0357595857955187,.0126745898780205,.00284522807959404,.000192440275442347
465,Experiment I,1,.302150562,.118957369,.043097955,.038225045,.022422638,.00902046,.008350748,.361293314,.205583775,.098708302,.041799396,.002048303,.002603697,2.47E-016,.200115927,.06952932,.034703036,.013584052,.002846364,.002898782,0,.340577543,.221285316,.106208824,.045997864,.02464756,.008041808,.00615665,.353394367,.133039751,.050861831,.029331973,.006854188,.008097548,.003435262,.023687,.117248,.055397,.031412,.019805,.004217,.003135,.321646039733921,.111230920901245,.0255490981393928,.0384093762009112,.0201201831147587,.0100838971417059,.00675193460475648,.313327385607822,.152740056192875,.0829025323226403,.0362563842158672,.0127828218577965,.00290065510208353,.000169283953453765
470,Experiment I,1,.392939313,.149632457,.04892618,.039124204,.023058946,.00907584,.008403928,.392279251,.205685617,.100403586,.042274067,.002058921,.002616389,2.47E-016,.170465011,.078021697,.034271284,.012937102,.00288066,.002953258,3.53E-017,.414845293,.210542625,.105091305,.047983777,.027905139,.008122306,.006240127,.348062782,.099730326,.048571541,.029935357,.007151628,.008170046,.0033802,.023965,.100932,.056089,.031039,.019753,.004207,.003094,.0195963369347729,.125138062722233,.0296607213515123,.04118060482848,.0203608402384498,.0101610892484912,.00679663633539118,.333660747544274,.152130201336514,.0808519005608734,.0362790325019306,.0128770698464281,.00293093061681133,.000148390955023211
475,Experiment I,1,.382048044,.164505292,.056079751,.040191548,.023818658,.009078759,.008220069,.346526949,.184460631,.100077518,.042457313,.002093061,.002606241,3.18E-016,.233409592,.086724286,.035029536,.012254922,.002899565,.002947853,7.07E-017,.422265748,.206307314,.104460124,.050456401,.033555488,.008183038,.006156889,.417607798,.088564483,.047420955,.030782481,.007918501,.008217787,.003380725,.015616,.08344,.055677,.031027,.019715,.004192,.003057,.00132904720827853,.142590931910784,.0350385406339783,.0439315303605559,.0206108436700763,.0102636211771531,.00679474905030478,.294244505598482,.142162777396486,.0777158519672368,.0361044112563073,.0130078327794635,.00298575988257624,.000124142018282137
480,Experiment I,1,.287611224,.164142771,.062118237,.041642896,.024618386,.009127366,.008296527,.282740761,.188741074,.100663784,.043464037,.002117509,.00261916,2.83E-016,.292534654,.09607221,.036780865,.011462581,.002931867,.003004134,0,.376292881,.210211452,.103801816,.052718954,.044364252,.008259898,.006238773,.412043396,.09736564,.047251556,.031666775,.00861866,.008281977,.003330829,.022003,.071761,.055283,.031161,.019692,.004183,.003021,.437638087642357,.156468836905012,.0409798062665359,.0459721967805016,.0210674067716537,.0103325910842549,.00684498465681301,.275556712956943,.136920480118183,.074415883254674,.0358989085152352,.0131262067802884,.00301711283623661,.000102144038034742
485,Experiment I,1,.178324353,.162645129,.066787069,.042951484,.025396382,.009130032,.008133414,.312140697,.218921981,.103694628,.045761017,.002166691,.002610004,2.83E-016,.202591702,.10331381,.038570456,.010598066,.002949116,.003001306,3.53E-017,.372007284,.221954143,.101690763,.054710932,.064703506,.008319123,.006164912,.29805467,.112843649,.048067903,.032272197,.009347005,.00831651,.00332741,.007773,.088331,.055722,.031288,.019686,.004168,.002984,.429901357325182,.150694640093334,.0460803672157155,.0476731954109809,.0215616638503903,.0104214595267358,.00683547059449623,.31073807556101,.136063932657832,.0719043688980578,.0357694252870565,.0132825090787752,.00307237664017332,7.67421158395239E-005
490,Experiment I,1,.268199778,.159648781,.069548563,.043873082,.025913276,.009167985,.008226296,.35834037,.225506683,.107164798,.049139313,.002203695,.002623348,3.18E-016,.10012128,.108746797,.040220314,.009649087,.002979549,.003060069,3.53E-017,.425153301,.222212431,.096510244,.056028325,.089598094,.008394607,.006244727,.223563224,.125119373,.049560952,.032625227,.00992139,.008366421,.003282595,.063381,.127354,.057303,.03139,.019698,.00416,.002953,.387060555839479,.124698523386148,.0499422492929734,.0478640526856228,.0221744784305943,.0104889309076841,.00688794920479492,.316719491242028,.128291292743574,.0714771474970098,.0357471632767857,.0134312237997039,.00310556318011727,5.35882250634423E-005
495,Experiment I,1,.328874546,.150859806,.072579046,.044966617,.026283984,.009171373,.008082859,.379258561,.200201111,.106081024,.053652228,.002262227,.002615435,2.83E-016,.099375611,.122295024,.041594142,.008863568,.00299495,.003060937,3.53E-017,.445370129,.199067246,.091491313,.056906014,.097438772,.008454673,.006180688,.248109528,.145728161,.051882536,.033003014,.010479307,.008380662,.003275481,.23608,.153494,.060259,.031544,.01973,.004144,.002916,.297623653242211,.0993219895244577,.0543574043168096,.0477240237378458,.0227310370056828,.0105741808395549,.00687116338158465,.247478494350425,.120453756686289,.0735448956395844,.03597442309146,.013620616336842,.00316183094429275,2.69731449714546E-005
500,Experiment I,1,.201683612,.144600417,.078549824,.046578341,.026557222,.009204383,.008186128,.408905188,.189005414,.100926857,.057318324,.002307224,.002629484,2.83E-016,.176236647,.139061134,.042085075,.00844823,.003022966,.003123881,1.06E-016,.431147519,.163789873,.090184256,.056790476,.076235699,.008530797,.006257991,.328075115,.195360261,.054707226,.033426845,.010928968,.008404671,.003235638,.178558,.156458,.064223,.031744,.019786,.004136,.002889,.289689601438573,.0952079168625511,.0589137538773719,.0467353905504942,.0233505828049133,.0106506108706349,.00692389942415758,.178478993401525,.116773468994743,.0770532274050018,.0364493972581542,.0138112352832526,.00319738059262682,2.61315888541481E-006
505,Experiment I,1,.194816239,.150764803,.08561823,.048954572,.026860603,.009211939,.008059914,.431056302,.201904728,.09768699,.059637101,.002371762,.002623188,2.47E-016,.237121312,.154220482,.041434654,.008494911,.003035133,.003130591,3.53E-017,.375877105,.135861369,.091034093,.055192477,.051549708,.008593585,.006203967,.054599425,.246650211,.057745587,.033980031,.011357933,.008383651,.003225077,.27172,.149699,.068238,.032069,.019868,.004119,.002852,.0924084429300368,.113984792819203,.0643450522297337,.0463123723828157,.0240212212304236,.0107469244558829,.006900416512467,.187404372107452,.113074490795509,.0793178148190234,.037161765984416,.014048735616974,.00325508035901015,2.52741984682707E-005
510,Experiment I,1,.292484822,.166426563,.093930404,.05203368,.027142913,.009243956,.008166126,.423768328,.22301539,.098235135,.05886922,.002421497,.002638403,2.83E-016,.305097582,.174669118,.040039051,.008891402,.003056753,.003197994,7.07E-017,.217312658,.129538183,.090959575,.053175732,.037086283,.008671593,.006278003,.034122536,.240338697,.061136106,.034578273,.011726511,.008374716,.003190077,.319025,.148282,.072224,.032647,.019982,.004109,.002829,.0593600760567924,.143766468465105,.071918283600847,.0458547267453235,.0248310080766949,.0108522851946323,.00695299929141373,.253119300191683,.111697678579744,.0804932048296998,.0380842000225956,.0143031519763191,.00329344468679456,5.08887217929628E-005
515,Experiment I,1,.375865672,.178536443,.101324297,.055938916,.027478173,.009254093,.008048673,.43654467,.231125388,.10174076,.055864453,.002488233,.002634404,3.18E-016,.332034619,.193648699,.038453904,.009580485,.003059177,.003208469,0,.099479125,.146234988,.088682436,.051374034,.028900664,.00873714,.006232768,.042778058,.203331396,.065140587,.035172125,.012127442,.008329918,.003176315,.252342,.150629,.07498,.033505,.020131,.004089,.002792,.369414464562317,.183287415353697,.081616763647762,.0451169395003186,.0257715774127533,.0109873456563697,.00692542752322654,.338777569060977,.113392258067559,.082148923292444,.0391750530925336,.014600915615104,.00335294514532016,8.01053422399482E-005
520,Experiment I,1,.337728092,.173700724,.104396815,.0597132,.027805039,.009275513,.008138466,.016842102,.207077638,.104746523,.05070637,.002537647,.002651802,2.83E-016,.336429454,.210101527,.038305691,.010458101,.003068648,.003278112,7.07E-017,.183536498,.18761385,.08467894,.050047534,.02471585,.008814045,.006298842,.092751221,.183731824,.068127843,.03536542,.012548087,.008302315,.003146015,.131374,.152884,.077141,.034397,.020318,.004082,.002774,.397288216419963,.227268318405698,.0901319727559296,.0439472459159955,.0268800787361281,.0111491171669819,.00697800543822146,.0554730317090409,.122807866338506,.0849674977061946,.0402760087042255,.0148499814213539,.00339455133455383,.000107019868448289
525,Experiment I,1,.210300797,.158110055,.105625963,.063147657,.028156481,.009269196,.008007993,.441565775,.173880489,.103693653,.044545489,.002597049,.002652383,3.53E-017,.384991191,.257566627,.040955781,.011489111,.003060009,.00329213,7.07E-017,.317815519,.222212928,.080110979,.049114206,.022008056,.008876259,.006254703,.200829723,.174644846,.069252812,.03537225,.013025422,.008238052,.003129291,.185482,.163989,.080621,.035263,.02053,.004067,.002736,.425206614276659,.227792348436602,.0952038979626429,.0428186503126206,.0282035133733047,.0113155828157801,.0069482884683122,.0658169668390642,.139371706283981,.0875701532549427,.0409672946082897,.015038036010116,.00345619676220586,.000137619259108036
530,Experiment I,1,.126837353,.169946888,.107045911,.066375018,.02843927,.009267355,.00806616,.007523357,.168650774,.100915752,.039032868,.002624864,.002676894,1.41E-016,.409310966,.323432732,.044592574,.012629164,.003060609,.003364856,3.53E-017,.318363685,.209130236,.076853316,.048546094,.020482463,.008943387,.006304953,.162987047,.169067007,.06939803,.035800924,.013488121,.008190601,.003103537,.381723,.187943,.086156,.036188,.020695,.004063,.002722,.444775567536701,.189148956355838,.097991387577609,.0420785956582966,.0296572590286801,.0114556793608957,.00700072183205914,.348976306080455,.153714811206145,.0873878576023537,.0410221828187975,.0151635998539559,.00350147461937242,.000165874770741206
535,Experiment I,1,.279429247,.218961339,.110736287,.068822387,.028532849,.009247522,.0079256,.437923666,.222330161,.097787113,.034522606,.002642939,.002687957,0,.013620617,.31658171,.047333216,.013891296,.003043372,.003382399,3.53E-017,.263906305,.191326891,.074686876,.048604068,.019432262,.008986554,.006258725,.2836649,.160566225,.069935079,.036955214,.013965396,.008111798,.003084085,.438254,.216433,.095197,.037239,.02071,.00405,.002684,.399260931240004,.158372570135582,.0980981023894055,.0417883021240879,.0312133349447232,.0115577008816021,.00697054344776484,.357465492794626,.170665488893331,.0862647777182882,.0405853153221579,.0152633821030508,.003565604308423,.000197905307693795
540,Experiment I,1,.404975655,.260810988,.117211665,.069386076,.028379593,.009238628,.007965167,.406720273,.260770405,.092530315,.031121822,.002625502,.00272169,7.07E-017,.049102765,.299205869,.046650532,.015295166,.003034154,.003456136,1.06E-016,.270268137,.209467566,.074331418,.049903278,.01907658,.009017397,.006293231,.317476446,.145771414,.072082407,.039039428,.014394989,.008052452,.003062713,.037983,.237903,.103771,.038286,.0206,.004049,.002673,.253822147989323,.14924856342576,.0983706978766357,.0418467418229562,.0325437070294492,.0116361349625393,.00702265337435118,.355586711130914,.187491915270055,.0865103941321648,.0398837034833259,.0153345008155977,.00361500367903014,.000227536482805897
545,Experiment I,1,.391166096,.258280381,.120855756,.068966796,.028198347,.009223455,.00783184,.382807666,.204920372,.084962336,.028412794,.002614072,.002741447,0,.033699716,.312495297,.040282683,.016858941,.003006219,.003474963,7.07E-017,.329673213,.215294422,.077582522,.052550826,.019122242,.009022008,.006245861,.225863079,.137936501,.074982395,.042225581,.014717615,.007965539,.003040757,.007903,.24036,.108817,.038656,.020444,.004038,.002636,.163966217640982,.192310190497751,.0978091614688042,.0414348667549345,.033563908971257,.0116861123480496,.00699350602510314,.266091899833921,.184677914352563,.0881613182908598,.0389186739435764,.0153932436285317,.00368196546200407,.000261039407000068
550,Experiment I,1,.432458398,.241524096,.12081032,.069034938,.028179353,.009213145,.007865549,.423358019,.169967121,.07607674,.026451437,.002584941,.002782098,0,.057466714,.251779906,.032541312,.018348916,.002984676,.003548397,7.07E-017,.308323051,.184788801,.082594097,.056329511,.019578844,.009025217,.00626684,.124966123,.152302217,.07811335,.046770948,.01497526,.007897506,.003023601,.028358,.222065,.112836,.038385,.020273,.004039,.002628,.197517735800886,.241686738531717,.0973354730183713,.0409405527475933,.0342430417601588,.0117262031160859,.00704511145679588,.183976033049047,.169235808944685,.0928701789089204,.0376654501143485,.0154379188492926,.00373597015795165,.000292072441268538
