msec,Experiment,Exper,µVpostEEMD1T5squa,µVpostEEMD2T5squa,µVpostEEMD3T5squa,µVpostEEMD4T5squa,µVpostEEMD5T5squa,µVpostEEMD6T5squa,µVpostEEMD7T5squa,µVpostEEMD1combinexpT5SquareMask,µVpostEEMD2combinexpT5SquareMask,µVpostEEMD3combinexpT5SquareMask,µVpostEEMD4combinexpT5SquareMask,µVpostEEMD5combinexpT5SquareMask,µVpostEEMD6combinexpT5SquareMask,µVpostEEMD7combinexpT5SquareMask,µVpostEEMD1combinexpT5SquarePseudo,µVpostEEMD2combinexpT5SquarePseudo,µVpostEEMD3combinexpT5SquarePseudo,µVpostEEMD4combinexpT5SquarePseudo,µVpostEEMD5combinexpT5SquarePseudo,µVpostEEMD6combinexpT5SquarePseudo,µVpostEEMD7combinexpT5SquarePseudo,µVpostEEMD1T5diamo,µVpostEEMD2T5diamo,µVpostEEMD3T5diamo,µVpostEEMD4T5diamo,µVpostEEMD5T5diamo,µVpostEEMD6T5diamo,µVpostEEMD7T5diamo,µVpostEEMD1combinexpT5DiamondMask,µVpostEEMD2combinexpT5DiamondMask,µVpostEEMD3combinexpT5DiamondMask,µVpostEEMD4combinexpT5DiamondMask,µVpostEEMD5combinexpT5DiamondMask,µVpostEEMD6combinexpT5DiamondMask,µVpostEEMD7combinexpT5DiamondMask,µVpostEEMD1combinexpT5DiamondPseudo,µVpostEEMD2combinexpT5DiamondPseudo,µVpostEEMD3combinexpT5DiamondPseudo,µVpostEEMD4combinexpT5DiamondPseudo,µVpostEEMD5combinexpT5DiamondPseudo,µVpostEEMD6combinexpT5DiamondPseudo,µVpostEEMD7combinexpT5DiamondPseudo,µVpostEEMD1T5Mask,µVpostEEMD2T5Mask,µVpostEEMD3T5Mask,µVpostEEMD4T5Mask,µVpostEEMD5T5Mask,µVpostEEMD6T5Mask,µVpostEEMD7T5Mask,µVpostEEMD1T5Pseudomask,µVpostEEMD2T5Pseudomask,µVpostEEMD3T5Pseudomask,µVpostEEMD4T5Pseudomask,µVpostEEMD5T5Pseudomask,µVpostEEMD6T5Pseudomask,µVpostEEMD7T5Pseudomask
70,Experiment II,2,27.51122907,20.41913896,8.578029299,11.50996766,29.2527281,55.52686697,25.30186985,19.35673588,19.97148788,24.33170675,74.48447702,52.29409431,289.0193393,277.5676803,152.0523639,67.03582449,38.15742869,16.48045567,3.259920294,26.78048361,38.47163393,46.02308578,28.07300261,49.53596342,88.15193795,500.9271898,462.3959572,46.59620387,60.62386032,24.40611048,37.4007631,34.52973413,23.61731722,256.7757199,263.6425255,28.14392423,17.05732911,20.73285492,21.90051399,123.6396552,531.8832728,548.1866987,59.4957065472,32.3204619100875,8.61615406552985,21.9148658825884,168.71625663874,81.6602662055254,205.500325723151,65.9215361734329,39.7251079531433,25.8541474854367,103.871933165361,30.0131283540118,44.5736586710447,68.8921225258312
75,Experiment II,2,38.475707,21.6776304,15.80904499,12.87756711,30.60237238,59.57665343,25.30186985,19.44478963,28.65862802,23.75463164,72.04294201,46.58810461,259.2836336,262.6517088,99.22740447,64.15932987,46.43356147,18.78647108,4.992544843,26.58671872,30.74982186,33.58262575,29.05756528,43.45666157,80.69337092,502.2913119,486.306791,46.59620387,150.4275355,38.45099826,34.07543176,35.18464008,21.61443121,261.2118095,268.2695169,76.19427296,16.063181,23.87381899,15.03735557,134.3277266,537.7129539,545.6052345,78.200368928716,36.961856818606,8.48205033516069,21.8407011147495,160.283237676005,78.1445421300183,183.302158790756,60.4015713239461,20.9294811910887,30.7860544479494,105.720445852992,32.0989976656269,43.2806048668023,77.3526233098531
80,Experiment II,2,29.10466246,24.51295101,23.42296284,14.11724323,31.41455781,58.65409146,25.30186985,44.26586429,33.72605962,22.19688008,71.75865795,48.60016785,267.8836898,260.6867534,139.7381815,63.31998312,51.99104291,20.89301362,4.616252519,26.82952217,32.45568766,43.62115082,33.03250086,26.00082752,76.97635981,515.8381016,479.6482363,46.59620387,57.04470623,41.86873409,31.25046196,36.16746155,24.60049031,264.3054983,265.2454819,33.80872139,11.95073641,25.52084455,12.86527737,132.4402719,533.5911031,543.0380474,90.9376771792443,49.068665580877,9.31675483280579,26.0398711594059,155.671079038987,77.5363560115077,191.430510557094,25.3596328581506,27.2683325600639,34.0790703709653,106.579518397743,32.938990320542,42.0267778738106,75.7226050534892
85,Experiment II,2,63.67608636,23.29201162,30.93853714,15.60770555,32.87665409,62.35354973,25.30186985,68.6690153,34.70489784,20.51231642,70.50507761,43.96136206,245.8846399,248.2304291,91.61100967,71.33194346,56.13805101,23.33696152,6.258739347,26.7941108,25.83596202,40.91289583,32.72776821,30.14704847,67.03742566,517.7789967,499.7767171,46.59620387,119.2071136,39.15695884,30.37203035,37.27307652,23.16315454,268.1277786,268.7345784,61.49239166,14.64813526,28.21974129,7.827143374,141.6740191,542.5860139,540.2597375,162.444591841223,55.9612657730812,10.2783103300992,25.3540415033891,148.370195043211,74.4816689324127,173.367501860125,26.9996664182024,38.0052479008164,34.9629107570648,107.621411902331,35.7061271825877,42.0299545144221,82.7683767764585
90,Experiment II,2,31.42002167,28.29266141,38.14795543,17.04874181,33.59396465,61.52824664,25.30186985,84.56424653,33.53174737,18.39623713,69.4297527,45.72935641,251.3708885,246.1953041,127.3467105,74.34309879,57.32151947,25.51435014,5.911656035,27.17457046,27.62388546,43.23037532,26.37680172,40.41908862,60.35609437,530.0371928,494.0091462,46.59620387,75.80027797,39.64228875,30.60224248,38.43459017,26.14034689,270.7940426,265.8486747,92.5107731,20.44836277,29.1116195,8.641453718,139.9419758,537.7634434,538.0656388,73.1250763594424,57.7348512850795,11.303303761483,28.8833864065943,144.053216402344,73.9478237331819,179.851433744673,27.1214577378821,38.1172164031427,33.0146481906777,107.646821948842,37.0983954529241,41.1218412801265,81.4403767639045
95,Experiment II,2,108.0505341,32.58967406,45.17263661,18.6940449,35.05260187,64.90338531,25.30186985,98.47805342,34.77095169,16.62922297,69.1120301,41.65526122,235.2963852,235.6759448,87.9743159,62.53337443,58.54181424,28.02202747,7.409162361,27.25413747,21.88056993,34.58431241,23.59602214,60.4960153,48.60784002,532.4130931,511.1559023,46.59620387,20.23667889,43.21397427,32.64289306,39.27333588,25.03584605,274.0886786,268.4287566,71.30316307,22.68089449,31.41816835,7.574245086,148.17661,549.0543243,535.1668527,83.1053621484035,62.511092753074,12.8834866287742,27.0387174039455,137.688051708987,71.241111938336,165.093088109516,29.6235174131244,4.89153017325441,28.1282476687354,107.942332704594,40.19925976719,42.1732920094161,87.364026655644
100,Experiment II,2,53.25100349,42.59967509,51.5619773,20.3780553,35.68207833,64.18368548,25.30186985,74.50806085,39.5283973,15.42454328,67.18520191,43.11241767,238.2409322,233.5787905,115.8275416,47.05497642,58.35461441,30.18799365,7.102152329,27.72479619,23.77871187,43.31097815,26.42037932,66.33708411,40.56404131,543.6289273,506.1520489,46.59620387,59.01623364,48.37912693,33.86211974,39.61749004,27.91756584,276.3824446,265.646713,106.0920394,20.16186149,35.03654392,10.83677672,146.71904,543.87759,533.3002401,89.0797076187444,57.1292086029617,13.9480748660568,29.7821192601128,133.608427997625,70.7457013071186,170.111354687724,30.6382340620323,44.8269467337841,24.3942950873241,107.061322276267,41.9945622513865,41.6276201354285,86.2830343019719
105,Experiment II,2,27.29941905,57.14470839,57.51776694,22.19739721,37.08849386,67.26842076,25.30186985,73.67577362,46.44216099,14.75716381,67.49483246,39.30870665,226.8020408,224.6235665,77.82157093,47.27399329,57.14049539,32.61729767,8.451048442,27.88755515,18.76622698,40.62533497,28.18692242,69.33719525,30.16129096,546.3628001,520.8882991,46.59620387,108.4616164,50.13136374,33.82314275,39.75746999,26.9672922,279.2251759,267.4964003,166.6200474,19.87367527,37.91615102,10.73458943,154.2792379,556.8908,530.3334311,42.7964436207316,53.8707529804873,15.6202513636673,26.9781166861224,128.037670424027,68.3110498148221,158.051743175073,29.9557120150748,64.2252455785772,24.3226924769698,106.267085010619,45.2324263481894,43.4634406872173,91.2961985892104
110,Experiment II,2,63.4558724,72.79304864,61.98685138,24.07339179,37.64344792,66.6544197,25.30186985,88.09373917,54.17042869,14.82596236,65.07778455,40.45482849,227.6626419,222.4719434,104.1688997,51.95893749,57.5953205,34.61790462,8.183875927,28.4153578,20.7906284,55.43716616,32.9538413,57.73028445,25.93430117,556.7109909,516.5441043,46.59620387,131.1578627,40.87341646,33.56463862,39.81456064,29.54414356,281.1946278,264.799381,149.1627966,26.17940572,42.16428387,13.38846289,153.157048,551.5722763,528.7564044,62.0455248488746,57.6443530786178,16.4674633375155,29.0731509825424,124.155253978107,67.8336970495502,161.755592375484,27.9360248139117,60.1324376821518,26.6021034294565,104.209420184961,47.331108761408,43.2661816310208,90.4220049699026
115,Experiment II,2,103.8264513,88.13217027,65.03511358,26.01122039,38.98079972,69.48182309,25.30186985,75.50288994,61.83072755,14.82388433,66.09127605,36.75933535,219.9095303,214.8053682,80.1236997,39.60287756,60.63882192,36.85697111,9.393221804,28.63827221,16.41935095,47.89361004,43.05910501,47.03512717,22.37345924,559.7247515,529.2912338,46.59620387,174.0443861,32.82551315,31.56394804,39.83835258,28.58919864,283.6441848,266.0562746,108.466503,34.50010905,45.18954621,12.70843794,160.2314913,565.9076307,525.758896,67.1201766798372,56.8257711869984,17.7041353348045,25.7712045652273,119.273154900008,65.6242360273295,151.936558014998,39.317410331297,49.9649513576172,29.8470792325065,102.378803431726,50.6070120480067,45.6416267803125,94.6823791146298
120,Experiment II,2,86.59267339,95.41715322,66.07302597,28.03559569,39.47578787,68.96970556,25.30186985,45.84124372,65.02721867,15.02587552,63.7023999,37.62036964,219.0577121,212.6064058,116.8600352,20.03018747,66.88465813,38.6663219,9.17099533,29.20051284,18.56707994,77.77311106,53.47446386,27.76405802,25.82092809,569.3203384,525.5205495,46.59620387,33.2804567,33.4678062,29.79876049,39.81000569,30.75804812,285.3254532,263.4310432,82.48910007,38.67740133,49.02618243,14.56150365,159.427899,560.5908352,524.4394762,50.4342534689119,62.4352049755654,18.1658621537525,27.2829913904523,115.559002489403,65.1559643752454,154.46196557891,48.539996408718,60.6030623869474,32.9272372023293,99.6472616926535,52.9470943709156,45.758698787023,93.9841701523071
125,Experiment II,2,46.91952502,101.606055,65.75765716,30.06726908,40.74232079,71.5693251,25.30186985,17.49759549,62.16973138,14.90194369,65.29833106,33.94670964,214.2708189,206.0189317,99.5920361,20.85426258,74.59455969,40.70346271,10.25437059,29.46702046,14.7836755,36.07086133,62.91401435,17.72406667,28.00629172,572.544477,536.5982205,46.59620387,225.316766,37.82343985,27.95668748,39.70033782,29.81724124,287.4270223,264.2039834,144.7928024,37.89857651,52.9204294,13.23731655,166.1218255,575.9616379,521.4386406,82.6034146675517,67.2693816993522,18.7552835338054,23.943012988302,111.283238258996,63.1395618268109,146.524815583879,104.39248330094,78.0414048604501,35.1508143556896,97.2225726102489,56.2173824175464,48.4744333552618,97.6123675411394
130,Experiment II,2,64.93430331,99.87127099,63.67230976,32.20501247,41.19098276,71.15351229,25.30186985,51.11008286,57.16554421,14.63033942,63.21735607,34.55721648,212.0120569,203.7794306,110.4164693,25.91098321,82.81957098,42.31818951,10.08284633,30.04830159,17.02771897,43.94955688,72.94419015,20.28476078,33.62362856,581.4610447,533.3288965,46.59620387,176.8548817,46.16825671,26.80550323,39.34816299,31.54294313,288.8480904,261.6427556,139.9695039,33.52737717,56.97089877,14.3339435,165.6384906,570.7462222,520.3494807,50.9845628428533,69.1787290711027,19.0869896011765,24.9119661154048,107.717902127996,62.6736904549308,147.991172595821,79.2627839930522,90.3053177937966,36.7995627931299,94.0223164768547,58.7617438248466,48.8643662031532,97.0656466260912
135,Experiment II,2,123.9030649,94.50312941,60.59664745,34.29189898,42.38999526,73.55088467,25.30186985,126.1521971,54.88408228,14.83573736,64.90363348,30.86425996,209.6337238,198.1077358,88.07521522,18.73109642,88.75487094,44.13692267,11.05350596,30.34656031,13.79383185,61.21441426,81.57529631,37.05008146,36.41476832,584.82376,542.9854392,46.59620387,158.876479,53.09914382,28.8958088,38.71642939,30.65535299,290.6372716,262.0211617,114.1326633,29.18200241,61.19459385,12.4430483,172.076304,586.9362738,517.3659275,46.5080774410206,71.1534535299811,19.5500619623067,22.0279182946456,103.984700315521,60.8273127353418,141.645189643192,66.5521585910396,93.1110267213803,37.235377497216,91.0290904120927,62.0131835436044,51.7730941763873,100.156034009706
140,Experiment II,2,89.9917166,90.505231,56.89481313,36.45976097,42.80080726,73.22512493,25.30186985,154.4264395,59.66525905,15.70229813,63.09380803,31.26110175,206.2218648,195.8342403,58.58785853,13.3099783,94.60842573,45.54730448,10.93814598,30.93658728,16.08568468,112.2012409,87.7855058,46.98843556,41.26646151,593.0818747,540.1564168,46.59620387,116.7945365,49.91502462,33.60458692,37.77438781,31.90873928,291.820195,259.5211228,142.9194837,32.31265151,64.2281709,12.78542852,171.9595981,581.8908367,516.4833627,78.1433819871218,63.3966113508026,20.1169493841271,22.514341248634,100.556664914137,60.3601511259876,142.158718954822,83.5666854819451,96.9958526938908,37.0614336152901,87.3686429611479,64.7408795802281,52.3956611148409,99.7407531054894
145,Experiment II,2,97.6484271,94.57187954,53.13362232,38.44849948,43.9355411,75.44204877,25.30186985,124.8459122,66.57504632,17.60586019,64.34143883,27.53637835,205.8115722,190.9483522,37.62556204,22.75177583,99.08920536,47.13699806,11.80840893,31.25816845,13.35739441,145.750306,95.57182261,56.98759521,42.55004232,596.4289283,548.5887505,46.59620387,114.732208,45.71438961,40.83653032,36.39487439,31.10206339,293.3254411,259.5809129,123.3302237,37.49400456,68.2047505,10.39019245,178.2940274,598.7296957,513.532974,55.5997389496108,57.9045709525181,20.805623861239,20.5341933962961,97.312777778027,58.6685577488711,137.164172713542,100.853838839323,79.5640236167251,35.7547428170179,83.7299223710131,67.9768918445668,55.3955019145445,102.368632790318
150,Experiment II,2,164.2321082,105.0326416,49.55865924,40.37436398,44.31538931,75.1999767,25.30186985,132.4522748,66.36799789,19.60991407,62.7279504,27.75800313,201.4594335,188.6472011,40.66698419,34.22576393,101.4356147,48.34167322,11.75414561,31.85018824,15.63966394,134.039444,103.1822902,58.27334813,45.13070495,603.8882732,546.1478818,46.59620387,104.3717828,48.67308407,49.48157045,34.47080562,31.85794071,294.2874334,257.1435212,110.7613487,37.97016061,71.10881691,9.940938872,178.6544062,593.903931,512.836311,33.2934771196111,54.3808430378249,22.1979899193118,20.5602209450904,94.0210795791783,58.1993281722079,136.82078761271,120.457087891329,55.8994954700898,33.8252065207107,79.4906119283125,70.8749203467107,56.2156864942583,102.067996578521
155,Experiment II,2,164.9782794,113.4925267,46.57307005,41.99603828,45.39136323,77.2550063,25.30186985,147.1900044,58.29585416,21.47549412,63.06599019,24.01112046,202.6634599,184.4417994,40.73335673,33.94909921,103.838225,49.7001223,12.53548717,32.18912537,13.35659178,123.2733332,109.8374986,60.48555793,44.00787222,606.9852822,553.5149931,46.59620387,119.9811705,51.84866576,56.49885587,32.49372927,31.15740165,295.5300101,256.9500722,115.5027144,34.61216077,74.41722188,7.04851529,185.1079333,611.2511723,509.9315806,73.801907654963,49.6238595400668,23.7498477273958,19.747867292826,91.2372020164593,56.6535632564091,132.97718589256,75.4429574804349,47.2327549248486,32.2390146585867,75.0853545572486,74.1025343027262,59.2392554126229,104.294504863438
160,Experiment II,2,128.1113808,118.5383921,44.85251873,43.55010219,45.74685268,77.09042534,25.30186985,165.3426787,52.527122,23.42584898,61.79467425,24.10038122,197.5507737,182.1191621,96.6216061,34.61684638,106.3993349,50.70135908,12.54660149,32.77883775,15.57900346,81.86252106,120.2980416,54.75483223,44.17316034,613.5174658,551.4173843,46.59620387,119.364675,48.47580551,61.67643009,30.72821381,31.45363365,296.2818263,254.5790119,86.53501499,33.95252699,76.67095761,5.815390107,186.175721,606.6761331,509.4025575,80.850739963354,50.1693279500294,25.888183289786,19.3322166762504,88.1030251580259,56.1841611431633,131.864282853195,64.567228585664,55.1927576721805,31.7780925673772,70.4825150263065,77.1548995234336,60.2282030191116,104.094172004528
165,Experiment II,2,120.2082175,113.7152932,44.8506826,44.8229594,46.77070617,78.99938288,25.30186985,126.5489201,54.20985203,25.34192784,61.53250644,20.35492869,200.0809931,178.5075357,142.6712901,49.51984404,108.5015076,51.83043235,13.24988081,33.13094265,13.66735888,58.94818761,124.3121499,50.42046643,40.92414036,616.1966911,557.8496974,46.59620387,119.849793,43.80469946,64.83974371,29.19177635,30.94617368,297.2771461,254.189573,49.19100321,38.68292974,79.09399649,2.631413679,193.0798542,624.4121414,506.5534952,173.37830260646,50.8651556689585,27.3661175289063,19.7224858524562,85.7583288651586,54.7804211396724,129.002095275365,57.2180378005043,61.6263842304971,33.1023813093246,65.9117505436777,80.3734873879788,63.2324538962814,105.969706714734
170,Experiment II,2,138.5089048,105.1270632,46.84169412,46.04024777,47.10809881,78.90640086,25.30186985,152.1769609,55.54472651,27.37530948,60.87766622,20.35140249,194.3604236,176.1694374,143.2135685,65.438256,108.3231045,52.63770928,13.32991871,33.71574625,15.79640835,43.53341685,106.2229931,39.25155576,39.06457939,621.7165972,556.0564338,46.59620387,74.99873581,42.62298738,67.15479182,27.93992712,30.86662623,297.8290697,251.8921828,30.22320792,43.41719579,81.94629096,2.68763419,195.0944695,620.1191592,506.175866,119.301071391159,46.035274763916,28.5442359788918,18.9564187464536,82.7952775452918,54.3152570707957,127.199835325431,57.6186577357146,58.2566263464674,36.0641276894036,61.5389424586701,83.5597568287602,64.3670018366542,105.857236904795
175,Experiment II,2,171.9671576,100.106436,50.12644449,46.99067904,48.08697814,80.68283686,25.30186985,145.8647383,52.45546,29.02317757,60.1196768,16.64212724,197.9790198,173.0791818,178.9035462,70.82652706,107.9238972,53.56694421,13.96559298,34.07811975,14.17982628,30.91778065,72.66032428,29.87116264,34.52869516,623.8565094,561.6624798,46.59620387,32.77462648,44.00488367,70.32621417,26.99298139,30.6093793,298.5981732,251.3597365,15.08962203,45.27976974,83.62142692,3.988178494,202.6344833,638.1549673,503.390622,122.853897579195,42.7482507479196,29.2541761522795,20.2867460025112,80.8591475537289,53.0540591471815,125.174488162713,69.2023655267486,33.4900344703131,40.7131859093397,57.2093511250637,86.7710016449468,67.325409313559,107.423911007425
180,Experiment II,2,134.9872152,102.9401925,54.9420087,47.86885341,48.41227731,80.65592203,25.30186985,116.5630525,49.69338858,30.76575529,59.951705,16.58901316,191.7806548,170.7315206,186.4250241,70.43673762,107.2717711,54.27216357,14.11730584,34.65659016,16.19925926,66.37860534,63.51153611,17.67692025,31.55962957,628.3265617,560.1396308,46.59620387,57.64827997,49.82338616,75.48948855,26.52462671,30.232141,298.9743921,249.1473178,15.33374253,47.77592093,85.41510594,7.037873332,205.6585109,634.1757494,503.149832,94.1713562627501,44.6435247233206,29.6027078962123,19.2099454721555,78.078632898426,52.5999855975287,122.756803855811,72.4020164027615,6.58033263629674,45.9197090522363,53.3246978648494,90.0749946472111,68.5871251531415,107.388370423693
185,Experiment II,2,153.3045485,110.5895219,60.02389739,48.48325457,49.35356117,82.31150601,25.30186985,75.94467801,48.36861955,32.34406598,58.64227438,12.98131887,196.2885909,168.101409,75.57724468,70.92569865,105.7401432,55.19846687,14.69559463,35.02727036,14.8085484,119.4340812,85.67494548,14.4112884,26.43899354,629.8593685,565.0108862,46.59620387,92.85056472,55.67904837,82.18979446,26.38687749,30.26854385,299.5506385,248.5219485,29.6720514,50.07551157,86.17320676,9.593166944,213.8734188,652.4271479,500.4351367,66.4498456748189,45.6299198477165,29.4543390408967,20.7996755912543,76.5227002165104,51.4855244102016,121.444191551331,87.931929480478,30.9938961651653,51.3196262567287,49.4364477743905,93.2816674227099,71.4841220155813,108.681804437789
190,Experiment II,2,290.7070685,108.9165982,63.22323328,49.01656342,49.67264329,82.34549983,25.30186985,150.3938245,49.01713118,33.58467071,58.60448354,12.93940898,189.7244538,165.7499661,215.4439834,69.7505304,103.769865,56.05059909,14.92093945,35.59879517,16.71469228,182.3676032,98.70888195,18.33297753,22.7096737,633.3226948,563.7287081,46.59620387,39.94426155,55.46975948,89.43890224,26.55448662,29.68419748,299.779507,246.4095003,69.55849402,52.79238329,87.80995012,12.91923564,217.8571684,648.7713066,500.3180678,56.8288901816602,42.6867803536638,29.6769746371272,19.3713380495029,73.940048261962,51.0518123366298,118.479645579308,77.7777940104259,34.8925114055902,56.1471008060728,46.2119276515068,96.6863262133293,72.8582214186871,108.713476819201
195,Experiment II,2,217.6543945,95.55467596,64.54483658,49.3720048,50.58386376,83.89034155,25.30186985,267.6420608,51.26995907,35.20341879,56.67713761,9.58969354,194.9572774,163.527632,296.3001331,73.03511043,100.2093762,57.1892199,15.45217161,35.97649715,15.49264512,325.7426917,95.73026384,29.67771273,17.20098066,634.3222029,567.9431389,46.59620387,39.09707049,52.81688265,98.91884703,26.9001884,30.02998014,300.1935209,245.7393871,114.0096115,60.24910473,89.12333583,15.37833018,226.681738,667.1454405,497.6795458,25.5864738621068,42.4851672721611,31.3531671970492,20.5800940687158,72.7370785768721,50.0914013148431,117.772686485013,104.991280215123,16.9584577708469,59.5708712291613,43.1091888636734,99.8872951278542,75.6852006570177,109.764132094971
200,Experiment II,2,203.3143831,84.60440837,63.95867645,49.68332915,50.9026475,83.98044624,25.30186985,178.0140916,52.70510505,37.41936586,56.56688589,9.657432908,188.1313179,161.1780771,185.3436808,78.29317552,97.08885118,58.35701607,15.75291115,36.5410019,17.28910377,328.4782601,89.14486813,38.02628893,12.89306194,636.9352115,566.8753575,46.59620387,25.43582933,51.39231203,111.0389198,27.22932972,29.30857283,300.3003082,243.7454209,84.9799673,69.25365642,90.93519758,18.79437797,231.4682248,663.7982311,497.6743131,11.9079305778767,46.9242039642013,33.2466793438743,18.9622238522446,70.3696918192161,49.689717554967,114.325254089082,89.2335751021357,3.83848094937355,63.3051704065285,40.8151115155087,103.367963413379,77.1589070192116,109.854302400222
205,Experiment II,2,182.3021025,92.14270072,60.51349982,49.8469724,51.79155067,85.4233513,25.30186985,174.7417811,55.213649,40.56925327,54.23130035,6.997057892,193.9533112,159.3182694,207.9508009,78.00317756,94.40381567,59.85983826,16.24831622,36.92486297,16.19113186,80.67316654,84.10184808,47.91596456,7.254931476,637.499993,570.4993877,46.59620387,44.08060533,52.17999299,124.3922724,27.21754824,29.89963867,300.5797923,243.0775438,94.726574,76.55697879,92.31882076,20.93784167,240.7109154,682.192672,495.1167123,71.4202009050841,50.5208139950544,35.1058919321425,19.2885931398753,69.4907307076887,48.893221141858,114.131189012865,52.8868688025439,23.6994266002857,68.1090362252551,38.6898693187811,106.546946654835,79.9096428374534,110.688489060041
210,Experiment II,2,124.2768972,105.1598232,55.08369677,49.92290859,52.11622309,85.56509265,25.30186985,258.9715249,59.97606587,44.37209143,53.92823133,7.34024378,186.95492,156.9761626,341.0648419,80.54357494,93.03750195,61.488513,16.62633309,37.48250145,17.88486257,284.2118424,79.12397735,53.40165725,4.462259311,639.3868301,569.6197464,46.59620387,35.55422852,53.91467306,134.3804887,26.847527,29.14184718,300.5879363,241.2238985,179.9805241,83.41763409,93.00342674,24.11957718,246.0783823,679.1435094,495.2125007,64.0138493637655,52.8725816680231,37.1484209347119,17.5827765491934,67.3541926450394,48.5375473197053,110.26100858643,65.7318088810866,43.0861568394739,73.7137188158256,37.3489841233787,110.057621285191,81.4688239946819,110.829278304209
215,Experiment II,2,118.5931253,99.15286114,50.89336887,49.84737217,52.99091629,86.91368127,25.30186985,152.7313357,64.67174897,48.7643198,51.35789946,6.332888673,193.2502444,155.4394132,374.3855797,91.46796461,91.93673012,63.50483051,17.0977732,37.87198003,16.87748272,327.7055748,75.97170235,60.16971799,5.805965282,639.5843946,572.7062378,46.59620387,64.4676926,52.34144595,137.4528859,26.3099373,29.99614251,300.7587149,240.6044868,320.6944863,84.88893328,93.75579102,25.62451544,255.5920581,697.4885639,492.7398608,114.405634014973,57.9695123873559,38.4939849718776,16.8987457357252,66.7615572921459,47.9167224746073,110.499245062919,189.927424841629,52.0560859424632,78.8154956341557,36.2234922390778,113.168363624744,84.137044111229,111.469928403299
220,Experiment II,2,24.18500585,86.85996725,49.50884253,49.71260712,53.32807208,87.10252177,25.30186985,128.1541457,69.68137879,53.14249013,50.69201016,7.029118292,186.1612728,153.1102034,342.3710054,98.05347552,91.10170809,65.75403514,17.55480494,38.4234337,18.47644304,279.2572238,71.47865987,60.80172337,10.98578725,640.8452948,571.9889249,46.59620387,75.96748579,49.17527628,135.8520232,25.55174893,29.42757674,300.6905199,238.9160931,309.5370262,80.31143112,94.09736608,28.29861728,261.4122617,694.7429741,492.926793,136.353121791988,63.093691982946,38.8890728120383,15.5293013537229,64.853754124819,47.6231491762311,106.263367493723,140.065632702701,54.8653554871451,83.8754457560543,35.6849949704333,116.615403078571,85.7676473378572,111.654165422684
225,Experiment II,2,36.30453703,88.74082277,50.79340035,49.5481659,54.19780958,88.36282674,25.30186985,166.4267935,75.02569512,56.94609876,47.98893338,8.048692933,192.8371005,151.8617966,263.9505904,91.79110473,89.77499357,68.4634097,18.01444066,38.8186397,17.53511473,406.0133976,65.92330334,60.19440726,15.85244619,640.7373224,574.5848688,46.59620387,115.342965,53.3648995,127.7957527,24.58782331,30.55636621,300.7771468,238.390826,237.3634317,79.14936288,94.47399738,29.32414897,271.1034359,712.9702145,490.5425706,67.5454385927752,63.2706453904443,38.7224327759876,14.0373484312121,64.4861547310084,47.1908347516829,106.863737344443,69.1349384581804,48.9919251418323,88.6586153795561,35.3330003729627,119.52493592277,88.3491026156701,112.121433861555
230,Experiment II,2,62.78280739,100.249418,54.47896928,49.38956809,54.55816195,88.59403081,25.30186985,122.5335363,79.7308296,60.34701499,46.81779511,8.867114556,185.734873,149.5508177,181.3884364,87.40399854,88.16270898,71.54305755,18.55224358,39.36506563,19.04704261,374.9479425,64.80546774,52.9603367,21.30042469,641.4663994,574.0076303,46.59620387,145.4130584,57.60571452,111.9561701,23.41987939,30.34027342,300.6542171,236.8953742,242.9275215,87.60451097,93.38798501,31.55979942,277.270465,710.5213204,490.8115996,56.2541127903993,61.9023109306338,39.1596834947647,13.2395667948131,62.8119181319195,46.9771665006083,102.316898604205,225.871293902257,43.584281194965,93.2212871270051,35.124632982194,122.703124038296,90.0393829402546,112.342554277319
235,Experiment II,2,82.1660686,111.0944939,58.58367048,49.29489467,55.4394776,89.77128739,25.30186985,91.17218515,84.27925901,63.42388688,44.26801636,10.99254226,192.7176401,148.5599848,127.2225468,94.79372526,86.15179728,75.13241537,19.01237624,39.76672227,18.15410103,220.8044078,63.63177013,44.25898268,25.8911319,641.1107698,576.1546931,46.59620387,185.1797544,55.5501225,93.08283615,22.41197374,31.70438742,300.6803734,236.5093216,175.3424222,92.59122615,92.12132218,32.32403297,287.0650804,728.5724031,488.5187629,166.609182725069,63.1023564821735,40.317614775315,11.1736836406215,62.6401207984032,46.7462948757847,103.218237246483,258.590296539286,43.1496075367547,97.8720047030534,34.8174726811047,125.250455143894,92.5326235719232,112.654291436303
240,Experiment II,2,93.74267725,112.3995812,61.59719845,49.27622878,55.83990702,90.04050539,25.30186985,73.97665798,86.92154619,66.29718882,42.89055148,11.77169735,185.6764543,146.2724494,93.67764721,109.8922695,83.82899213,78.96474919,19.6317845,40.3098603,19.5859747,153.247113,57.80658545,33.39374035,30.95859036,641.395782,575.697474,46.59620387,298.3991378,55.7265266,76.33322612,21.63532723,31.94275434,300.5238662,235.2367531,106.3335325,86.50004867,89.93374823,34.17952296,293.516898,726.4362112,488.8615831,163.559006885932,62.3651413768041,41.5503361338533,11.0823785470227,61.2136527589292,46.6314186212848,98.4136769990544,140.523480078826,44.6709352676233,102.887543524693,34.2262303017338,128.0910890147,94.2729332813372,112.906257025924
