msec,Experiment,Exper,µVpostEEMD1T5squa,µVpostEEMD2T5squa,µVpostEEMD3T5squa,µVpostEEMD4T5squa,µVpostEEMD5T5squa,µVpostEEMD6T5squa,µVpostEEMD7T5squa,µVpostEEMD1combinexpT5SquareMask,µVpostEEMD2combinexpT5SquareMask,µVpostEEMD3combinexpT5SquareMask,µVpostEEMD4combinexpT5SquareMask,µVpostEEMD5combinexpT5SquareMask,µVpostEEMD6combinexpT5SquareMask,µVpostEEMD7combinexpT5SquareMask,µVpostEEMD1combinexpT5SquarePseudo,µVpostEEMD2combinexpT5SquarePseudo,µVpostEEMD3combinexpT5SquarePseudo,µVpostEEMD4combinexpT5SquarePseudo,µVpostEEMD5combinexpT5SquarePseudo,µVpostEEMD6combinexpT5SquarePseudo,µVpostEEMD7combinexpT5SquarePseudo,µVpostEEMD1T5diamo,µVpostEEMD2T5diamo,µVpostEEMD3T5diamo,µVpostEEMD4T5diamo,µVpostEEMD5T5diamo,µVpostEEMD6T5diamo,µVpostEEMD7T5diamo,µVpostEEMD1combinexpT5DiamondMask,µVpostEEMD2combinexpT5DiamondMask,µVpostEEMD3combinexpT5DiamondMask,µVpostEEMD4combinexpT5DiamondMask,µVpostEEMD5combinexpT5DiamondMask,µVpostEEMD6combinexpT5DiamondMask,µVpostEEMD7combinexpT5DiamondMask,µVpostEEMD1combinexpT5DiamondPseudo,µVpostEEMD2combinexpT5DiamondPseudo,µVpostEEMD3combinexpT5DiamondPseudo,µVpostEEMD4combinexpT5DiamondPseudo,µVpostEEMD5combinexpT5DiamondPseudo,µVpostEEMD6combinexpT5DiamondPseudo,µVpostEEMD7combinexpT5DiamondPseudo,µVpostEEMD1T5Mask,µVpostEEMD2T5Mask,µVpostEEMD3T5Mask,µVpostEEMD4T5Mask,µVpostEEMD5T5Mask,µVpostEEMD6T5Mask,µVpostEEMD7T5Mask,µVpostEEMD1T5Pseudomask,µVpostEEMD2T5Pseudomask,µVpostEEMD3T5Pseudomask,µVpostEEMD4T5Pseudomask,µVpostEEMD5T5Pseudomask,µVpostEEMD6T5Pseudomask,µVpostEEMD7T5Pseudomask
305,Experiment I,1,86.18070135,120.852191,30.07527424,87.15151147,38.61993506,25.81226795,88.10261491,147.8525815,84.02098372,78.45273406,44.69712744,27.3828896,112.9118357,85.65308246,131.8394234,95.36939211,79.98475789,47.81938513,34.85272892,24.32656246,73.46480444,81.70937562,80.69225675,41.63379332,40.13003694,10.81668115,10.14472315,17.60207522,197.9170237,68.94406709,34.95442355,16.85175745,19.87094468,96.8550409,128.3342685,180.3253224,167.7713655,86.51912024,33.44803282,51.94526976,37.9963543,75.11905147,129.953011353549,104.460692336263,91.7393945201368,38.6312735755362,23.4254413510663,142.937723781133,142.080441409306,93.2159737347493,40.6549611693833,66.5934792568298,79.4100697418001,69.2540732659411,74.5194509459986,45.1469481885077
310,Experiment I,1,214.0696347,135.7462061,28.31454212,90.60993971,35.59223143,25.27298726,88.89180313,131.435558,80.87268462,80.1521051,45.04127207,30.39455397,112.7346304,85.65308246,90.06756702,102.0071494,81.30341064,49.77048114,36.49440625,25.38084112,73.00234758,100.915505,76.13193769,36.36679564,40.51405715,10.03431722,9.504598466,19.81052597,219.264849,75.63734637,36.52509556,17.35112034,19.54947662,97.97688348,130.9844427,165.0179263,164.6148848,82.13816861,32.62742109,51.45481272,40.67749684,72.90691887,127.16472467541,87.2469800256119,91.9351597308124,40.2149972013917,23.4125310659914,142.855040062693,143.368565818635,85.73016180128,29.6517485057548,72.2156169160683,78.1794711452644,69.5945502303496,73.7768701515903,44.5777547022573
315,Experiment I,1,250.668689,143.7375873,27.0659723,92.93563466,32.82558374,24.73196785,85.20538834,116.0349268,72.96298684,80.27153665,44.74513065,33.60468484,114.8006057,85.65308246,105.735523,110.8571988,82.18495096,51.75775158,38.19152193,26.54221307,77.39420467,148.6361928,62.6749574,31.26833942,40.84201308,9.369085683,8.987184818,15.83536286,136.6001728,71.12927923,39.27423857,18.7767989,19.96133899,99.15989338,132.6286072,132.5711628,158.1805318,77.00034688,32.41791253,51.30603587,44.04425528,79.48794159,177.265127194119,81.167926199727,92.4698166503388,41.7974616915004,23.1289994087438,143.713426645067,141.425717906873,94.34056288794,24.7115286217341,77.2765790795674,76.7005410968421,69.9922511708109,74.3958445552006,44.4725319653285
320,Experiment I,1,286.4038931,144.1486079,27.06818812,95.755384,30.06291596,24.20990334,85.57386126,162.7207484,63.16687623,80.54943334,44.2198433,36.75870387,114.7122662,85.65308246,127.5917553,118.4983982,83.20578673,53.7465622,39.9091981,27.6321719,77.09892243,157.2563283,51.92445966,29.21463959,41.52252414,8.706208215,8.362940898,17.84955669,97.28302749,61.09566079,44.46306711,20.09429594,20.44534603,100.3428974,135.279853,79.02819337,147.6784122,72.45483092,31.4989219,50.922548,46.81443361,77.86844222,164.045565196925,88.316679457719,93.0493539017687,43.4748328934318,23.0976478952104,143.611961380206,142.63576488002,123.358413395387,23.9019324731406,81.3274394968666,75.2166845600577,70.4397116437493,73.6561858611424,43.9123774010318
325,Experiment I,1,410.3031934,132.7732055,27.86810031,97.45343343,27.84081547,23.70029722,82.29073235,129.7056747,49.6495053,81.24040159,43.65747671,40.12249361,116.7527535,85.65308246,199.7773015,124.1749042,84.86587503,55.74638193,41.63088289,28.91720297,81.4308,76.47127077,44.64697005,33.60075983,42.52895556,8.264475914,7.95293141,14.02341025,80.71929084,57.21030817,52.39673311,21.73778241,21.40730199,101.587787,136.8043165,81.96429996,126.9476599,68.68927961,31.06825073,50.78057588,50.21854977,84.0390507,117.246316677031,109.828879660263,93.8892701720532,45.0878861913893,22.8149127927679,144.406817414661,140.795591473956,132.888174718307,21.6247463176758,83.6112564788853,73.4288548828114,70.9613784622697,74.3375857380527,43.8224202937908
330,Experiment I,1,395.2642374,122.4231929,30.29505471,99.66014396,25.60006961,23.19569011,82.24881653,83.36032454,37.6579977,81.66529894,43.26173557,43.35651662,116.751279,85.65308246,225.3678369,133.8762895,87.11354255,57.74126987,43.34649445,30.02480604,81.31178911,83.07951304,41.2787192,42.00638688,43.68732398,7.79962943,7.38812572,15.84857122,46.02687308,53.18990904,62.07181995,23.89578062,22.31266397,102.8515496,139.4526203,106.6438392,108.8044463,67.48835605,29.97586671,50.48999526,53.07583328,82.98420875,32.7988609704601,132.104011028386,94.5885490524582,46.8360328182717,22.7686439370079,144.286744754742,141.929881564959,162.053514172349,19.5655801487466,84.0847462095216,71.5411137033886,71.5514405507781,73.604829571715,43.2718940659382
335,Experiment I,1,374.9618197,123.475255,32.9658847,100.9451248,24.19301884,22.71643138,79.35003515,50.11387736,31.84880692,80.42009072,43.34008311,46.81840272,118.7653247,85.65308246,118.0504131,144.1091911,89.66153507,59.73859998,45.03035374,31.40344308,85.55870425,77.06149459,38.22703335,49.62998882,44.82623345,7.64735473,7.122388338,12.174841,55.50902736,41.14828558,72.17223821,25.6343841,23.44546833,104.1791804,140.8512286,162.5753622,102.9327011,67.82035576,29.33530467,50.34543331,56.51743654,88.73638805,159.891719002933,147.265254841497,95.251019405006,48.4614596813514,22.4916441645388,145.01692529095,140.192091557482,202.42722088479,22.5839878889701,84.4303188183681,69.3503955992769,72.2326196631753,74.3406734546139,43.1948723221063
340,Experiment I,1,361.5234161,130.7716513,36.56762241,102.6422358,22.78980296,22.22992289,78.90995641,47.94291697,26.95333133,75.71027431,43.5798011,50.11361783,118.8486663,85.65308246,139.036652,152.7746742,92.52432643,61.77080713,46.71829545,32.5386499,85.61369155,73.65647608,34.71936094,55.43702882,45.66287109,7.482282565,6.672043992,13.81545492,62.47714178,28.45567468,80.02741112,27.91762121,24.4963192,105.5442614,143.4914634,160.9588465,96.68521362,67.14004108,28.36167362,50.13409304,59.46209422,88.21346228,261.905763818915,159.043250913274,95.6506039569194,50.2394687600107,22.4305426357719,144.878071259951,141.253005212023,210.536324162493,29.8552739406244,82.9555744057189,67.002059906954,72.9908167181868,73.6188627146238,42.6545518862391
345,Experiment I,1,284.3435261,137.180418,40.45746856,103.6709121,22.43879432,21.78258112,76.37854239,74.80918715,22.57358488,70.93988673,44.48627701,53.65722645,120.8354425,85.65308246,85.28237116,160.109552,95.48662398,63.83863387,48.36771971,34.01127613,89.7512729,103.642777,26.31183683,60.24247891,46.41219158,7.653177902,6.586017266,10.30727063,91.59506113,24.93007478,85.58963805,28.98557262,25.60487857,106.9765504,144.7608456,132.5578664,83.42204861,64.94854329,28.02402547,49.9802279,62.94375847,93.55252591,191.973083729102,168.511532855675,95.6373114084441,51.8252337981092,22.1615137506336,145.542445254861,139.61737788178,167.301899997268,37.1345614975369,79.7112027015881,64.3446289165979,73.8308939492726,74.4017968266558,42.5883324679164
350,Experiment I,1,232.1296316,127.0987461,44.17407791,104.8638442,22.10992865,21.31999127,75.55821385,114.4776756,33.00104632,66.80570112,45.37667421,57.00756074,121.0014554,85.65308246,153.3016275,167.9372363,98.7070851,66.0059535,50.03098902,35.19840998,89.97818932,160.7795812,20.14945388,62.84573645,46.77938219,7.817459968,6.309662373,11.76657125,154.6780377,24.89978145,90.57129808,30.63998262,26.63464159,108.4645877,147.3869538,106.2093596,68.45146955,62.21421852,27.66510465,49.83629476,65.97829919,93.52640722,165.390746361645,177.570135881372,94.9226642301877,53.531532929724,22.0849052716242,145.384361804044,140.607381299788,253.05169711567,42.2038002348174,74.4388945625858,61.3884508673061,74.7240892858577,73.6950678196577,42.0587846963654
355,Experiment I,1,337.3423329,108.4896834,46.99883772,105.5610831,22.82665248,20.91065244,73.37806649,151.6025405,43.8837691,63.16920743,46.72689817,60.61636662,122.9601446,85.65308246,282.7249704,177.9290563,101.9711603,68.24511001,51.62997461,36.76673427,93.98921866,261.3122962,24.34313234,62.96709054,46.81430011,8.238828178,6.421388295,8.456885233,210.8562578,24.72699851,94.5873464,31.07597038,27.59552055,110.0213105,148.5259899,86.76571566,52.51750787,60.8223597,28.10996656,49.66976633,69.50499558,98.46682519,339.023786003564,185.392508428478,93.7159462457103,54.9724788003403,21.8250329708721,145.981886274045,139.073727391981,287.75300965449,46.9145926086249,69.6965948451378,58.0236223010245,75.6612185769384,74.5183169849812,42.0014097271894
360,Experiment I,1,192.2592503,99.77886546,47.97004421,106.2611257,23.52313738,20.47970306,72.19609565,173.9136024,49.59259433,60.84508804,47.90697488,64.00961134,123.2064064,85.65308246,245.4324914,180.8465714,105.4389956,70.62284564,53.22881779,38.0259105,94.38684597,298.7785268,30.89354227,63.13336338,46.37388119,8.648531391,6.359938703,9.735181922,124.2332361,25.66397287,98.14688823,31.91682431,28.49731279,111.6433715,151.1311242,107.9246402,38.40610603,60.14299205,28.95056128,49.57535579,72.63406121,98.90151321,404.917266832225,196.630442802648,92.4774937048651,56.5457137164331,21.7321791763596,145.803956250164,139.995395690988,169.705271313912,56.3210375404948,66.8655113321262,54.4379404630078,76.6273763527053,73.8309348208577,41.4831921728952
365,Experiment I,1,151.3762449,100.0140488,48.77173622,106.9894268,25.03004022,20.11471993,70.3477652,168.5192073,64.7060278,60.74503971,49.29953566,67.66048346,125.1354791,85.65308246,162.5126088,180.1191912,108.8411782,73.10429288,54.76364054,39.69009735,98.26005863,191.7207607,33.18401781,65.21830555,45.97054124,9.179862309,6.653664015,6.703184706,173.4965729,27.09206544,100.3261016,31.76669921,29.24444538,113.3284425,152.1405231,93.00369379,37.93871717,59.69410261,30.76700504,49.37161621,76.2129063,103.4639939,275.721848093807,212.010189680027,91.1526479117176,57.8553343433044,21.4820330050911,146.333790349382,138.56352285395,139.834476851225,65.7565270825061,65.0988247767549,50.8346634047252,77.6304041772213,74.6882781003035,41.4328600192068
370,Experiment I,1,271.5876878,104.4105591,48.94550159,107.5351208,26.45721565,19.7233345,68.82276165,149.2044765,74.92285458,64.04768545,50.2965986,71.07649558,125.4567255,85.65308246,237.2766827,177.6937881,112.1987724,75.77996878,56.31524936,41.03666884,98.82658534,187.8182784,37.1172686,69.66661095,45.60739057,9.688081126,6.807532562,7.792532129,288.105966,31.73938869,101.3612795,31.55243349,29.94599084,115.0909063,154.7171547,78.51045383,40.20168497,60.0265708,32.72295499,49.28200107,79.44306513,104.3234795,361.49296141153,224.793955142986,90.1772498854371,59.3161212928524,21.3723204296618,146.135386096149,139.419560821049,134.214237780925,64.6551852635007,65.5870002548004,47.2397343008428,78.6648235779552,74.0246832980232,40.926522075519
375,Experiment I,1,85.85854824,110.9921107,50.24675845,108.2369819,28.38851606,19.41088063,67.28496546,91.26911157,66.19757702,68.39944117,51.00218009,74.74306984,127.3488977,85.65308246,212.5933924,176.5533369,114.2806708,78.62361237,57.81272604,42.79587794,102.5536702,213.376972,53.88518455,76.48353809,45.3495778,10.18788358,7.239139272,5.233272201,288.5798836,40.35440871,101.8112392,30.69427842,30.41010653,116.9181397,155.5991192,64.79484761,40.57325266,61.09197318,34.99246909,48.99924691,83.08322589,108.5329392,467.211548883202,237.878150901631,89.3236522512935,60.5235534138009,21.1320138923996,146.597078429524,138.089242614512,201.342984627521,58.650177108512,66.7139513943818,43.8539154367183,79.7388997315116,74.9104623657161,40.8815710838674
380,Experiment I,1,157.583453,104.3558884,52.9895957,108.2468715,30.22094227,19.072411,65.44037295,83.63170406,74.05811843,72.92061025,51.50313939,78.158361,127.734128,85.65308246,281.442302,178.6896263,114.1296734,81.73700645,59.3382714,44.24344275,103.2869289,159.4581066,79.76479822,84.22167225,45.24045551,10.69477055,7.573999892,6.10209034,226.3999607,49.67687991,101.8329396,29.56826764,30.81360158,118.829523,158.1391184,50.83048485,44.63581184,63.30073654,37.14453006,48.85512455,86.42300051,109.7817139,518.320983263384,249.657873158284,88.9411720264945,61.8882645479154,21.005000929961,146.377822723665,138.882503250922,127.686709342224,59.4629149030048,67.7761378608952,40.5935209710445,80.8489449490722,74.2753441333138,40.3876550465204
385,Experiment I,1,93.24183376,96.62039109,54.72500429,108.3758652,32.29334675,18.82835084,64.19231847,131.9100073,100.1388415,77.2115497,51.90753686,81.81385109,129.581651,85.65308246,346.493096,175.3297395,111.9521833,85.05725437,60.81890552,46.09763343,106.8643029,137.2649306,104.336406,91.45207326,45.22892237,11.13875709,8.093209374,4.451833671,138.4852575,57.29577674,101.0018677,28.89759268,30.91715471,120.7920501,158.8970719,77.63257535,45.86986356,66.01542841,39.2752631,48.42902139,90.13579075,113.6658614,328.447465285913,251.361891757886,88.7043033475712,63.0156559555829,20.774243967846,146.771647028669,137.653451132222,166.343015900874,66.5567905977831,69.4697183104375,37.6926872468838,81.9988904369405,75.1845290926058,40.3465495373011
390,Experiment I,1,164.6647978,124.4645937,55.12836554,107.7798746,34.28441368,18.56532313,62.05675371,290.3355091,108.6705928,78.45853983,52.35034059,85.22031854,130.0238883,85.65308246,224.9902367,170.805944,107.7024193,88.64494359,62.33468064,47.6558294,107.7601931,62.17652244,125.711169,97.77629603,45.4560507,11.63205392,8.559855213,5.027588034,77.46868987,64.46549692,99.10904745,28.12507311,30.98247755,122.8361755,161.3917654,118.2520291,47.28839711,69.42320748,41.23668913,48.12710872,93.59583671,115.269199,352.503438793448,246.199360602999,88.9323949631475,64.295727017602,20.6296449005341,146.531896775756,138.386952125798,144.587153372833,69.2046315803535,71.430639902162,35.0054325051735,83.1832792476729,74.582971039195,39.8655915732097
395,Experiment I,1,150.661684,158.9895003,53.57670708,107.806279,36.30882681,18.41904806,61.07889809,361.7320475,101.5215226,77.53101981,52.62980352,88.86511157,131.8250377,85.65308246,183.6553227,166.5846436,101.8392116,92.289476,63.81520907,49.60452758,111.1852504,77.48906068,146.0786901,103.3954381,45.73493724,12.02785261,9.124578077,4.815424251,99.7749738,74.71071344,97.5463733,28.58681388,30.73723075,124.9181311,162.0301275,103.3599431,55.84006335,73.53957944,42.8201306,47.43952815,97.39495289,118.8575424,536.896112734556,241.433961094755,89.3198895239659,65.3594109708201,20.4077478837345,146.859546329905,137.258789972898,188.371324973912,60.9664939466961,72.656580476896,32.7431545529357,84.398018151656,75.51137757467,39.826909763252
400,Experiment I,1,195.3617782,166.7001174,51.62161669,107.658534,38.28171621,18.27505264,58.69106292,302.713746,99.60965446,74.28517086,53.02331063,92.26692389,132.3247715,85.65308246,239.9734954,157.9852879,95.90993459,95.81672829,65.33546351,51.28217056,112.2384576,108.041067,161.5891435,108.3765778,46.16939112,12.49841799,9.683423254,5.083131127,85.28564568,87.2939361,95.80245582,29.13087603,30.47678032,127.080828,164.4703335,59.90981317,65.79472249,78.11768528,44.01820319,46.87317031,100.988372,120.7816424,336.428487180375,236.933055397694,90.1230488137686,66.56132168237,20.2457721214716,146.601526650057,137.935728177921,258.968580256781,51.7679976537903,71.4338014822436,30.7198455385969,85.6311015492557,74.9493243722572,39.3594407893576
405,Experiment I,1,265.5298555,163.9070466,49.6754679,108.3416221,40.12407224,18.28217932,57.96910329,165.5204794,108.9127538,69.39589631,53.20649276,95.90000685,134.0888443,85.65308246,209.9310895,151.6264734,90.89752822,99.03094976,66.8312111,53.32736041,115.51274,64.36253502,171.3587013,112.5398648,46.59299829,12.85248981,10.26976812,6.202642083,89.3350645,96.10840372,94.18746935,31.09421561,29.90439258,129.2701828,164.9943252,58.54528213,68.65347306,82.46694223,44.55431514,45.89959438,104.8902713,124.1047825,70.8400244856248,225.110510218704,91.3095221966018,67.5674352850127,20.0334062331771,146.868337794593,136.907969031933,391.760485760542,46.8097783188518,69.7652960533974,29.0742693579231,86.8634302299496,75.8944092809479,39.3218643749841
410,Experiment I,1,208.6718587,168.5549511,47.50406586,108.784925,41.93564559,18.31970373,55.37782613,88.82605562,100.8856696,65.13860376,53.60451633,99.29799819,134.6541356,85.65308246,113.7372204,150.6927324,87.38635697,101.9738672,68.37004784,55.13230092,116.7179907,64.28008974,172.4104134,115.9527679,47.14867423,13.29932381,10.88756217,6.318755424,72.4800472,101.4609825,91.614711,33.24561289,29.33189803,131.5409575,167.3703669,67.80721266,65.76586848,86.26073574,44.96720926,45.07947556,108.6330779,126.3168324,196.315639780076,206.059119377004,93.1693556019105,68.6694468820412,19.8568857794661,146.600510802346,137.531732990312,163.628994956699,49.4770945272309,68.0209636015146,27.599424405468,88.0617268520146,75.3775029086014,38.8684108490434
415,Experiment I,1,159.4052694,176.1485572,45.51079275,109.6745004,43.47386159,18.53246204,54.89691523,35.77440992,65.83905704,63.94489827,53.87003534,102.917016,136.3922903,85.65308246,110.8871467,150.6231959,84.91820134,104.5998899,69.89656492,57.27641555,119.8453942,58.51255027,174.4042161,119.025483,47.67236738,13.63040114,11.47920653,8.164792277,48.97363626,106.9323295,87.96216252,36.33647267,28.45565863,133.8293694,167.7858329,62.92917824,58.97323361,90.30209717,44.80366452,43.85276088,112.6575282,129.4059494,305.531778319181,186.932664966197,96.1512036705401,69.5878413765621,19.6556838855463,146.821207866722,136.603757801395,395.782511947129,64.3912093056671,66.9234060679738,26.2561171388503,89.1711061104035,76.3323508737919,38.8307160286531
420,Experiment I,1,153.9875682,182.6538789,42.62655076,110.3533113,44.9693105,18.77939478,52.15457174,74.12383926,60.63604111,65.13198545,54.37857721,106.3103334,137.0310769,85.65308246,164.0326793,152.7031045,83.38607042,106.9531301,71.46939249,59.21406512,121.1952043,93.79727376,191.3886855,122.2632401,48.27873184,14.062802,12.13868616,8.280456535,75.18696172,106.9592625,84.16009672,39.57168262,27.59218935,136.2012249,170.0875254,37.44543104,52.54248297,93.59248578,44.7005833,42.79252302,116.56931,131.8741406,210.808932970112,168.574383067008,100.963853973714,70.6669544714367,19.4681980341143,146.562450157032,137.177938303918,609.418329491688,84.3455301246177,66.5312505318294,24.8229075934817,90.1348732437021,75.861365392962,38.3918006525865
425,Experiment I,1,105.3439884,197.8229035,40.2489657,110.8669662,46.03016394,19.19614286,51.89735957,77.30964128,94.37429019,67.68922388,54.76096186,109.9097853,138.7553353,85.65308246,167.4354546,152.334129,82.89821958,108.9802046,73.04399862,61.45924444,124.179831,100.7688174,212.3472809,125.5556167,48.82457043,14.38679665,12.739054,10.42842517,89.63916889,100.2342799,80.40213507,43.20963068,26.44977763,138.58411,170.4007577,42.35739008,51.2980622,96.44112589,44.05036762,41.33418304,120.7401657,134.7606102,187.244245698185,149.697639407973,106.801202261705,71.709429175921,19.2793337056315,146.760548895373,136.348976547635,392.98884216541,96.6744227991823,66.5838204770583,23.3757342498011,90.9643294047598,76.8197707143559,38.3528504065517
430,Experiment I,1,113.4843666,226.8836555,37.44459904,110.7108686,46.94343455,19.63577083,49.06110593,105.9334271,108.7128455,71.4147909,55.35349505,113.2914435,139.4762688,85.65308246,346.7699455,152.4281288,82.32516898,110.6404759,74.66966524,63.53425046,125.664896,73.34415351,224.189858,128.9124766,49.36198209,14.80885654,13.43773736,10.61730919,117.0023801,93.61058098,76.86967378,47.1699918,25.34981752,141.0557623,172.6173613,91.57218558,48.4962509,97.85592387,43.52133309,40.0361178,124.8450065,137.4541263,171.088979441068,126.422738952475,110.609897261926,72.9688659687586,19.0825158058093,146.53081323186,136.877375207134,402.779246088895,99.2138471043038,67.9406016063373,21.9476789566064,91.6976852971795,76.3981290153983,37.9289927417277
435,Experiment I,1,136.5199216,246.3330532,33.68468693,109.633538,47.26069509,20.23817328,49.00878777,141.7711486,107.8622596,75.73792954,55.86001534,116.8626604,141.1982562,85.65308246,340.4965231,157.752568,80.0901952,111.8677318,76.31962027,65.88444828,128.5128978,108.1487009,222.3919383,132.2583438,49.76046526,15.1357985,14.05640488,12.8656425,164.5236241,87.40593731,73.01462123,51.10833454,24.05466588,143.5382552,172.8349028,136.8887879,44.11679643,97.32221779,42.40956017,38.35597817,129.1912774,140.1692174,141.19056637798,94.2213586773318,109.868155209321,74.2934021226513,18.9041415028365,146.721178769899,136.146487306708,256.368172790023,96.7473489916777,69.2204856676903,20.4079286902418,92.3489801104917,77.3553148225286,37.8877302191795
440,Experiment I,1,176.994647,239.5686097,30.40416498,108.3383196,47.45157365,20.85597815,46.1423852,228.1460665,106.1348302,81.00477037,56.53992682,120.227657,142.0094098,85.65308246,232.041774,159.8710928,76.82239155,112.8471816,78.04014788,68.10169554,130.1234035,226.728794,210.3429973,135.4788659,49.94634745,15.54613186,14.7950842,13.1533676,161.3507902,78.61626067,70.4885979,55.41245727,22.90037927,146.1193346,174.9550246,142.0991524,44.76709063,96.54841346,41.28844327,36.81199086,133.5189684,143.0582064,122.146928546679,60.3793529818381,102.36183348374,75.8837862334419,18.6992312472991,146.528922232353,136.633123096669,219.233120565159,99.1351499584479,71.5228543896894,18.815114466259,92.9378396998311,76.9868057718607,37.4794472117811
445,Experiment I,1,303.2064978,220.7432116,27.01054299,106.5115535,47.05011782,21.63382473,46.27541731,202.1733872,103.4195615,86.2770713,57.20146857,123.764701,143.7402099,85.65308246,219.6901477,155.3105896,73.06959426,113.7540504,79.79475445,70.5626828,132.8428918,170.9570466,197.8678436,138.3963457,49.77107148,15.87023209,15.44242653,15.40317029,205.6375471,68.28412661,68.71793767,59.40459685,21.63591522,148.7154482,175.0834212,79.12132291,47.83099306,96.50031876,39.59045544,34.90715758,138.0756032,145.6328295,64.3564110933427,44.3295707323199,92.4701968982764,77.653380836448,18.5307657707283,146.719844370683,135.999184642239,182.314013061526,112.519829179923,73.526191459847,16.9671389042058,93.4636224003897,77.9384491756234,37.4348901001162
450,Experiment I,1,281.983035,200.1939027,23.58395612,104.8712465,46.55727988,22.42537026,43.45079883,104.9426189,101.8200473,92.04153087,57.99703063,127.1073375,144.6498815,85.65308246,212.0536612,147.4949795,67.48825524,114.6735687,81.60309784,72.92879264,134.5696472,69.9686975,188.5494258,141.2434371,49.34852311,16.26036207,16.22397421,15.7923688,305.471414,54.28734223,67.1005489,63.71397957,20.53576476,151.4229354,177.0948296,129.0303324,57.70265905,98.21787911,37.83349875,33.09402846,142.6589952,148.6883631,21.9922658786525,51.5218070268406,85.8584451441845,79.7273602673282,18.3200997794097,146.571141976929,136.448298344055,136.253718825792,129.875227309227,76.5096858560395,14.9676639321206,93.9347074929907,77.6269877541684,37.0426965135071
455,Experiment I,1,210.3512374,182.9780517,20.86614635,102.6197966,45.48428345,23.37797105,43.74903588,297.9203617,100.0294833,98.57560278,58.85375333,130.6062601,146.4022246,85.65308246,205.7650948,143.0442819,60.59373973,115.7065323,83.4467139,75.50978334,137.1723729,225.5145066,184.9116709,144.2645326,48.8141259,16.59320396,16.90883668,17.98839297,285.8948515,38.19335515,65.00432876,67.36713343,19.3583814,154.152316,177.1402704,121.2832304,67.69837565,101.9145264,35.6302786,30.94017438,147.4547924,151.152843,57.9261957512113,69.9528175164675,84.0118603554789,81.9491825030298,18.1601940834727,146.769696666856,135.909986144468,138.564222228102,143.191551902026,79.757265875383,12.6173140656482,94.3406223934229,78.569144254222,36.993932288279
460,Experiment I,1,120.2651985,182.1857781,18.98365152,100.2490574,44.33198159,24.34742732,41.04624906,531.4200986,94.5925164,106.124086,59.80378807,133.9294529,147.4220514,85.65308246,221.3762837,145.9364252,51.49162525,116.8156078,85.33939564,78.03262382,139.0065814,195.7241132,185.5988744,147.5608992,48.16121114,16.97943653,17.73450456,18.47409379,269.7993471,26.51151737,61.49349244,70.80152961,18.34565148,157.004555,179.0295347,201.8219223,70.62108041,107.7718529,33.3066538,28.82104184,152.3070776,154.3468621,101.089843073785,100.557174644553,87.1918725128794,84.3310743489794,17.9448331817582,146.669473379489,136.326042644071,55.0879825287114,150.647690067324,83.4051591609444,10.1313568182891,94.6793936030216,78.3186927707506,36.6183410380433
465,Experiment I,1,100.8758063,187.4678905,18.65861586,96.89923505,42.62172428,25.48000899,41.48731216,367.0037359,89.11483151,113.3666492,60.85842455,137.396835,149.2108775,85.65308246,222.7158454,148.3127893,41.24009828,117.9515961,87.2757049,80.74408514,141.5045625,170.0016047,178.4629697,150.7810239,47.49165062,17.33927867,18.46449954,20.587454,237.3931425,17.500547,58.48928212,72.8848033,17.27518351,159.8844747,178.9972241,364.1122039,76.37917312,112.646573,30.7650974,26.42988179,157.3405141,156.7307129,142.894641227755,144.251573295155,93.863895896142,86.8307131154716,17.7888781600194,146.881843151525,135.881822680812,43.1635043750265,150.771654920106,88.010722038155,7.56923596210561,94.9277256884641,79.2477777556843,36.5645230091708
470,Experiment I,1,167.0305795,179.7998902,20.30208444,92.85654181,40.83609383,26.63716228,38.99381809,232.8932012,84.06097668,120.8819721,61.8678741,140.703084,150.3526214,85.65308246,241.7214999,139.9177098,33.86907456,118.7137576,89.26298192,83.43439434,143.435449,157.4712844,162.439365,153.2698934,46.73501619,17.73895038,19.33658722,21.1640468,200.4592183,9.939237173,57.38204093,74.30620094,16.35990546,162.8951502,180.7488653,366.5857462,91.3876582,114.466644,28.05266569,24.12688335,162.4355938,160.0359531,154.968516033452,191.153897121516,100.978764070128,89.462124866264,17.5633571907413,146.834266254786,136.2695110606,96.7400137892043,134.744527781556,89.6204048920706,5.11762814078363,95.0558186399394,79.0622803010237,36.2060453952308
475,Experiment I,1,226.9192732,164.0444466,23.72118494,87.96268692,38.54821118,27.96162944,39.55667694,559.564379,81.4165602,128.3715926,62.75932049,144.1318397,152.1918149,85.65308246,259.1901242,126.4454719,30.95906111,119.0214731,91.30741615,86.29193302,145.840399,165.0480708,151.3300694,154.6661098,45.98874661,18.14193124,20.11889419,23.17984111,239.7705704,3.084910384,58.80835611,74.20547311,15.39646343,165.9372344,180.6415905,366.4120921,109.6387045,115.5013654,25.71392195,21.70462073,167.6559896,162.367635,175.223718289334,231.192257298476,103.989043912319,92.1931636430207,17.3915658856934,147.066081260241,135.917628437734,133.184959224043,123.163245153508,89.233529879365,3.23289688282626,95.0128969532773,79.9750593849134,36.1463894808432
