msec,Experiment,Exper,HzpostEEMD1T5squa,HzpostEEMD2T5squa,HzpostEEMD3T5squa,HzpostEEMD4T5squa,HzpostEEMD5T5squa,HzpostEEMD6T5squa,HzpostEEMD7T5squa,HzpostEEMD1combinexpT5SquareMask,HzpostEEMD2combinexpT5SquareMask,HzpostEEMD3combinexpT5SquareMask,HzpostEEMD4combinexpT5SquareMask,HzpostEEMD5combinexpT5SquareMask,HzpostEEMD6combinexpT5SquareMask,HzpostEEMD7combinexpT5SquareMask,HzpostEEMD1combinexpT5SquarePseudo,HzpostEEMD2combinexpT5SquarePseudo,HzpostEEMD3combinexpT5SquarePseudo,HzpostEEMD4combinexpT5SquarePseudo,HzpostEEMD5combinexpT5SquarePseudo,HzpostEEMD6combinexpT5SquarePseudo,HzpostEEMD7combinexpT5SquarePseudo,HzpostEEMD1T5diamo,HzpostEEMD2T5diamo,HzpostEEMD3T5diamo,HzpostEEMD4T5diamo,HzpostEEMD5T5diamo,HzpostEEMD6T5diamo,HzpostEEMD7T5diamo,HzpostEEMD1combinexpT5DiamondMask,HzpostEEMD2combinexpT5DiamondMask,HzpostEEMD3combinexpT5DiamondMask,HzpostEEMD4combinexpT5DiamondMask,HzpostEEMD5combinexpT5DiamondMask,HzpostEEMD6combinexpT5DiamondMask,HzpostEEMD7combinexpT5DiamondMask,HzpostEEMD1combinexpT5DiamondPseudo,HzpostEEMD2combinexpT5DiamondPseudo,HzpostEEMD3combinexpT5DiamondPseudo,HzpostEEMD4combinexpT5DiamondPseudo,HzpostEEMD5combinexpT5DiamondPseudo,HzpostEEMD6combinexpT5DiamondPseudo,HzpostEEMD7combinexpT5DiamondPseudo,HzpostEEMD1T5Mask,HzpostEEMD2T5Mask,HzpostEEMD3T5Mask,HzpostEEMD4T5Mask,HzpostEEMD5T5Mask,HzpostEEMD6T5Mask,HzpostEEMD7T5Mask,HzpostEEMD1T5Pseudomask,HzpostEEMD2T5Pseudomask,HzpostEEMD3T5Pseudomask,HzpostEEMD4T5Pseudomask,HzpostEEMD5T5Pseudomask,HzpostEEMD6T5Pseudomask,HzpostEEMD7T5Pseudomask
0,Experiment I,1,.497540252,.005389742,.006361195,.000656305,.000448191,.001625453,.000204374,.004678738,.00429002,.000791094,.000799877,.000276145,.021709734,1.78E-017,.005947547,.003120198,.000708462,.068370407,.012509492,.001966992,.001851442,.000730454,.019404083,.000190192,.009921172,.012118932,.003453011,.000701763,.493624563,.029935833,.018420879,.009018501,.006254582,.001152219,.000625612,.001961281,.002022638,.002530718,.001765857,.005096182,.000663899,.002304682,.459126929310852,.150551513686431,.0120399339888298,.00217148976812958,.00395576512718879,.0306764002896429,.0148889979432774,.00245647044870339,.000390764570908927,.0122089745000719,.00041204149280655,.0247789788680223,.0115359512751594,.0154634604925504
5,Experiment I,1,.497540252,.005389742,.006361195,.000656305,.000448191,.001625453,.000204374,.004678738,.00429002,.000791094,.000799877,.000276145,.021709734,1.78E-017,.005947547,.003120198,.000708462,.068370407,.012509492,.001966992,.001851442,.000730454,.019404083,.000190192,.009921172,.012118932,.003453011,.000701763,.493624563,.029935833,.018420879,.009018501,.006254582,.001152219,.000625612,.001961281,.002022638,.002530718,.001765857,.005096182,.000663899,.002304682,.459126929310852,.150551513686431,.0120399339888298,.00217148976812958,.00395576512718879,.0306764002896429,.0148889979432774,.00245647044870339,.000390764570908927,.0122089745000719,.00041204149280655,.0247789788680223,.0115359512751594,.0154634604925504
10,Experiment I,1,.489675125,.045436236,.009595784,.000213372,.000272537,.001912166,.000187954,.45285835,.000661113,.002734577,.001303061,.000151,.028359477,9.57E-019,.01528341,.012825038,.001284119,.040696189,.017431338,.003048927,.001732371,.498139845,.01283215,.002419248,.012466908,.013541293,.006383481,.000212698,.493085004,.026374755,4.48E-006,.013450323,.006217656,.001740138,.000994848,.002840981,.006174796,.004410588,.00269905,.005221349,.00012829,.002753708,.00463082245094239,.0236736548994152,.000352821742701371,.00219513901917907,.00314943998204581,.00808724967003656,.00901065699812028,.493144542080425,.00250169406831831,.0698881878187993,.00197173125910715,.00851447224647954,.00849252056189371,.00915404507400137
15,Experiment I,1,.013684248,.062623454,.000986533,.000473236,.000108772,.002093496,.000203872,.009578039,.018749531,.003082958,.001636102,8.51E-005,.02232899,3.22E-021,.020802805,.006090298,.000453026,.011989051,.019608468,.003262412,.001294264,.007735785,.018163078,.004945211,.016185287,.014487041,.007375581,8.98E-005,.018329523,.023439371,.011577628,.013814069,.006092108,.002275313,.001039252,.001277372,.005455854,.014409551,.002358817,.005469862,1.67E-005,.002692338,.436922750744771,.0440757396112878,.0105506719383679,.00108319700355615,.00193388532546347,.0101332093616647,.00851567492403082,.0161437979202273,.00506430168025279,.0692290163303773,.00478384761037143,.00142745381433471,.0081887429659452,.00912211904035522
20,Experiment I,1,.463488771,.106907514,.013325023,.001364219,.000115632,.002290465,.000255202,.195404572,.054796013,.000910609,.002232966,.000438749,.023483875,4.28E-019,.34245722,.040290237,.005374787,.003851775,.023155806,.003961489,.001142398,.485941879,.005914458,.007822884,.016047537,.016070521,.00932383,.000227733,.476496,.105133956,.019511373,.017085939,.005922972,.003132017,.001473591,.481397553,.012082876,.030578693,.002742512,.005709932,.00029157,.003258345,.00804669145882339,.0795609709830135,.0179619205470011,.000535336987899629,.000315663372234301,.00496497867878704,.00586553442234859,.47405048449144,.0219456537136552,.0954557683772118,.00848690878367078,.00368676666251985,.00725065031311094,.00718891345176865
25,Experiment I,1,.022117616,.123806765,.028196646,.002003644,.000343473,.00243155,.000278728,.006252921,.107404907,.005649301,.002483946,.000816662,.020654411,2.22E-018,.049926869,.02160795,.011962694,.012495148,.025221197,.003959304,.000700305,.488455186,.030412518,.007984178,.014959818,.016889329,.00948029,.000288883,.485109792,.046382209,.023597515,.014597161,.005531218,.003945591,.001477334,.006686017,.004786386,.043904139,.001349199,.005878138,.000448575,.003118676,.371216310527093,.125830130105954,.0242986502279654,.00263403174324075,.00116251810516167,.00610222655307993,.00559367526508981,.486254689295756,.21790940076928,.113033041191318,.0117216658494473,.00630723979803726,.00702796213849396,.0071735113321819
30,Experiment I,1,.429176816,.108563357,.199729358,.002840649,.000635487,.002591458,.00036668,.028642081,.214983935,.017843233,.002932014,.001411719,.016624186,1.07E-017,.391669596,.012877536,.023310679,.016872128,.029367628,.004546332,.000315608,.492275369,.047996222,.005525202,.01106304,.018629478,.010343167,.000587292,.02917206,.049906061,.027325423,.013654856,.005118842,.005314255,.002013951,.481197144,.023797262,.145551347,.000341344,.006101539,.000710416,.003721241,.00927866350313789,.220193393376491,.0280308492277999,.00601536457005842,.00305036136380217,.00396571345156722,.00382822301855492,.490078284654544,.386922858726375,.121765895145001,.0162335808006695,.00823911064796667,.00654499161097659,.00616919063973677
35,Experiment I,1,.013058096,.109086383,.161149291,.003062149,.000914398,.002706118,.00039191,.025405056,.235888602,.024645751,.002667469,.001931482,.016802954,2.64E-018,.4539545,.025758282,.032968204,.020249098,.032166968,.004310025,6.1E-005,.019028951,.017202935,.005540424,.006343176,.019522582,.009567324,.000593,.451180294,.060771091,.028841825,.009507304,.004378719,.006588982,.001970804,.004057483,.013793558,.233620918,.003269027,.006234102,.000887471,.00352058,.048281998557358,.226190858033445,.0324415895375791,.00805841205890477,.00438421566596714,.00470858956508462,.00369147323594002,.492165902088481,.21864015609261,.12928568555189,.0199381824180822,.00930244133380479,.00637601666614465,.00616335295380595
40,Experiment I,1,.42781012,.083598063,.025583966,.003392878,.001268154,.00284179,.00050922,.017304612,.14863208,.019457432,.002316757,.002842499,.011194932,1.91E-018,.371302734,.042056101,.050552319,.02247855,.037495389,.004826755,.00073512,.463257585,.07149573,.028361176,.002635278,.021471639,.009209416,.000899575,.001907573,.047368303,.027674471,.005282572,.003529346,.008827556,.00264053,.468674651,.066790599,.143416049,.015699874,.006441935,.001173181,.004151951,.0274924143983063,.178199423285115,.0350724708978845,.0117764358987671,.00622823595715302,.0035806165609704,.0023805845247315,.482620120407541,.115926384983189,.099313511894469,.0257622131307712,.0101250852452406,.00605717991407228,.00552222526590415
45,Experiment I,1,.440347754,.092662669,.050068765,.002760909,.001581799,.002937725,.000531941,.015379678,.10291371,.005751548,.000738864,.00350854,.012682372,3.31E-018,.039654659,.053043409,.074143133,.024703673,.041606038,.004281901,.000982303,.025802479,.048303472,.043556336,.001465639,.022584427,.007881258,.000852009,.474799636,.035618246,.016407136,.001493228,.002154843,.010807441,.0025375,.012354741,.080494458,.081276209,.023181341,.006554555,.001360012,.003899488,.0385133176148929,.146140832398716,.0407869494821363,.0111910465104642,.00732237362473109,.00411637911304899,.00232693053197597,.46897426408874,.183397585552797,.0853329228776501,.0304028287510779,.0105799307478472,.00592979958658613,.00552310999412859
50,Experiment I,1,.059189536,.118174823,.0248334,.001998117,.001978173,.003055824,.00067454,.013782564,.07024169,.006954046,.00195898,.004827284,.007608789,1.28E-017,.309767727,.09054769,.13764604,.025914549,.046339825,.004736135,.001962976,.037563716,.063764701,.035917207,.003792717,.024618445,.006711132,.001172792,.462681749,.059176473,.024769962,.003805486,.000395955,.014370235,.003373286,.386880221,.010049829,.102779823,.151197873,.006747744,.001669694,.004561684,.0642712925234809,.126600008293515,.0472215241144503,.0115551899694,.0090620134414982,.00343529369936492,.00130862669387504,.39924883919364,.175689699857944,.0763530091910078,.0372661445286727,.0109473905502748,.00568389588554549,.00506499943132261
55,Experiment I,1,.423996556,.140828805,.033139038,.000216761,.002289389,.00313698,.00069166,.005201486,.068568441,.016734069,.005888223,.005601518,.009347424,3.59E-018,.002224937,.144380887,.177055354,.026817409,.049795007,.003758707,.002030451,.000230133,.117102793,.002873436,.006569943,.025968595,.00533831,.001073478,.007641915,.037094412,.097218001,.006812722,.002272744,.017168335,.003191887,.037225199,.081080426,.209380078,.096478239,.006849426,.001852962,.004263267,.048380243562352,.176496124005376,.0652403487159688,.00770547588352088,.00997735470496933,.00384812417957815,.00130593611147621,.255896014752584,.149264214122947,.0659517251750182,.0415540573957664,.011137046104659,.00559039573621765,.00507107957590246
60,Experiment I,1,.464602108,.183042461,.018807984,.002444228,.002670618,.003240834,.000856271,.031893169,.114870778,.027344684,.012113157,.007433395,.005325061,2.6E-017,.007273279,.210093529,.1284916,.027184894,.048773909,.004100252,.003310706,.482715114,.110897576,.04201905,.007526562,.027624831,.003913771,.001407403,.432034455,.128682664,.076870812,.012296932,.006038988,.021932031,.004227715,.048707,.135930206,.260476986,.031413089,.007035119,.002182352,.004961544,.280766959632394,.160551371663092,.0964490340244968,.00369086551976307,.0116827888636304,.00340054575657987,.00049373586503839,.199307206266387,.135581644014123,.0628671114869126,.0448479445177344,.0112961383969542,.00538027167739997,.00471939979371842
65,Experiment I,1,.443809256,.223413824,.004121031,.006053128,.002913104,.003310069,.000865918,.006970598,.169035486,.038188661,.016430043,.008234031,.006928134,3.03E-017,.025918624,.237141043,.091137357,.02767621,.048064243,.002304924,.003159723,.482090763,.118661252,.061422366,.008710196,.029017824,.002780995,.001258888,.021877181,.230040732,.009160976,.014781521,.011295499,.024591521,.003944487,.022496224,.190709702,.165602971,.046119296,.007138775,.002349207,.004621103,.0837333275310549,.261933678865376,.119481677803877,.000884371926744066,.0125263696452632,.00373389796477923,.000522033337853444,.255841233523339,.093872818927349,.0568225241121448,.0448854968460076,.011355578612855,.00531505861769824,.00472971643919765
70,Experiment I,1,.011916862,.237387016,.035009869,.011534445,.003208352,.003402407,.001049768,.289868519,.215869113,.050980909,.022638005,.010570259,.003853766,2.66E-017,.069534344,.204871545,.079531931,.027837847,.042207295,.002056617,.004714249,.002836212,.127317264,.083001066,.008645128,.029577809,.001446306,.001601362,.403855057,.234272689,.035372067,.020355764,.018989683,.027926898,.005209267,.433966889,.230243287,.117549729,.000511781,.00732648,.002689545,.005361365,.114040083138669,.297102880257638,.12305155450177,.00675439503554144,.0142949594822019,.00342219883952907,.000138590724247694,.275821262025149,.0798517292296353,.0560986520522676,.0406567091784145,.0114007615988141,.00512335239849803,.00444597155765045
75,Experiment I,1,.466682774,.223610565,.046464298,.014321937,.003323725,.003461527,.001050768,.400321388,.228785376,.064032109,.020809461,.011140243,.005232308,5.22E-017,.042116784,.200773554,.075313139,.028251375,.039124842,.001704003,.004327638,.465620376,.143572539,.108226063,.00904469,.03058044,.000608478,.001407624,.389517023,.146721124,.037349706,.022019928,.026930857,.027889086,.004797701,.009322734,.194947173,.116859742,.003975686,.007440553,.002825125,.004980947,.156770937285847,.200531392801845,.105526811824195,.0106469066339089,.0151548918809934,.00370077374112101,9.17763210223727E-005,.249487980701282,.0823501328399528,.0517001645779736,.0367803369358921,.011386948576042,.00508210385972623,.00445985886668925
80,Experiment I,1,.440979618,.19652113,.010701318,.017608609,.003465479,.003543756,.001251118,.377405135,.214265234,.090817263,.016984649,.013617027,.002882733,1.9E-017,.034677593,.263922937,.076208231,.028730392,.034062583,.005366576,.006132012,.420745184,.155586009,.165479086,.008995772,.029625385,.000518247,.001751646,.077703016,.108427067,.034046834,.028049262,.035138241,.026360311,.006302327,.470194737,.130329736,.116119332,.005484154,.007634698,.003158761,.005769654,.131996582241203,.150674429312147,.0958335315196319,.0170876832141397,.0170690619833279,.00347443191571449,.00063800607716444,.277749284202739,.0813175665274031,.0497002397351387,.0305676851598308,.011370146198555,.00490000590895077,.00422243339914216
85,Experiment I,1,.397098167,.173439097,.018734245,.014789408,.003408118,.003594057,.001243045,.022360363,.229995244,.166267918,.007400825,.01357657,.004046363,2.33E-017,.020922024,.294627833,.073263188,.029780587,.031400184,.015057654,.005515147,.421920284,.172470153,.187126488,.009915643,.02990077,.001108315,.001518158,.047212613,.10637196,.026483199,.02965359,.035515777,.023414323,.005738243,.485826088,.108523024,.108217765,.005081224,.007768352,.003241206,.005351537,.337173867104168,.16706394742142,.0982141057160083,.019825592426891,.0180567218882696,.00371343502428041,.000580508698949434,.390376628143368,.0960490133108186,.0469497109562159,.0269673732556574,.0113167286386367,.00487923665985191,.00423939599268206
90,Experiment I,1,.412187132,.161614184,.031054516,.012696871,.00334735,.003667379,.001457525,.021700659,.287680704,.209872132,.004462885,.015439139,.002226045,6.6E-018,.460951036,.225749889,.069500831,.031052926,.028470323,.049681314,.007539735,.029105425,.128819345,.130676465,.010635815,.027874858,.00202416,.001855321,.372187937,.122081691,.015382121,.037317187,.031010261,.019022107,.007454269,.492681954,.110465185,.097244323,.005367658,.007981396,.003540783,.006196157,.0128387179357378,.226282109262164,.105497515541121,.0250460202337095,.020197731572267,.00354372025061234,.00103876011803186,.0174859833146986,.10190177758201,.0457529737989101,.0227319615485886,.0112661266329792,.00470206444818679,.00403515651172815
95,Experiment I,1,.020585726,.140316371,.045281464,.008907058,.003101424,.003709504,.001440429,.002715851,.283864149,.153405331,.013215347,.014610278,.003208713,8.12E-018,.45867539,.16232936,.06262383,.032909084,.026723046,.062740276,.006713516,.376773486,.155824102,.095561413,.012086056,.027512981,.002431411,.001589474,.037008945,.133663063,.032364586,.039408836,.022119427,.015886132,.006726682,.004176784,.115891795,.084845306,.007774036,.008148233,.003548729,.005742584,.450106125666698,.271580800534237,.120179628316423,.0260005405063634,.0214413346471434,.00375217952362795,.000975535217221663,.00140216330371789,.109307551937918,.0448705585337109,.020443833306072,.0111958786569888,.0046988950533366,.00405480724909032
100,Experiment I,1,.385502501,.111485349,.047290838,.006298099,.002826588,.003773934,.001666713,.013667001,.213474725,.092590449,.023079023,.01526972,.001772664,1.46E-017,.393824766,.23747221,.054727345,.034767046,.025231286,.102735188,.008910244,.043023305,.202829752,.089183547,.013244341,.025282562,.003171219,.001911222,.475280119,.133503004,.112156044,.047142299,.013641403,.011999333,.008560087,.050317428,.129691907,.079599723,.000109439,.008376619,.003785368,.006650174,.0181171973303454,.260398735120041,.131224140438139,.0311445996988239,.0237906913398752,.00362031603757262,.00136506103235742,.478963308809418,.104711404130729,.0432395994499609,.0179851090815943,.0111329468644868,.00452411470001158,.00387528767296438
105,Experiment I,1,.414139375,.101265576,.057000256,.004125764,.002412821,.003807145,.001640861,.051373021,.180942673,.076495401,.027654507,.014015068,.002609028,2.17E-017,.386978724,.32629693,.043954236,.036826448,.024167891,.062308364,.007914889,.336866487,.2206334,.085228804,.014903335,.024623033,.00345044,.001621835,.472697561,.126835199,.07085973,.049285501,.007532735,.009850337,.007687422,.033361954,.143402713,.07780173,.006019989,.008559643,.00370169,.00616378,.453154475146535,.258646688489811,.133681276756939,.0319533637675656,.0253642795957167,.00380240896040393,.00129926334840203,.379989068936778,.0920435835657419,.0426612317293807,.0166052154806515,.0110602003658731,.00453613335784138,.00389731294966635
110,Experiment I,1,.471696812,.093429381,.060589473,.002037675,.001952456,.003861316,.001876757,.036292444,.207564919,.077505294,.032997853,.013537993,.00145466,1.55E-017,.170874969,.245854607,.034748967,.039443839,.023493024,.015664942,.010202874,.117995486,.172965746,.086311064,.016152312,.022757482,.004053968,.001920131,.00691537,.132941616,.027306924,.053854184,.002590573,.007222021,.00946232,.009149456,.145937777,.076100093,.047193997,.00878784,.003844773,.00714067,.400150369167748,.312562062340037,.127469750371932,.0408491018042982,.0275878826496632,.00369503818098376,.00163436072794038,.229414388557638,.0849992487420113,.040830655777651,.0151727705740113,.0109957834671342,.00436239144934681,.00373679871873714
115,Experiment I,1,.483898874,.084528206,.0838468,.000625283,.001417771,.003883794,.001842863,.369627903,.241977357,.082028377,.035122704,.012254458,.002173968,7.95E-017,.147669687,.161932215,.033708169,.043400763,.022869307,.013530545,.009104548,.097937662,.119130604,.085435709,.017817763,.022063123,.004245193,.001616757,.388295818,.15137095,.054672089,.056407494,.000408427,.00590179,.008507377,.004687595,.143569027,.075682421,.199661288,.008983464,.003658996,.006626155,.238396406673602,.296573615742213,.110142819309901,.0464513697837854,.0292186690570214,.00385496884252957,.00156800803549996,.226502147426465,.0664285515923162,.0407433248313041,.0143141619495108,.0109273638969094,.00438756410513629,.00376093764192794
120,Experiment I,1,.031780416,.100240042,.111168712,.001601841,.000824944,.003925012,.002086648,.409768977,.216062798,.092888403,.04077146,.010967837,.001229246,1.51E-017,.415044136,.16505706,.038119941,.049091105,.022667207,.002055007,.011358272,.280866447,.106652892,.084726964,.019305629,.020700933,.004746342,.001884763,.289955434,.1643996,.068383656,.053975974,.003089656,.004214458,.009985387,.457016863,.132909304,.075956017,.096873664,.009209541,.003689084,.00767711,.137746528234686,.220920475094793,.0907354885092972,.0659923862982129,.0304596648163417,.00376629568636016,.00185945834525567,.371183509033025,.0531614038355247,.039268488756812,.0134484386097649,.0108676514611913,.0042141819944593,.00361542655935618
125,Experiment I,1,.382563652,.132782429,.106559656,.002927315,.00022665,.003932627,.00204565,.420911544,.189927385,.11471941,.044229605,.009739531,.001854743,4.67E-017,.476962952,.161861422,.043977185,.056282394,.022358983,.000912989,.01025374,.190130495,.124201723,.081739606,.021360937,.020096499,.004877277,.001576992,.297207103,.181888444,.077541292,.05493504,.004707637,.003405147,.009054526,.45634844,.120830667,.074211758,.007348488,.009418475,.003409559,.007143017,.217921516778339,.210460972104785,.0780109900584599,.0875815594157576,.0317629846938091,.00390936395013316,.00179384380523605,.448419140458239,.044475220540947,.0395445104735002,.012893908001109,.0108083826390075,.00425079022765969,.00364145768856061
130,Experiment I,1,.365239833,.164538588,.094593003,.00523231,.000416382,.003957632,.002295578,.019699476,.239189469,.170671527,.053689315,.008067136,.001068738,4.48E-018,.467857024,.136325223,.047190734,.064656166,.022479828,.006899977,.012302786,.206070959,.149232158,.077040074,.023150611,.019182326,.005302273,.001809573,.380072424,.226206411,.090429366,.048993299,.006347617,.002306432,.01000486,.444932476,.114793755,.069805261,.002838172,.009641073,.003332274,.008268616,.367194487083092,.227288180449796,.0711656111088479,.096672920197037,.0315391104115571,.00383560700590663,.00204988661329274,.0202539553573579,.0558493876546373,.0387450413511738,.0123574451254176,.0107588105791904,.00407748767573924,.0035080608248132
135,Experiment I,1,.046226074,.193720436,.066473837,.006474325,.000984913,.003954871,.002248372,.032211505,.346403985,.195354057,.064290397,.007191556,.001618607,2.78E-018,.421420506,.117066584,.048980126,.070065275,.022439121,.006018794,.011315196,.385198143,.180793555,.072722837,.024743963,.018701945,.005391692,.00150635,.446879526,.273407951,.111807914,.050452173,.007379799,.001798241,.009219618,.002024635,.10438566,.065073839,.021190349,.009867319,.002979581,.007727709,.432044656473012,.224842802054855,.0678498029887471,.102908507049944,.0322104702481624,.00396520070360926,.00198583770670078,.0356982401177377,.0772018247659902,.0394410015332861,.0119938920339707,.010713047409179,.00412408441161015,.00353579330023759
140,Experiment I,1,.049203504,.221614027,.053561805,.008756974,.001588448,.003975573,.00250317,.019751734,.335743152,.144701857,.082528616,.005837594,.000954952,1.66E-017,.345014236,.102069304,.050841981,.071138434,.022832856,.009174483,.012964971,.478878248,.205537867,.065542374,.025930092,.018127991,.005759964,.00170034,.459778855,.258444273,.136566183,.045537102,.008547073,.001062663,.009511534,.005304951,.088732542,.060239894,.017894775,.010091528,.002794968,.008920849,.448541372721872,.207996200185595,.066889872420767,.0747343924232311,.0305525495995452,.00390340718070529,.0022128459330885,.0377430325531076,.0800666753629751,.0396119998535207,.011663435667059,.0106767341248623,.00395082466930094,.00341237206002786
145,Experiment I,1,.018731023,.24014197,.048535588,.009929404,.002076435,.003973787,.002451042,.054027027,.262410749,.099120145,.099989297,.005346177,.001443704,1.32E-019,.18945878,.093609098,.054329612,.066536312,.023068306,.00856171,.012224752,.006924491,.205259843,.056938177,.027090791,.017760008,.005820396,.001409417,.400064341,.205914837,.140003306,.049047661,.009342259,.000738104,.008963016,.006231082,.060884416,.056622374,.024540095,.010348108,.002365248,.008397532,.401696309831417,.192319864265589,.068280285924988,.0612602480773469,.0303968746700758,.0040219542503527,.002150888920203,.0647903656321142,.0675622573960834,.0407230337961172,.0114309117348137,.0106460067540711,.00400620278153737,.00344163940792593
150,Experiment I,1,.053496408,.234639967,.044595656,.012182113,.002608098,.003996023,.002709499,.050631384,.27096979,.081248893,.094408055,.004282992,.000876233,9.97E-018,.171258419,.094859354,.059829529,.060253765,.023718537,.010573459,.013299912,.484118036,.191708037,.047992952,.028162274,.017418166,.006146308,.001563644,.327802471,.193071436,.117136282,.047940873,.010309195,.000232022,.008616503,.02389497,.078286578,.05435259,.023478072,.010589476,.002062141,.009641858,.395798658421714,.190350341221794,.0728003560676204,.052736441320177,.0280874415589505,.00396996448873498,.00235384549853578,.29517755102817,.0463112163410203,.0418915763072103,.0112417198257398,.0106243489247975,.00383310600401227,.00332657645352767
155,Experiment I,1,.306942828,.215560547,.046254713,.013437545,.003022367,.003997184,.002653313,.068086784,.253989902,.073846677,.084135471,.003964395,.001314739,1.42E-017,.29646321,.098948616,.067947945,.054489252,.024077818,.010070536,.012912347,.016652494,.17903823,.042000024,.029187488,.017111353,.006189302,.001291206,.298868657,.230666149,.095016243,.054255248,.010987742,1.92E-005,.00833397,.026947918,.154312681,.053110149,.026797927,.010883393,.001568089,.009177405,.029525997237012,.206103136020926,.079432890635161,.0467031196811851,.0273907115911292,.00407932100208573,.00229431104743587,.162440646349831,.0399708960268246,.0435556373064807,.0110889215705389,.0106096242611638,.00389627764987392,.00335723209621634
160,Experiment I,1,.33618872,.219045719,.048769029,.015998419,.003497681,.004021398,.002913874,.353125826,.20235358,.070048384,.066373772,.003053602,.000822149,1.8E-017,.355688268,.120107368,.080873545,.048770625,.024550767,.011527281,.013308837,.411158555,.163229181,.037963211,.030292235,.016849377,.006494563,.001406323,.297124847,.257843968,.083619682,.057969468,.011686071,.000343417,.007492522,.070302446,.200859853,.052825719,.025319045,.011117381,.001223461,.010437471,.0290764837115846,.214585041587612,.0848915540878708,.0462934975031692,.0252726165628876,.00403556646682741,.0024771506269156,.198314378885175,.0419092454076175,.0460452019215481,.0109541744797605,.0106037031456027,.00372357564548473,.00324928167803843
165,Experiment I,1,.371919582,.253709743,.056477934,.017525568,.003860135,.004025653,.002853814,.337888658,.163931289,.037329866,.055731705,.002737629,.001217663,2.91E-018,.407094424,.157052011,.098483876,.044282764,.024623092,.011110859,.013321672,.303343524,.157904498,.035566444,.031254172,.0164681,.006543905,.001156832,.342498714,.251308238,.077664476,.064355582,.012032327,.000489653,.007446547,.400962231,.20509153,.052011294,.026999733,.011410482,.000787591,.010088376,.00622441780112411,.200008663346624,.0877338363138866,.0426863545869245,.0244137796209534,.00413720658818627,.00242024236226096,.326620405270148,.0606042327344537,.0486892425680738,.0108382627444961,.0106058371663972,.00379376223270328,.00328119556997295
170,Experiment I,1,.361618076,.258915719,.061192171,.019991315,.004297288,.004051809,.003114327,.223802964,.144854555,.141400895,.050558342,.00179825,.00078413,9.28E-018,.36853326,.193560038,.114311165,.040769521,.024920186,.012344636,.013041145,.098431827,.197174954,.034374687,.032475788,.016222423,.006850557,.001235002,.423301102,.254865209,.07454514,.074888417,.01244379,.000759643,.006302115,.37770647,.197031517,.050579851,.026163684,.011617432,.000550206,.01129628,.0800150719330077,.178825287932762,.0882014640046338,.0428197632923979,.0227694290407497,.00410055113992265,.00258609958661546,.279626304727767,.086002882275022,.0527463920494379,.010776718582755,.0106167023242229,.00362178140145999,.00317938281784185
175,Experiment I,1,.356135614,.211996218,.067997838,.021391757,.004629292,.004058916,.00305097,.158429186,.133713555,.12207182,.046883,.001249806,.001143079,6.93E-018,.312687489,.213917993,.121788384,.038483325,.025015479,.012004831,.013430686,.119738055,.272782255,.03461863,.033519494,.015897566,.006911448,.001011223,.462604322,.266789569,.073341064,.077547611,.012661912,.000863733,.006431655,.309079682,.197651642,.048127429,.027926599,.011917765,.000252555,.011139038,.197102829312393,.184669806216058,.0882607116521548,.0405777459750411,.0219175021609194,.00419568110862653,.00253193897952057,.162665573050977,.109959517548723,.0551515557476228,.0107321180445043,.0106367355560564,.00369841654388602,.00321243884987604
180,Experiment I,1,.386627127,.182976353,.075580498,.024038473,.005047431,.004087329,.003310389,.201573683,.131765838,.048016335,.046369695,5.55E-005,.000756047,2.08E-017,.368733955,.217119578,.117994614,.036390554,.025375483,.013152731,.012577058,.181791419,.234937084,.03722229,.034660576,.015793939,.007217877,.001055751,.466166592,.257992815,.072445093,.092826848,.013003169,.001070932,.005157535,.395577954,.216070202,.045501927,.027941082,.012115951,.000222815,.012185981,.142994157569682,.218062793144673,.0895588000680041,.0417784556054662,.0207567653246026,.00416530497150022,.00268333112113298,.18945224023566,.131024557228231,.0577475952496782,.0107508194997832,.0106658686581655,.00352758507940905,.00311599026915072
185,Experiment I,1,.023992879,.188552237,.090814172,.026108674,.005369094,.004098105,.003245114,.298834693,.13746328,.052683177,.044609918,.001070348,.00108131,8.07E-018,.429333165,.239439486,.107911652,.034837049,.025605485,.012860921,.013260634,.111504659,.133332799,.041057787,.035089579,.015575863,.007282442,.00085891,.479653699,.230265608,.070863948,.081312434,.013215685,.001147286,.005397479,.436984308,.223113801,.04516832,.030207014,.012439522,9.66E-005,.0123159,.200938192585075,.211550267125185,.0923506393164236,.0409036544204652,.0200321962194388,.00425493354469681,.00263198710085407,.305262508822532,.136842861174343,.0587957863790231,.010784470843488,.0107056687918183,.00361033759666787,.00315008421204849
190,Experiment I,1,.001740936,.209418261,.109546554,.029451823,.005788299,.00412865,.003502339,.339151759,.136550867,.058439801,.045047645,.002677149,.00072887,1.78E-018,.44881941,.293018404,.10192405,.033750503,.026076594,.013979928,.012000813,.296947398,.102951801,.045543409,.035490337,.015604094,.007587028,.000873875,.469686111,.200471488,.072093508,.076012563,.013571492,.001310751,.004116899,.426166353,.199487512,.04709752,.031186303,.012637722,.000406821,.013048586,.211818801568103,.177715184458915,.0956698305749067,.0423745095062927,.0192730720924051,.00423024365320459,.00277094995444531,.302699037423068,.151578107188388,.0606217277982735,.0108972965672428,.0107550432974202,.00344122340725942,.00305837864776005
