msec,Experiment,Exper,HzpostEEMD1T5squa,HzpostEEMD2T5squa,HzpostEEMD3T5squa,HzpostEEMD4T5squa,HzpostEEMD5T5squa,HzpostEEMD6T5squa,HzpostEEMD7T5squa,HzpostEEMD1combinexpT5SquareMask,HzpostEEMD2combinexpT5SquareMask,HzpostEEMD3combinexpT5SquareMask,HzpostEEMD4combinexpT5SquareMask,HzpostEEMD5combinexpT5SquareMask,HzpostEEMD6combinexpT5SquareMask,HzpostEEMD7combinexpT5SquareMask,HzpostEEMD1combinexpT5SquarePseudo,HzpostEEMD2combinexpT5SquarePseudo,HzpostEEMD3combinexpT5SquarePseudo,HzpostEEMD4combinexpT5SquarePseudo,HzpostEEMD5combinexpT5SquarePseudo,HzpostEEMD6combinexpT5SquarePseudo,HzpostEEMD7combinexpT5SquarePseudo,HzpostEEMD1T5diamo,HzpostEEMD2T5diamo,HzpostEEMD3T5diamo,HzpostEEMD4T5diamo,HzpostEEMD5T5diamo,HzpostEEMD6T5diamo,HzpostEEMD7T5diamo,HzpostEEMD1combinexpT5DiamondMask,HzpostEEMD2combinexpT5DiamondMask,HzpostEEMD3combinexpT5DiamondMask,HzpostEEMD4combinexpT5DiamondMask,HzpostEEMD5combinexpT5DiamondMask,HzpostEEMD6combinexpT5DiamondMask,HzpostEEMD7combinexpT5DiamondMask,HzpostEEMD1combinexpT5DiamondPseudo,HzpostEEMD2combinexpT5DiamondPseudo,HzpostEEMD3combinexpT5DiamondPseudo,HzpostEEMD4combinexpT5DiamondPseudo,HzpostEEMD5combinexpT5DiamondPseudo,HzpostEEMD6combinexpT5DiamondPseudo,HzpostEEMD7combinexpT5DiamondPseudo,HzpostEEMD1T5Mask,HzpostEEMD2T5Mask,HzpostEEMD3T5Mask,HzpostEEMD4T5Mask,HzpostEEMD5T5Mask,HzpostEEMD6T5Mask,HzpostEEMD7T5Mask,HzpostEEMD1T5Pseudomask,HzpostEEMD2T5Pseudomask,HzpostEEMD3T5Pseudomask,HzpostEEMD4T5Pseudomask,HzpostEEMD5T5Pseudomask,HzpostEEMD6T5Pseudomask,HzpostEEMD7T5Pseudomask
340,Experiment I,1,.328968008,.119457533,.078319218,.030695224,.034177994,.005649878,.006639355,.004126434,.309219238,.073662323,.046217128,.008980698,.000101411,1.51E-018,.108301292,.101949799,.020731491,.018659295,.019062688,.015214845,.007091881,.275923096,.183852376,.096755932,.050657766,.042604359,.02755291,.003325235,.005241054,.263491843,.076942913,.04759206,.0233531,.001660009,.002292747,.351188683,.188347986,.090391073,.012592976,.013000021,.004760729,.007984662,.290012724664066,.0942517924569137,.0361029147174545,.0162550541415968,.0110593260811542,.00432726969758094,.00359760028683882,.295035504468548,.184427544657994,.0726230802400398,.0250131677418751,.0146250508593385,.00347688247272038,.00263570051931725
345,Experiment I,1,.420430934,.150995202,.080028017,.031259519,.035526851,.005695114,.006773098,.47103998,.355076993,.075077107,.046370415,.008749896,2.83E-005,5.04E-017,.127326102,.092444238,.02229545,.018770124,.018724837,.01498476,.00719371,.389114742,.237302795,.096163698,.049489911,.042364392,.029421179,.002975486,.449719776,.232065007,.068213342,.045764292,.021487412,.001680181,.002207687,.394624625,.184221301,.085520261,.010905576,.013034377,.004773299,.007762111,.228964975495546,.10070499966634,.0370649622364719,.0162069617727533,.0110133433876075,.00431641342804794,.00359236377088385,.372413621405766,.184844342065894,.0774815278785539,.0264403431590006,.0149781432651971,.00362077053937868,.00267754265763958
350,Experiment I,1,.44014579,.164456926,.08313921,.031918705,.034873859,.005715236,.006937912,.445654788,.329528064,.082219649,.046036265,.008442085,.00015911,7.91E-019,.127248101,.08740292,.024172502,.018957583,.018440712,.014521731,.007052648,.41421274,.248023495,.097762555,.048210181,.040485715,.029557347,.005987876,.382413981,.170384181,.06291952,.045844713,.020036286,.001731522,.002455605,.431355941,.173168887,.080384988,.009503403,.01313863,.004813402,.007673953,.206190360986832,.107004890615486,.0373542873326143,.016188250801648,.0110641941330003,.0042812030271315,.00364003932237834,.338767010574491,.178141350838339,.0809616240899159,.027807522481134,.0153292933254985,.00353420662444499,.00262823280707026
355,Experiment I,1,.362962421,.152724024,.085855677,.032475855,.033885904,.005748992,.007109739,.432990764,.304157214,.09270551,.045673585,.008263772,9.23E-005,2.19E-017,.271668331,.08746614,.026370453,.019191642,.01813173,.014289892,.007124293,.377736767,.20198865,.096646676,.046418579,.038674965,.03039465,.005298858,.255986701,.138610033,.059972685,.045311655,.01877882,.001774663,.002378661,.435920562,.145712648,.078530415,.008971408,.013239451,.004822463,.007433788,.267847862698923,.10982430038359,.0372392429975343,.0160237354783504,.0110549249541227,.00426630168669435,.00363770919489764,.228662629336042,.168716460730856,.0860243431878394,.0288462292173795,.0156529541721307,.00367696511118661,.00267016642531929
360,Experiment I,1,.037022263,.134411385,.086386836,.033124042,.031500585,.005752286,.007265624,.432754657,.303193699,.102872541,.044897205,.008024473,.000217558,1.5E-017,.204087773,.086680712,.029089489,.019489453,.017827992,.013866194,.00701493,.369808105,.189033259,.09378808,.043971762,.036403273,.029362977,.010901567,.107282856,.141123592,.058735025,.046530836,.017879782,.001843644,.002609154,.394330003,.110132553,.077969021,.010330297,.013437403,.004859756,.007410331,.337091158500575,.110344437184391,.0371250253286543,.0159132799323125,.0111267610086543,.00422992213936856,.00368182967781515,.166588088992878,.170772950199661,.0927810820570308,.0297994682062336,.01594569378487,.00359579881426209,.00262280146104406
365,Experiment I,1,.028406409,.122529208,.087431678,.034032573,.029252399,.00576862,.007479898,.43759516,.26382334,.107518498,.04417316,.00787998,.000157591,6.08E-018,.135467866,.087045338,.032530006,.019832651,.017518704,.013638581,.007061573,.428081756,.213418475,.089597372,.04187274,.034244786,.028848162,.009498037,.112105153,.155174537,.057820443,.047711653,.017099088,.00189988,.002539794,.389405122,.110550009,.076507059,.013393952,.013610117,.004868243,.007162947,.383639128417374,.108658108498239,.0369786101461785,.0157280572034434,.0111521036079785,.00421063428598146,.00368239402362682,.280125144187458,.178524055478961,.0970991967501126,.0309000504101612,.0162145231783982,.0037371748450101,.00266478464975692
370,Experiment I,1,.351760691,.127043763,.087188157,.03504104,.026757808,.005739618,.007622644,.459067661,.190816885,.104283966,.042800028,.007683782,.000277367,1.56E-017,.145529782,.091335249,.036989062,.020264137,.017245574,.013254748,.006978938,.389327294,.206140649,.08390662,.040186517,.032146162,.027154612,.020023598,.217327331,.17009447,.05697671,.049578089,.016602386,.001983793,.002755438,.378808044,.125220248,.074689149,.016751595,.013892586,.004905133,.007187001,.30532660687751,.102882713319738,.0369926283046536,.0156158904961108,.0112433897367784,.00417247912061959,.00372298898386747,.397853398436706,.17960482819007,.0985996547123484,.0321642269469122,.0164636276010781,.00366164333469204,.00261936262227982
375,Experiment I,1,.009309085,.158500911,.088762021,.03620403,.024613016,.00572121,.007882703,.01906942,.117082757,.093007375,.040758359,.007556977,.000220149,5.56E-018,.132689287,.102904583,.041487536,.020805133,.016982436,.013031833,.007003599,.24493249,.16262278,.07803109,.038748592,.029907009,.025795755,.017252616,.224305216,.176407966,.056952013,.050866865,.01610198,.002063476,.00269325,.342109313,.136719675,.072678473,.019446647,.01413915,.004915051,.006939559,.19716070143875,.0981201577214191,.0370709137397122,.0154542307493255,.0113025225524379,.00414825708310531,.00372642777499624,.40292259544791,.192465858783384,.0949835837295315,.0336513021823812,.0166976979260062,.00380143876154777,.00266135212902739
380,Experiment I,1,.001952427,.212877867,.09250893,.037011363,.022787462,.005649389,.008009619,.43294982,.108199983,.080571288,.038672941,.007379298,.000329049,2.34E-017,.174730053,.122171274,.045307017,.021515002,.016757194,.012689388,.006944386,.176024006,.126050209,.071894727,.037552613,.028122234,.024145686,.033238535,.210611102,.16940503,.057704594,.051988098,.015712351,.002169772,.002896251,.300034993,.16609374,.070907488,.021799375,.014513298,.004953244,.006998115,.166575115358958,.0958633668872894,.0373176757570215,.0153615765504028,.0114127240851156,.00410748630962074,.0037635154925687,.456414342166414,.221654351715805,.0873470405216994,.0352547122932057,.0169202018051022,.00373184761282061,.00261787960390005
385,Experiment I,1,.01676036,.249826807,.0928327,.037675525,.021226176,.005588851,.008320729,.002278647,.153918429,.071295056,.036846529,.007250439,.000269724,2.63E-017,.290318073,.139944511,.049004998,.022406863,.01654482,.012473194,.00695186,.173873109,.102742654,.065203352,.036534708,.026381478,.022616366,.029519837,.15096007,.156873667,.058074772,.053880043,.015223547,.002264603,.002840933,.268340269,.185125243,.06865902,.023709272,.014829218,.004966108,.006755518,.076701182795647,.0921663871753338,.0375889320536564,.0152339186551871,.0115053370845282,.00407747939661532,.00376979910768147,.454016587796739,.229787707747535,.0805457572911874,.0370916735155013,.0171342806106515,.00386996678177384,.00265983041232713
390,Experiment I,1,.030331086,.225810513,.089551087,.037929729,.02009146,.005469657,.008426593,.401550453,.191023316,.062357034,.035362469,.007090374,.000365493,2.53E-017,.403410227,.151704921,.052332033,.023538625,.016366794,.01216642,.006912212,.094032373,.088090738,.058862496,.035889937,.025214328,.021292772,.037803864,.132227637,.147685109,.057827873,.054554423,.01484926,.002378337,.003033189,.286598582,.182303571,.066527838,.025603124,.015215374,.005006975,.006838732,.102086150267403,.0892052066448862,.0380311508651218,.0151659372650362,.011633655883872,.00403287779186306,.00380339001421974,.400288899778347,.205335944149418,.0764657809425624,.0389521442033553,.0173435961000895,.00380678532614117,.00261832219182121
395,Experiment I,1,.448040868,.172753833,.083562211,.038438023,.019089065,.005387291,.008794899,.37784734,.225852558,.054317406,.033991321,.006976902,.000301509,3.27E-017,.413388459,.152251795,.05525024,.024750952,.01620236,.011955259,.006904115,.141831614,.081344452,.053727604,.035350839,.024036263,.019916158,.03754936,.253227827,.147260023,.058312578,.055520768,.014411046,.002477859,.002984537,.363226161,.176426944,.065402882,.026971891,.015431189,.005024109,.006604322,.24307149369073,.0922860894428462,.0384970197905394,.0150742621230785,.0117570955296126,.00399570382912708,.00381247777199929,.272920220636902,.17873080134346,.0729959969390791,.0409359291369604,.0175503080909176,.00394349306860606,.00266018709295701
400,Experiment I,1,.424869342,.131402734,.079059564,.039094412,.018475566,.005305686,.008879027,.393975491,.241701844,.046156126,.032883874,.00684196,.00038542,3.85E-018,.322713079,.139432637,.058823937,.025805918,.016067876,.011681577,.006880649,.324227651,.076962318,.049783883,.03492702,.023322169,.018980207,.026326526,.386183108,.150690231,.059308431,.053903885,.01407247,.00259297,.00316769,.444719389,.169027396,.065150092,.027777401,.015688796,.005068945,.006704726,.245885847381484,.101932766330344,.0391317181986647,.0150316695156196,.0119012320847939,.00394538761139259,.00384257771505608,.164417074721549,.176089300999453,.0675870746306958,.0427293990595063,.0177586083486457,.00388857243026198,.00262066601917709
405,Experiment I,1,.336393504,.109860338,.077488466,.040174791,.017911491,.005378863,.009322419,.043977931,.218978804,.036354915,.031785232,.006745209,.000320666,1.75E-017,.301203643,.126814171,.063681853,.026625744,.015947415,.011478604,.00686037,.410172354,.071826897,.046486998,.034522274,.022534169,.017879062,.029425,.412277087,.149946035,.060767321,.052058464,.013653114,.002693138,.003125589,.442307211,.156707671,.064756842,.027927152,.015823832,.005091708,.006480763,.161734756824626,.114481837128049,.0400666171724524,.0149654855292102,.0120604078228802,.00389946652422244,.00385441645225711,.181750853337139,.180193024149093,.0629415152221364,.0444692188215123,.0179663551417231,.00402769394814827,.00266239517298592
410,Experiment I,1,.305448918,.110746516,.078764228,.041170677,.017681446,.005568344,.009391173,.49642068,.164386499,.028066095,.031037258,.006632929,.000397707,2.26E-017,.075835566,.122647262,.069354387,.027319488,.015852748,.011236304,.006851563,.316236532,.062390608,.04357314,.034274075,.022135624,.0171993,.014267668,.036212899,.152641505,.061340012,.048619,.013289465,.002806748,.003301066,.353704708,.14705828,.064468154,.028237801,.016065885,.005141968,.006592679,.223734476613236,.130912858637627,.0416157644517866,.0148573640350922,.012230579432281,.0038432139633833,.00388102983477496,.0219536950623584,.166009297812376,.0598389673824816,.0458697857784261,.0181595698442674,.00398392684292178,.00262489199783781
415,Experiment I,1,.262674526,.121756893,.08301046,.042330724,.017462735,.005995982,.009928637,.424215185,.068965861,.02559351,.030455194,.00655223,.000334084,1.69E-019,.038883944,.123991859,.073952758,.027957876,.015772641,.011043033,.006822225,.138122368,.056490579,.041337537,.034088096,.021691192,.016299696,.016807784,.005026354,.169046539,.060682566,.045009577,.012799955,.002905324,.003265485,.210068485,.138926803,.065511753,.028450167,.016216257,.005172015,.006380679,.367045101668783,.154939316201512,.0448690974567726,.0146585073808416,.012436520900178,.00379101863452066,.00389555256336281,.0613330771304594,.152980529085667,.0585680392719092,.0466063702080028,.0182802270352354,.00412190259751985,.0026664324833366
420,Experiment I,1,.277869279,.132814767,.088463902,.04353497,.017527474,.006504145,.009984108,.03476238,.049089062,.027181037,.030195846,.006460805,.000406312,1.08E-017,.049716591,.128586218,.076646446,.028588837,.015714496,.010827486,.006825627,.132016543,.063967377,.040048312,.034059902,.021571527,.015808753,.007152461,.461149788,.191382448,.060134463,.041253633,.012287283,.003015291,.003434534,.073421971,.136165259,.067063944,.029079024,.016500133,.005229622,.006499773,.047328509874602,.181063970362321,.0516481457481944,.0145143799973281,.0126473207463533,.0037346176256936,.0039186853722742,.319682548513355,.151541085968479,.0584177276632589,.0461293155042066,.0182678846352758,.00408465971729923,.00263098579259044
425,Experiment I,1,.084554796,.146904814,.098399215,.04464734,.017508561,.007158838,.010632235,.418891847,.110400336,.030025581,.030017414,.006393288,.000345348,6.12E-018,.035570458,.130846484,.0783013,.029210571,.015670691,.010642918,.00678834,.192441125,.076115367,.039413382,.034131917,.021410227,.015128889,.008629528,.441193814,.203481346,.060393133,.037799221,.011552577,.003109857,.003405523,.086542316,.142297469,.06932175,.029770143,.016706076,.005269318,.006300741,.0260160532265136,.199425130230914,.0618933972161669,.0144367479924089,.0129136149766679,.00368466844356001,.00393581005336369,.392688557772733,.151494261416699,.0590831224092011,.045216986824114,.0181591253896959,.00421993735269091,.00267228114526485
430,Experiment I,1,.040461223,.162583983,.108926018,.045248155,.017491924,.007793958,.010675444,.304721311,.127454318,.033569141,.030067152,.006315626,.00041472,1.66E-017,.39426235,.133694463,.078411563,.029722577,.015644112,.010450513,.006801262,.315798912,.083903159,.039239451,.034347959,.021499339,.014818684,.003163894,.398785389,.19537018,.061011943,.035320939,.010683173,.003215104,.003569236,.225782388,.134511449,.070944425,.031068367,.017063868,.005337268,.0064237,.466773973735684,.21055641171302,.0738947207133383,.014449560119462,.0131696714194361,.00363472333010958,.00395547277818548,.329610895821224,.151520796133674,.061029854241742,.0444959991025452,.0180179243413781,.00419012135457048,.00263893732519191
435,Experiment I,1,.043154293,.166754855,.115173147,.045186606,.01721899,.008510061,.011448974,.192245679,.123623644,.037425709,.030192076,.006256328,.000357138,2.79E-017,.413698674,.144227695,.076202209,.030044524,.015647815,.010275613,.006757532,.364334683,.086964491,.03947091,.034651382,.021570276,.014341887,.004018798,.294417162,.170880767,.06167298,.033098037,.009683397,.003307565,.003546918,.324028466,.114193928,.070821726,.03243709,.017354661,.005390685,.006238293,.466636977590577,.228436567099325,.0864552347199457,.0145563386459043,.0134941158789289,.00358865536963087,.00397510125313485,.144490755027288,.147953534505788,.0626405752325954,.0440190549122314,.0178650707578603,.00432285759551124,.00267992706091554
440,Experiment I,1,.056803254,.158775896,.119574079,.045082882,.017022874,.009155209,.011480997,.2267183,.125165158,.041892266,.030492356,.006190305,.000424418,1.33E-017,.471164031,.159546829,.074911437,.030345826,.015696631,.010103723,.006777852,.287609866,.088197096,.039908204,.034771715,.021793652,.014176066,.000796912,.163467968,.146060016,.065259095,.031778107,.008823531,.003411979,.003706252,.39132079,.104654312,.070575546,.034275278,.017814158,.005474985,.006362579,.461693293409564,.265948194571271,.0987066896363243,.0147882395512241,.0138004628279499,.00354358693823724,.00399131168361609,.155094276188296,.140366144790066,.0645667167623842,.0441530836729659,.0177139400258648,.0043010269612973,.00264874029671926
445,Experiment I,1,.369214709,.153579405,.119640644,.044997869,.016714411,.009844261,.012389758,.222583452,.128026567,.045899427,.030890867,.006137761,.000370042,2.68E-017,.485341246,.176633389,.076944567,.03078734,.015771344,.00993947,.006728865,.059958651,.092553926,.040393126,.034421954,.021934015,.013871932,.001340475,.128261984,.132759957,.071854542,.030706483,.008002434,.003506887,.003690814,.017675368,.111145888,.071174185,.036277083,.018211104,.005551181,.006191219,.484163316707174,.285411607304301,.115115155844295,.0152223759627295,.0141963981150409,.00350018750791187,.00401332880423787,.101746112653361,.133044166771923,.065878602031572,.0447397073337616,.0175688727678873,.00443119973084296,.00268935942194999
450,Experiment I,1,.374408667,.157490345,.117590925,.045295583,.016508602,.010440646,.012412399,.1723839,.130711475,.049841767,.031420978,.006079012,.000435316,1.99E-017,.48072564,.188842954,.081943241,.031421482,.015859076,.009788141,.006755624,.058816093,.101326801,.041116752,.033884386,.022152286,.013825251,.000678197,.153820718,.123563638,.080523037,.030483998,.007301443,.003616328,.003846592,.033156522,.143383225,.073029864,.039074439,.018763893,.005662937,.006314895,.159918400120163,.266540118214323,.134217801947309,.0158595967392013,.0145698700000036,.00345940365867288,.0040261146856565,.0479298358930989,.125509625909324,.0682569522012294,.0461981268619304,.0174367539667051,.00441786675360347,.00266039171753509
455,Experiment I,1,.393073065,.170501208,.121532415,.045608101,.016193882,.011059702,.013454568,.220555246,.131507988,.054692721,.032095668,.006031202,.000384773,4.75E-018,.485048777,.187037699,.092022722,.032308987,.015961787,.009638606,.006704346,.313968744,.114867944,.042391755,.033467275,.022356618,.013658379,.000275901,.126441995,.1141789,.089547105,.030433935,.006619057,.003720027,.003838254,.036915088,.185666555,.076671667,.042418892,.019171184,.005770855,.006157847,.142857619846119,.251299964233162,.139891065867326,.016596863276358,.0150540971545754,.00341846347585937,.00405038768574663,.0265331020509424,.120133557598534,.0715601441257018,.0478726051381737,.0173204775570969,.00454547275949409,.0027005702262354
460,Experiment I,1,.044347568,.192376241,.134244478,.046076732,.015932963,.011578747,.013467016,.271032977,.128353064,.060112278,.032896785,.005983592,.000450323,6.56E-017,.476119003,.177327584,.10577198,.033490258,.016076787,.009508448,.006737554,.404039813,.1291518,.044350568,.033145829,.022612008,.013695929,.001619588,.114055732,.119028086,.095811288,.03052978,.006037965,.003839955,.003991122,.085967678,.205291764,.082114275,.046868525,.019565566,.005913441,.00627944,.457284555007178,.24662299660572,.126377202890597,.0173504134218764,.0155155370571427,.00338167606935302,.00405978920150048,.0196155062002573,.127165214906116,.0773860608703001,.0518994585338614,.0172273861404598,.004541185303912,.00267389143479782
465,Experiment I,1,.061964639,.207136328,.148640413,.046134497,.015495883,.012100565,.014609999,.095021478,.128973345,.064662374,.03390234,.00594923,.000405613,2.47E-017,.476861722,.171312489,.121521225,.034903359,.016210162,.009376333,.006685821,.437293166,.13222939,.046771936,.032984428,.022888147,.013639007,.001295737,.100970484,.138904688,.100485724,.030133158,.005479374,.00395666,.00399001,.262759364,.199040401,.08565061,.052000098,.019728692,.006051121,.006136873,.462720724994853,.239572279419355,.108063534599856,.0181842223406613,.0161087812859294,.00334308289067342,.00408616735044696,.113487114991634,.160557104305968,.0872927134905445,.0632566519074406,.0171578473611825,.00466628507232192,.00271355379334271
470,Experiment I,1,.358169872,.201655376,.147882708,.045588727,.014965709,.012524327,.014602006,.091535635,.138652618,.069142152,.034858024,.005916235,.000472986,2E-017,.465388543,.17396779,.135886976,.036190092,.016364788,.009274587,.006724513,.426291956,.12319394,.049113471,.032903461,.023178145,.013749068,.00224787,.128713767,.263486065,.104767502,.029692689,.005018785,.004090492,.004139955,.21018648,.186331211,.08561182,.057038766,.020153456,.006214209,.006255281,.474219302934664,.23425663404785,.0957903027441727,.0191229978656744,.0166592807960675,.00331008582883106,.00409223939440264,.118548183532723,.227335129790386,.09758657441762,.0994883503697074,.0170896923884315,.00467165888745361,.00268924164786559
475,Experiment I,1,.357763854,.188862611,.130030232,.044403588,.014066894,.012942163,.015773853,.313600115,.163818117,.073514813,.035447332,.00589068,.000434946,2.6E-017,.467015642,.189675622,.136077898,.037268036,.016555442,.009176342,.006673568,.387281955,.1165563,.051234083,.032958578,.023513143,.013797101,.001974285,.271824292,.377101342,.108992463,.0288302,.004577765,.0042236,.004144808,.238767533,.186364749,.085595866,.062072845,.020696554,.006358845,.006127302,.478696562318635,.231558963440223,.0869666794811844,.0201748167221918,.0172686372415012,.00327379172236024,.00412055397026228,.435232347657211,.273795901340527,.109895356042292,.160066244015552,.0169909796632228,.00479440734634708,.00272830627017557
480,Experiment I,1,.363077676,.183628194,.110441508,.043314114,.013057879,.013282569,.015738363,.421499855,.202820246,.076294818,.035578836,.005866474,.000504968,1.29E-017,.444833374,.204257638,.125062235,.038324934,.016773298,.009106795,.006716765,.36310871,.118830087,.053503535,.033057456,.023816322,.013983397,.002687306,.380736843,.275604697,.112263596,.027322904,.00420184,.00437499,.004290317,.330531384,.201750847,.087793082,.06590545,.021732296,.006514737,.00624172,.465408352348248,.228547501745465,.0756901678963423,.0212762357329398,.017740782971407,.00324444383766712,.00412336816621444,.435143419930156,.260656013472338,.122741691699424,.157653455645033,.0168518461374694,.00481015387665376,.00270644640219832
485,Experiment I,1,.423052712,.17005825,.094825866,.042374497,.011966721,.013624315,.016834488,.467436733,.234531918,.079201581,.035649281,.005848547,.000474127,8.46E-018,.358666795,.193318233,.117711329,.039470097,.017021624,.009025303,.006667656,.433760553,.129986733,.055840334,.033215284,.024154209,.014113558,.002448895,.368912287,.162987796,.1137675,.02502263,.003796046,.004527911,.004300884,.412774121,.222152267,.091699789,.06772455,.023119069,.006647841,.006128408,.452880454841313,.225503555173676,.0645707352309507,.022475896561147,.0182736705503563,.00321045449364065,.00415343278017544,.434861670699737,.264926510462481,.13251901427579,.101707306721203,.016656713977493,.00493083617464279,.00274482511849673
490,Experiment I,1,.434748086,.125757599,.0822185,.041475626,.010902809,.013921204,.016771291,.480785467,.254164791,.083682098,.03560419,.005832971,.000547374,5.82E-018,.341383433,.173874743,.118835729,.040702988,.017296485,.008965094,.006714459,.455716298,.146833204,.058321011,.033281714,.024424636,.014308664,.003008923,.376055172,.166815174,.114826045,.022752296,.003361023,.004695564,.004442675,.445635413,.224777754,.093740161,.065705972,.025430627,.006789792,.006238278,.455178289075948,.226064625567674,.0645909913736638,.0237615070313198,.0187152915195796,.00318467058690042,.00415307920303163,.459968879938054,.325428451085895,.135670710961567,.0736001162469393,.0163457162752025,.00495779919623615,.00272551105251511
495,Experiment I,1,.368846617,.081056076,.074086225,.041020536,.0096443,.014239452,.017656948,.47988541,.288245105,.087588972,.035582885,.005820814,.000524109,3.09E-019,.363502886,.175421646,.135420696,.042022814,.017606235,.008889703,.006668099,.438937106,.153526801,.061592666,.033378936,.024759236,.014434672,.00279688,.433974874,.199414437,.114268727,.020579192,.002865023,.004857606,.004458488,.439534899,.201602753,.092319724,.06114906,.028845401,.006910627,.006139705,.000935711511369259,.231649564146545,.077944851800996,.0251002498781144,.0192441046349423,.00315303934901523,.0041846904995475,.0321917352369715,.29636297301229,.12654767729932,.0656354690360293,.0158577705966702,.00507688235755984,.00276310857649486
500,Experiment I,1,.387609809,.076275441,.069751374,.040946079,.00826311,.014556246,.017564492,.464959451,.321538577,.090467504,.03546372,.005811352,.000601002,3.82E-018,.352537906,.184298018,.166193565,.043078202,.017926104,.00883526,.006717693,.427814987,.142252408,.065884613,.033675254,.02504866,.014591789,.00325508,.438596566,.227400443,.1133519,.018553417,.002356951,.005027352,.004594876,.409881228,.179894257,.090807259,.055360626,.034588581,.007040186,.006244677,.44676707378761,.238220279815127,.0944533058508907,.0261930682701699,.0196999371779962,.00313078502344198,.00418127905277509,.045909763483198,.194794085871268,.111195950778439,.0643601209882203,.0152679438212692,.00511609532252451,.00274644168605764
505,Experiment I,1,.4563866,.115167798,.068154035,.041389479,.006632276,.014857529,.018109252,.459942096,.297164193,.093693169,.035372413,.00580395,.000585594,1.51E-017,.355259493,.184281297,.178409876,.04362279,.018192046,.008765782,.006674878,.382727101,.126448561,.070145331,.034242158,.025425759,.014701291,.003063948,.424924714,.229139459,.114905561,.016649788,.001798892,.005189627,.004615776,.414319038,.183878753,.090614305,.050337672,.044125907,.00715129,.006160922,.0187421345044162,.24216912160133,.10593125738686,.0270839937854319,.0202348573656152,.00310161002859913,.00421421779994979,.485305911985722,.129473315584998,.0999912895034925,.0631833373074311,.0146987597522449,.00523431049876837,.00278315508686659
510,Experiment I,1,.472376928,.166414939,.069350317,.04205612,.004785054,.015054488,.017993722,.444040737,.248751496,.09431825,.035299631,.005799002,.000666453,3.51E-017,.405988866,.185767264,.155264966,.044163824,.01833324,.008716966,.006726513,.378604931,.124004389,.073447932,.035099664,.025755672,.014817312,.003452155,.446275902,.20452726,.115492447,.01487259,.001197488,.005357149,.004747469,.023179815,.212186199,.090515201,.046887304,.059389729,.007271427,.006260821,.457967049435175,.247061543683242,.113932698084355,.0279555022164566,.0207039531125685,.00308289957725584,.00420787920658357,.463117841102763,.0874734425733369,.0946900106117269,.0617642629385738,.0141807369536482,.00528709558668578,.00276924449689221
515,Experiment I,1,.455767433,.193163353,.07090127,.043203052,.002556085,.015155538,.018130043,.403730591,.232246067,.091555687,.035309237,.00579461,.000659116,6.37E-018,.46175821,.192436824,.124997361,.045095551,.018376327,.008654082,.006687902,.424680084,.146049968,.076301932,.036300847,.026076785,.014911101,.003278426,.469320002,.172483907,.113516347,.013475263,.000549084,.005515356,.00477247,.037680006,.255292508,.088325809,.044763338,.078715948,.007375883,.006191972,.440031463619411,.254234249809478,.121966556074261,.0289801499452072,.0212232033495029,.00305632375966498,.00424191177984116,.450334633432541,.10171313169921,.0949311326940741,.0608487206330124,.0137076391150406,.00540558240937543,.00280496268425348
520,Experiment I,1,.46127162,.189574906,.070005519,.04447322,3.39E-005,.015179236,.017999414,.360362282,.228094636,.088381539,.035381085,.005793382,.000744197,3.28E-017,.459277664,.201957759,.109228669,.046386799,.018367226,.008611113,.00674084,.017935482,.190554882,.078327401,.037862969,.026168775,.015004401,.003617293,.466100921,.145373763,.108911709,.013312871,.000150124,.005676649,.004896113,.439079157,.263203178,.08391014,.044004404,.08709906,.007489619,.006286763,.400492709705597,.250775387889261,.125220521630244,.0302231260341605,.021679737541505,.00304122108908512,.00423279815004079,.463695224596451,.144939274304589,.0999015762746085,.0604471499028551,.0132766235636743,.005473742695958,.00279392510231107
525,Experiment I,1,.42923029,.163289258,.067166116,.045657178,.002954152,.015148324,.017746008,.088552765,.207497934,.08336274,.035518942,.005791069,.000745106,7.43E-019,.464672531,.216338788,.107928094,.047600728,.018335547,.008555396,.006706899,.005701698,.234563196,.079935628,.03943118,.026142446,.015077027,.003458695,.417340356,.128747989,.099831326,.015347502,.000867732,.005830414,.004924312,.390846571,.226804766,.080204367,.043398956,.077741194,.007590276,.006232891,.355225137934474,.234881759657013,.118720199162435,.0315594402832262,.0221413993063701,.00301743524673288,.00426767839912178,.473427818363256,.170933706000548,.112426557126296,.0599252515021737,.0128894474774308,.00559411924832462,.00282852833529545
530,Experiment I,1,.325072827,.128210963,.063897106,.04618589,.00597478,.015083563,.017605354,.161041279,.171061534,.07590525,.035525995,.005792108,.000834639,9.2E-018,.439373886,.220070795,.11326321,.048241589,.018288795,.008518346,.006760287,.46681127,.242995783,.081701767,.040434901,.025998606,.015124493,.003762146,.311906117,.119020549,.090888681,.018735006,.001620601,.005987868,.005041145,.29787814,.213939922,.077855001,.043014619,.059701513,.007700159,.006322573,.201329225408455,.224099987384258,.106684321190478,.0327678491418545,.02254170557174,.00300605806700604,.0042559633458028,.48877277575532,.178293256739853,.129439228964936,.0591408559249245,.0125584476454904,.00567882568198359,.00282048779262876
