msec,Exper,µVpostEEMD1Ozsqua,µVpostEEMD2Ozsqua,µVpostEEMD3Ozsqua,µVpostEEMD1combinexpOzSquareMask,µVpostEEMD2combinexpOzSquareMask,µVpostEEMD3combinexpOzSquareMask,µVpostEEMD4combinexpOzSquareMask,µVpostEEMD1combinexpOzSquarePseudo,µVpostEEMD2combinexpOzSquarePseudo,µVpostEEMD3combinexpOzSquarePseudo,µVpostEEMD6combinexpOzSquarePseudo,µVpostEEMD1Ozdiamo,µVpostEEMD2Ozdiamo,µVpostEEMD7Ozdiamo,µVpostEEMD1combinexpOzDiamondMask,µVpostEEMD2combinexpOzDiamondMask,µVpostEEMD3combinexpOzDiamondMask,µVpostEEMD4combinexpOzDiamondMask,µVpostEEMD5combinexpOzDiamondMask,µVpostEEMD1combinexpOzDiamondPseudo,µVpostEEMD2combinexpOzDiamondPseudo,µVpostEEMD3combinexpOzDiamondPseudo,µVpostEEMD1OzMask,µVpostEEMD2OzMask,µVpostEEMD3OzMask,µVpostEEMD6OzMask,µVpostEEMD1OzPseudomask,µVpostEEMD2OzPseudomask,µVpostEEMD3OzPseudomask,µVpostEEMD4OzPseudomask,µVpostEEMD6OzPseudomask,µVpostEEMD7OzPseudomask
1140,1,1046.645067,639.7914144,184.5340843,1855.43607,915.7714005,813.9883275,1457.907616,618.8608457,826.1785257,582.0346222,1303.173354,550.2064065,660.7962077,1539.29573,1563.118028,593.1274684,299.7165549,77.97158972,201.5551736,308.8095,55.42586,242.2011,397.627017449622,543.182583511591,68.6238174153202,332.496128359499,934.180342303775,633.368253397345,180.289143730212,214.451019838683,42.3324909895517,96.1003090578482
1145,1,398.4023132,398.5572444,145.5388316,1184.582621,450.705541,605.7042649,1198.963991,298.1806094,528.7931749,459.5850094,1975.83612,275.2030314,418.6887462,2251.593,1011.734423,331.6742594,183.023468,73.11952635,203.551649,259.6028,46.96622,176.3676,200.10068496437,402.895368964802,46.5699431467204,354.074244769299,664.599170129466,325.376606985313,87.0747425488537,191.607648864306,120.481560153562,96.5833312379319
0,2,231.2959036,96.88823341,297.8210242,275.0823206,33.53219741,6.744362124,146.962906,410.0524982,148.2208152,473.9617863,291.6457933,1.86350086,50.02635536,514.0066358,244.4668,146.0889,33.5077,76.48615,235.1086,535.1396,389.6718,354.7023,133.290278390158,1.66462335843911,40.5958164864116,931.95446119139,169.131116701872,16.4902341332842,10.9782344894058,88.9311074308735,98.3263391128134,195.219840279936
5,2,125.5696411,44.31115121,51.9805744,445.6110786,43.85638922,17.75598994,73.78141151,130.8330099,19.20825207,263.2262597,257.5463159,89.73525677,37.51178825,210.5840911,5.189302,96.59965,56.96091,48.51309,105.102,459.5202,223.8995,195.2099,138.871760476555,12.6235948908528,29.7826388238678,431.330925016678,180.537691758475,10.0167708341802,18.7829032837965,74.9383733838975,61.5641980967397,123.738990983459
10,2,183.6389789,13.78088034,19.17635773,238.5055042,4.506333464,24.57243623,72.87647087,268.51777,39.82852025,234.5212252,263.2731215,1.861008421,127.5628896,209.1321826,192.6304,75.80861,33.37251,45.32881,96.32992,183.0358,191.5509,174.9932,96.5396578950901,8.17836360590299,38.0668176178131,461.806739658349,150.186404091914,13.0893671250347,14.4770057503249,77.8498464984857,58.725452653925,135.077947006371
15,2,99.37288968,16.35744864,32.09584022,308.9735389,17.09834146,30.5135925,57.60696896,117.0245797,14.71438933,164.5565625,257.3311601,21.24510699,73.7264002,323.5269556,49.83681,66.91854,37.22983,45.57544,60.58562,249.6447,142.9404,140.5024,95.8251887731835,10.0974654266321,39.674235234394,307.27909086718,143.194895273793,13.5417775456688,16.1268862091901,76.6274270464832,46.5355892292852,115.709697226712
20,2,155.5037414,18.17765579,40.14777498,211.1934733,12.00170364,34.91622567,61.47369933,213.5208276,19.62124092,145.7837722,260.7753896,14.32668936,99.68087157,310.9205031,155.3366,61.22394,30.44618,47.14101,60.02301,123.6146,143.8957,139.4201,91.9161644902987,3.96677009190687,44.1490402585229,329.544021603395,133.841211544801,16.5143066994996,13.0801242641296,79.899849585495,45.3081278289546,123.856532599019
25,2,87.88538513,27.27485202,60.79727906,215.2223904,16.14892901,38.69850307,55.388799,96.54100769,19.05678741,101.7682311,258.2283067,23.35069505,51.09330227,392.7131775,67.28468,47.20101,27.55342,49.22022,43.50958,162.1035,135.1606,125.6059,104.592135645322,2.69885012175155,44.0260965193555,241.642906062494,87.1130969317401,14.3164953987032,12.4890740348315,80.8357856056004,38.3595531622588,114.096350713582
30,2,139.6020777,24.40868906,61.88953829,120.7304451,9.681750195,41.89547042,59.27675531,177.1042515,14.79448324,93.5917501,260.6884441,37.42514357,53.15529986,380.791199,108.9172,34.21064,30.39897,50.71313,45.61146,97.26559,140.1922,126.5069,87.2437052403189,9.4759823412933,46.1350940553062,259.44661284073,78.7817395661369,11.9372915750067,9.33014946113045,84.0047290293939,37.8567216158941,120.505897867583
35,2,84.346502,24.22146816,71.81112968,147.2025273,24.71029975,44.46489487,55.38943777,111.6725099,5.028379501,80.59071175,259.2647919,32.95981387,16.08227695,438.7409986,76.50672,39.34977,24.76415,52.51367,37.71475,104.7684,122.8066,115.9481,93.0603438292385,13.4581105153531,44.9867590843486,199.215149658881,88.9232517055308,15.0102483153893,6.97978085625425,85.6718128975619,33.216249516159,114.598029043114
40,2,144.5328077,23.09719522,69.40062495,143.7507708,25.97415021,45.98811842,58.64226209,222.2499482,19.15254708,98.91196985,261.1549133,31.1909639,22.36590498,428.3577721,150.2019,50.74263,30.52566,53.51917,40.6063,87.86037,110.7015,114.1967,106.622234184184,10.2992542426183,45.7331328755986,214.087035543936,105.419552271453,20.4095912891841,3.94749086492249,88.6424697773233,33.1109906984294,119.849277570736
45,2,96.97836399,20.70978832,73.04997871,163.7902922,23.31104586,45.93264786,55.56286644,150.4612536,44.90370515,99.27473763,260.2553703,36.1392282,33.05720404,471.8758139,81.82604,58.96272,26.77192,54.85593,37.37375,98.24544,82.13275,103.3401,80.9251226878289,7.57953985487585,44.2333047658577,168.829851765976,101.423083091968,23.3708999259128,1.42784782699072,90.6018918495968,29.7614319941433,115.949863239442
50,2,115.5493692,21.42697192,67.59824002,167.414746,34.44828676,43.89992314,58.33624883,118.1072413,50.8840969,103.0886013,261.7685142,31.24754431,68.95392652,462.9299457,92.26646,55.39565,32.9381,55.41448,40.22867,48.59084,54.26433,97.8551,70.4560285656379,6.12651582872335,43.9335535490011,181.57980652212,109.449944556973,24.5663965872501,4.70668977260789,93.3558460486146,29.8968255539515,120.345820955158
55,2,61.6822662,16.67822234,66.62529999,176.280369,30.18584888,40.47074272,56.05809443,82.39718366,56.31089169,84.98529908,261.164881,50.50713878,72.22937264,497.0134545,44.77779,38.17712,31.96514,56.31124,39.48948,117.567,22.77775,84.18012,143.868753939484,9.05420870026814,42.190392065153,145.645585802041,99.6843524204315,26.7049051982721,8.33500519837846,95.4302791060801,27.3635103630393,117.642673796932
60,2,74.3370931,18.6427595,58.6407726,66.15334392,18.98164624,34.93683706,58.66661456,128.329738,67.47019296,71.35876118,262.4113524,46.48901489,107.8904089,489.2967018,51.77944,21.23641,38.0216,56.50539,42.02739,39.98117,48.85267,72.10682,77.78651930971,14.0358391200247,40.774630528342,156.766205511593,98.4674056075757,29.955107978384,10.9559600099023,97.9851581714942,27.651853438415,121.367352099496
65,2,59.03373792,25.48675713,54.42979215,77.47328248,24.23631071,26.67451293,57.54600745,102.5807255,83.6599079,43.26068701,261.99873,69.89171616,97.26957298,516.7815666,48.59377,30.8356,39.45157,57.00361,42.58312,102.4658,78.45843,56.13585,34.9695092254616,17.4692536602985,38.5057254560669,127.170734744013,111.851874826089,32.458910170752,13.8297945393707,100.102330058763,25.6745050890583,119.43489761531
70,2,102.259023,38.17001362,45.58626342,111.5812124,31.14120663,16.13439988,60.21335964,148.3567357,104.865024,24.66350323,263.0500386,58.17462325,90.47135355,510.1010812,49.60019,55.77673,44.80047,56.89806,44.76713,67.24589,94.92116,41.46817,88.5905728845491,15.9796607562089,35.8187025038704,136.988722024197,138.60752536053,31.2164989173926,15.1150015014434,102.466225554819,26.0620409956875,122.61113338932
75,2,108.6760066,49.79327219,43.0188551,145.0533384,21.98973027,5.860219178,60.52427544,129.9023614,122.543524,23.97588742,262.7747659,76.94627789,32.05997132,532.7261982,51.17158,79.43591,48.33221,57.03417,45.99841,103.6401,78.49848,36.97758,111.007697876823,15.0002118331535,32.8907088970956,111.973964982195,113.54106593735,25.226559706972,16.927043724383,104.560779289074,24.4828257291448,121.200543905927
80,2,169.1550502,51.22417979,41.76622516,142.5564554,11.86825096,3.152351406,63.41018186,146.962071,125.9098155,47.65296983,263.6814706,61.45912961,29.55204437,526.9209963,58.12612,88.51535,52.6228,56.69289,47.87022,167.5403,53.41144,40.87698,45.4400358874766,22.4325842339214,28.949805564674,120.719230396166,122.849709387857,19.2266574467203,17.129796942121,106.72333661181,24.933979636541,123.915706011538
85,2,124.4078339,48.200957,48.79658438,100.6723466,4.561520655,9.45530807,65.53951171,126.598224,120.5425014,60.75960778,263.5148194,81.45406655,50.13967805,545.8222878,146.4044,81.6412,57.06587,56.55073,49.4679,101.8329,19.60453,54.76056,55.676574995449,34.2346724551237,25.5380266306006,99.1671573552836,99.1924526309684,18.594473876674,17.7486968042112,108.749938836845,23.6499513496499,122.869824198326
90,2,84.50457888,40.62600603,55.64300813,71.14057513,15.97475288,13.11344296,69.04440731,180.9723526,115.6398427,72.69718426,264.3167238,72.67245643,75.75873947,540.7607173,116.8848,66.78322,58.89101,56.11133,51.0931,91.20428,18.36385,68.66564,21.699027258036,40.4102256225577,22.3817136512808,107.008599511006,28.4795458962228,22.6637778314787,17.2401967912723,110.706326154342,24.1397386821627,125.188923042547
95,2,4.331690281,34.59063066,65.11155938,58.99006841,7.440462256,12.82724002,73.07468717,231.129014,105.7273406,72.51990417,264.2467336,90.24156237,54.68021378,556.7184162,56.90509,48.33482,61.7052,55.82541,52.91161,128.7533,48.30626,81.35978,42.0158738970008,42.609607257233,21.5809018997449,88.166794678832,104.392714979409,28.8766079843401,16.8448216711561,112.633142930155,23.0805800216458,124.402921548978
100,2,67.55605647,36.5583984,69.44129359,6.52502722,11.92594525,9.15243913,76.7009927,108.9177893,93.47725259,74.4645269,264.9785248,130.4034002,43.5138089,552.292508,158.6988,43.97967,59.22957,55.40994,54.35962,117.5701,80.92932,92.62412,43.6092218671901,44.2488509695209,21.0460330423724,95.2325400492806,156.138082673157,35.5000454104326,16.0928019417467,114.37955045356,23.591688066653,126.376282416941
105,2,62.32421889,38.42829221,71.26131468,73.8366876,33.92373614,6.782636733,81.43554087,184.6722641,79.54376229,67.86301797,265.0004135,99.22798323,11.82263831,565.8646438,117.6179,57.01859,59.43153,55.08725,56.33728,105.9423,96.35885,95.03092,69.4515243553906,45.7972359860298,21.766660868664,78.5721389416337,100.824757150765,38.8793897243727,15.4316549920987,116.196202813455,22.7094510870872,125.777158220329
110,2,80.23869159,31.42254103,63.57341287,112.9261525,53.76151846,6.890242413,84.4763566,292.9209343,59.36773462,64.29114814,265.6893946,143.9192351,27.23309438,561.9850867,65.33642,65.63674,55.29356,54.80163,57.67123,126.3338,89.18111,92.36182,52.4837759582982,49.2415621612067,22.7758064332106,84.9617520510034,100.69622287971,35.9127647614717,15.7843560248042,117.773681164569,23.2313020272218,127.444536563479
115,2,67.79160839,22.70235716,51.44805354,160.7676899,51.28253314,9.58852802,89.0952806,107.0049562,46.19210877,54.359157,265.8021722,106.5438558,47.6302414,573.584337,71.30931,59.95777,55.49143,54.56245,59.77751,98.84413,58.27889,81.9933,51.3417090512229,52.6847054155811,24.721227125659,70.0980799276222,117.95668747788,29.9512926650464,16.3931599651901,119.52963289615,22.4931244720695,126.979532824728
120,2,102.7647532,24.50807856,31.81658381,209.4237091,45.06756925,11.03363041,91.38466532,104.0649814,35.38192414,45.87843557,266.4713527,134.9290678,75.59714528,570.1768111,113.2981,49.00501,53.05911,54.5359,61.0184,132.8259,59.00903,71.09913,36.5067976949909,49.9021935337489,26.2124029219369,75.8902734356443,106.502104328799,23.411735242063,18.4443254394144,121.022386413788,23.01944785859,128.373225094966
125,2,97.34963353,23.61110491,20.81396893,188.5426236,65.76213281,10.7987193,95.38212884,97.18302649,30.13762391,34.81003719,266.6751376,159.6735856,65.44701335,580.1181139,35.93664,30.84834,54.15293,54.52681,63.20666,145.6404,102.8989,56.22361,33.2226034065003,39.8812230199354,26.930842523947,62.5357972878651,51.8921712971575,18.7220225024014,20.4980501746652,122.783933130536,22.4024090491013,128.003452773497
130,2,130.1397016,16.86406266,36.85799151,104.6330071,97.12139925,8.210566432,96.9502309,127.2942784,20.97434623,24.60688352,267.3401245,120.1873946,53.40687978,577.1216493,70.72317,22.69822,53.91498,54.86482,64.34766,200.9919,133.3287,40.64167,51.8655599251647,30.7632379089551,26.0894718350485,67.7934131652477,55.2736371417388,16.2456994361483,23.3066450155433,124.237551195966,22.9294670450184,129.150210939591
135,2,111.9990375,18.68365995,56.0916754,70.65917098,119.2240754,4.240073848,100.0264959,64.71007501,14.98922208,24.92616545,267.6313002,90.18754639,44.57204658,585.6514644,61.52297,35.56643,55.98251,55.12082,66.57705,130.5121,138.4036,29.03786,46.8112018922634,31.3438485378206,23.209419100291,55.7284446771841,45.3728378286769,13.5666190581501,26.0220150118249,126.018426508954,22.4171100207085,128.846031625382
140,2,122.162718,29.21223705,66.82365075,84.15493227,130.9820824,.926420907,101.0919389,101.066409,23.26594795,31.3133138,268.2999958,119.213818,54.70239327,583.0142159,67.51231,41.77676,59.16329,55.68007,67.60846,207.6812,130.94,23.69028,50.8319568985015,35.5575112486563,20.9822096538129,60.5013776537818,12.7541452057461,16.1979056029647,28.3468595350799,127.486909421896,22.9430239591778,129.768166109039
145,2,110.051136,33.61678629,66.14757914,95.83898204,130.7115375,5.567399257,103.3408976,88.10781103,30.09111462,44.95448306,268.672655,156.6886904,79.78768777,590.3282521,121.5214,37.46066,61.82901,56.04121,69.84703,240.2292,112.0714,26.78459,71.4769193392706,30.7288886813508,20.2572142876498,49.5544237755397,43.1353594323614,21.9812085658085,29.8844313699074,129.347932189993,22.5238771316604,129.50681231388
150,2,114.5688713,36.44744333,51.42086274,168.9991585,134.7418898,10.66203979,104.0583099,166.2333417,42.32381377,58.01436077,269.3503884,138.4433117,105.1725287,588.0055594,129.1462,26.86477,64.61364,56.73009,70.76288,377.8836,94.65643,31.22989,83.5013502310572,28.4022222728723,20.5956864100624,53.8811489910956,54.0774162290831,26.8132006468971,29.8638647026247,130.866599525453,23.0483455100946,130.223684924342
155,2,82.35618169,66.01743398,33.04991209,140.8251165,134.5179903,15.83673169,105.4794993,171.6980041,54.81436155,67.93344572,269.8000721,147.9574321,102.0457489,594.2621369,102.8794,38.987,63.36552,57.31254,72.98704,380.5821,92.87351,34.71657,123.318373246274,48.4894287555822,21.4463913944521,43.9175884801937,96.548722177083,30.5704244779504,29.2513238257064,132.781292006889,22.714279460089,129.987524524771
160,2,76.48568857,104.583023,12.60267394,154.9349745,137.356373,20.86605526,105.9138277,176.9737686,68.46897936,77.59446558,270.4915848,252.9322662,99.08127531,592.2153557,98.23373,62.99158,63.23963,58.25279,73.78363,176.949,98.9131,37.48262,141.271651936783,70.4553271880994,22.0429538773137,47.8294244883009,123.31821178138,26.4244215067712,27.16281704531,134.311561009837,23.2380207772627,130.516027441703
165,2,61.57429903,132.2327073,19.61315962,215.4843027,138.1149766,25.73582494,106.4337159,112.8520604,91.15937638,82.00411672,271.0150507,143.9253759,84.2943712,597.5446472,104.3646,64.69075,60.17416,59.14277,75.97363,234.1916,105.2683,37.58586,250.274412244236,80.7339690047041,23.168098629061,38.7442898554129,115.240736024494,23.6802491167886,24.5715587607882,136.196309027235,22.983452058551,130.291447669364
170,2,82.99335785,138.4202653,38.01144007,148.2286026,137.7604036,29.38196346,106.5574164,127.8231853,117.1723049,86.70808133,271.7246471,168.6654424,71.55698606,595.7401743,172.2718,50.54306,57.4649,60.23865,76.64913,380.6774,105.8757,37.88936,266.872972393573,85.7275260759585,25.6345617475972,42.2655975185829,121.972466838049,47.4902145796849,21.1294257383752,137.578114590612,23.5077146301329,130.646588105534
175,2,61.05685449,132.0043102,51.88269218,213.4362128,137.9468749,31.89553673,106.499575,131.3403874,143.006781,84.47483773,272.3196121,301.2295006,71.22955825,600.2507765,208.6547,47.85386,54.90941,61.25896,78.78801,206.3765,97.62953,36.08985,258.900691225526,99.2641596423479,29.1902068120567,33.9773779397518,69.5813352766625,83.0731301601018,17.3741895854678,139.013078117111,23.3284311557738,130.422566268769
180,2,43.08896868,135.4227891,56.10503728,206.3441932,132.5518914,33.41126852,106.6211339,154.5186953,168.6690974,82.05593211,273.0513097,164.9252175,71.56552537,598.6592692,167.3899,64.93163,52.53905,62.42883,79.34214,115.5454,91.23283,34.81101,147.216088562945,119.108061751665,33.9314108907844,37.1256160380077,86.0256252357874,104.662111266269,14.0532213338753,139.587417071676,23.8549000349673,130.61733539088
185,2,150.4230215,144.088217,55.06240108,310.1251834,134.672069,34.64183197,106.3008474,177.377268,182.3238638,74.15461669,273.7162963,152.9837988,73.9980242,602.4429826,136.2831,79.20909,54.43918,63.70056,81.41593,250.7868,84.4058,31.28269,78.6733785326814,130.180476447055,38.3178074229578,29.5731022857837,79.7708973886519,90.9983429898478,12.6272273659192,140.070632584022,23.7483673256769,130.385083038757
190,2,168.7754992,153.9203269,45.4614229,269.9077041,127.2060832,36.13746067,106.627978,318.0928911,190.4611198,64.89856059,274.4739578,114.9461721,74.7520237,601.0387342,114.5139,83.92854,56.93216,64.98933,81.84317,273.2268,78.02507,27.29879,160.294157193162,131.766616647893,41.7940486236554,32.3584596557002,99.9238209739819,77.4376982139704,13.9195983671148,139.810006273775,24.2796579843126,130.431618150499
195,2,79.62597022,164.1158435,32.89969908,84.26442271,112.4208007,38.65945781,106.4583356,242.3452476,203.0739089,56.49350587,275.2082024,54.91148904,69.67219398,604.1741098,105.2235,87.47102,61.48954,66.29228,83.8061,253.9671,66.04908,22.89994,101.376184292548,131.69876219249,45.7884781014914,25.4996351741085,116.757306888209,130.944993317486,15.9579806534796,139.520150168682,24.2443666959664,130.184498692987
200,2,104.3717172,154.5533625,19.98390103,85.86551504,99.22195703,42.52099135,107.3511397,288.5152174,217.3020637,50.0545994,275.9956547,41.83416767,71.07416124,602.9345489,73.78145,93.72079,65.3732,67.16328,84.05739,92.44902,51.91385,22.1428,108.013631030154,120.416664742098,49.3821858680027,27.9238206147762,144.051921430807,195.316251494765,17.0365246397013,138.550475891567,24.7830960084048,130.093731641446
205,2,102.3475606,119.3929333,15.90619401,98.02949062,101.7287241,48.0223675,107.5651906,372.2152771,246.3898814,51.44795273,276.7990611,43.31183227,81.09031914,605.4895646,29.02352,107.0105,67.59896,67.65393,85.86355,159.5038,34.61343,29.61485,101.510283660759,92.3749166912874,51.5156509577603,21.7371329950688,220.834430718244,220.359786790461,16.7940397877484,137.227247800803,24.8180266930994,129.826186010542
210,2,150.089602,87.78156686,20.3104923,201.0566236,106.3024828,55.8006725,108.9413258,288.961198,282.9844113,56.26350363,277.6202068,21.75551596,89.94960321,604.3948522,31.60596,120.2862,71.2308,67.43919,85.93783,319.8044,19.94913,42.58034,115.359750930972,64.7200475242939,52.7095307465293,23.7908766135193,278.095542508867,215.395616618355,14.9628716393006,134.967252062933,25.3670042663058,129.60780978862
215,2,153.3904916,83.57958614,27.11945921,282.001447,100.1244793,64.88767447,109.4977447,197.7141437,310.932695,66.67487164,278.4933341,60.96890668,80.64152245,606.428966,58.56473,122.4621,72.93801,66.86079,87.57979,245.0288,30.68405,59.84634,163.685161806723,53.0392810485724,54.4407201738257,18.2799488822948,263.577440626343,197.726468813062,12.0299428445802,131.95596296893,25.4717517015559,129.31515914502
220,2,164.5369494,71.95592752,29.00536427,284.2586155,84.40164977,73.94056082,111.2497871,140.2328942,323.2682906,78.0021291,279.352264,39.99181174,78.96643114,605.4616711,128.009,119.6578,76.40986,65.57766,87.48907,155.5495,60.03536,77.98625,175.194056737726,50.814120097048,57.2134115456187,19.9383348560969,200.908034198821,176.871814679132,9.70701537342787,128.204254820273,26.0341235252081,128.977852391379
225,2,186.1032622,45.62949882,26.38027784,341.9354322,74.41109129,81.51986607,112.1030806,102.6158439,319.9759071,87.55860689,280.2963488,118.4727599,102.7920245,607.0274189,226.1582,119.1266,79.82761,63.87802,88.95929,498.2763,92.05713,93.9171,119.680274508831,64.9575791809261,57.2297949469531,15.1424991260353,221.065227727697,176.663010329486,11.4581269646475,124.208661878913,26.2089142789515,128.656146095983
230,2,123.4548363,24.43966031,21.67401089,438.2460863,83.41891443,88.24982255,114.032696,85.35942726,320.6515488,95.08806297,281.1974649,112.585711,113.3560628,606.1722563,296.5743,121.1292,84.45102,61.60684,88.71234,553.2967,112.7447,107.5842,123.684117498225,100.501856933482,51.9591335877543,16.3565312302316,169.574628834958,183.528251464585,16.9886384532671,120.187050846551,26.7882445035757,128.20773590187
235,2,47.90687813,22.86886203,23.0043095,377.5220959,99.65650743,94.79910094,114.8946972,102.0917409,325.3301301,96.85040652,282.214481,154.213554,103.704307,607.3165144,233.699,121.1404,90.76028,59.3355,89.99496,544.6964,113.6321,119.0018,175.485627783891,128.748553801824,44.1903703397291,12.3718116631398,165.771647712467,188.30123076165,24.2136755588143,116.154799414999,27.0339510944388,127.85362413786
240,2,13.48310762,23.79733586,25.08583276,274.1975883,111.5359726,101.3586834,116.5526059,209.164246,311.1920966,97.3668894,283.162643,144.6216709,89.15853044,606.560135,278.1766,110.6034,96.37363,56.90649,89.58696,442.6927,105.1718,130.0703,223.416141729293,139.720164699912,37.1453954923917,13.053872200813,245.860559399605,191.824987482095,32.3805658452444,112.27749987476,27.6342772651249,127.301213258591
245,2,20.91981383,12.67423534,25.51343425,261.1353483,119.6372203,108.5584441,117.1046155,279.0308212,290.9102345,92.69860275,284.2554138,112.693847,117.7732546,607.3251302,387.8474,92.47992,102.5522,54.54107,90.6357,400.3245,102.6371,140.0423,381.847874427596,149.275247523527,31.6585528277289,10.0707658308677,274.69516988021,178.304783462967,41.0778567418959,108.347546839802,27.9524130675727,126.911843724679
250,2,58.79302259,7.834029259,20.17918505,164.1727976,133.0365617,115.8743034,118.2457935,152.2967071,280.1584045,86.69166254,285.2561383,122.9051718,134.9357052,606.6559549,367.1548,75.99339,107.3987,52.17513,89.9902,593.3188,126.9186,149.8798,360.014468808382,165.81751164972,27.3640306706021,10.0741685768336,243.908147674959,140.374186918211,50.7387160201022,104.695951278595,28.57818139236,126.261913019666
255,2,105.5402429,8.306437761,10.90375241,98.88917573,147.0220495,123.3464118,118.4363568,180.6901351,268.7847078,78.73887864,286.4285456,68.06284184,122.5900659,607.0800864,507.4831,69.19152,112.474,49.82298,90.64163,329.4965,171.5431,159.2939,209.882634002646,172.978916628663,24.343003437711,8.42573382350668,199.492921493845,95.172743030771,58.2092888895146,100.911090829579,28.9702470544719,125.834847740644
260,2,130.7717899,5.532935601,7.728731711,121.0399597,152.9538334,129.887457,119.0079389,230.6184923,251.9131749,71.14877193,287.4883442,194.2206039,118.9845475,606.488177,392.4116,72.44952,115.9587,47.45355,89.6361,261.1959,195.9497,166.069,186.456532823329,153.974814578393,23.2635841797413,7.54320014459192,138.112906355866,66.267495439044,62.4364522505316,97.3595290932589,29.623533442933,125.093340217145
265,2,144.9588264,8.590000166,21.67979428,100.8497566,160.6428045,136.098995,118.8371522,94.5430525,236.4085221,73.1837855,288.7453233,159.5364801,125.353256,606.6066944,376.7661,73.29676,119.9359,45.08301,89.82292,164.9117,169.2177,171.8831,166.609005865697,120.630264074181,24.2197557473735,7.67683405261325,150.043388591382,65.1289373962809,64.3424425010118,93.5920970778203,30.0861606649202,124.626488579343
270,2,177.182432,13.87516119,40.37423205,231.8844855,178.2546116,141.6618869,118.7698536,136.8618438,218.5018489,86.12938231,289.8684994,138.927476,113.7473886,606.0836586,481.8518,65.38431,127.9446,42.97599,88.47151,317.5986,121.5685,180.0788,175.609536503984,99.578088363288,27.7399540860229,5.77567882372489,151.089823407181,57.5736753328195,64.4289487639917,90.2701913847809,30.764183706155,123.798879302274
275,2,236.189259,20.69577006,61.44985521,208.0948195,198.7842839,147.0750665,118.1456361,160.2052597,188.9008411,106.614136,291.2066255,216.4039801,87.43611269,605.9292324,243.3763,65.22574,136.3393,41.03101,88.2003,321.4007,121.827,188.4097,180.300401146207,80.4726462820938,35.9051769899467,7.92673942275003,202.079883552993,22.649968542257,68.8124925383388,87.1724755828936,31.292200339017,123.290444060357
280,2,246.5542141,35.52901296,83.42584211,202.0409239,215.9931857,152.2365129,117.2528354,160.9612809,143.2561439,126.8816077,292.3858405,168.7650733,73.28601874,605.4681602,205.4269,88.41849,142.3616,39.56772,86.54796,420.9477,144.7156,198.5477,200.398985723431,50.1435151113396,50.0777793321118,5.30000766845011,233.93647816905,26.7963789141709,79.0910461470251,84.6737678326404,31.9924505403502,122.381798970619
285,2,178.313379,56.44328213,104.5306706,284.5598072,206.1909966,156.9411711,116.0898578,153.2425362,112.5005473,142.9568003,293.7947471,168.9536532,87.30680996,605.0713715,221.8298,119.9842,142.8445,38.49869,85.84136,363.1968,155.3809,209.7931,213.593927067723,40.3322645396806,66.9486743658088,8.98027612214856,238.713030820488,58.2104406261895,87.6237633378211,82.475903289201,32.581190888588,121.830232632105
290,2,137.397645,83.25911993,123.8600347,251.1330672,169.0912049,160.8928485,114.6273715,306.931923,105.4645406,152.9240073,295.0212895,306.9013807,114.3915063,604.666803,266.2536,133.9321,142.4098,38.14376,83.94314,358.0929,163.1262,212.4974,160.964658228722,76.7300527330922,82.7427055497823,6.22409838188543,307.966486854632,91.1987632492383,93.5364222848858,81.0850485373779,33.3015917333775,120.845258534623
295,2,100.4538576,102.5930823,140.5207811,207.3511562,130.663705,161.9565853,113.4320679,350.7066098,93.65592209,148.6666749,296.4914418,350.3467301,130.2342738,604.0565765,417.6624,135.2988,145.6634,38.15937,82.83249,311.3373,170.5344,209.2655,155.493975364831,108.231228475029,99.8734090956786,10.5181852299415,223.538448155595,134.183739541039,100.944283957648,80.2168996370818,33.9468831620283,120.249228090217
300,2,127.1681741,115.8957431,151.37665,139.2979031,93.40396838,160.927299,111.9440537,337.1211351,92.13175893,136.035882,297.7575046,360.3224926,113.7137458,603.7045035,411.3488,141.2226,150.029,38.81061,80.74792,374.0931,172.1842,200.8265,360.492955478269,122.001339321477,119.981689555084,7.95630281221534,144.041970568435,183.191416680851,105.56582673955,80.2471999389492,34.6862806335267,119.19231554085
305,2,150.2647839,124.0110758,157.3491541,169.1744751,81.39779255,158.8904118,111.1056828,389.1866788,110.1125682,122.2665845,299.2802651,341.0528364,102.1877807,602.9085039,240.4407,134.8903,153.8448,39.99936,79.26543,403.0005,154.0657,185.4862,440.712511362695,145.96653462345,139.390403293736,12.3011191160883,64.9990785111835,231.993745603501,107.736629567238,80.8293914960807,35.3850952582033,118.550673960264
310,2,127.9162224,130.748096,159.2346607,217.1706104,102.5110053,157.0519499,109.9476993,366.9982916,132.0274812,113.2664016,300.5789121,377.5507276,152.0073391,602.6064111,183.7206,103.2213,153.6211,41.86345,77.04553,434.5018,113.1054,174.9999,279.270896631239,189.476491871017,155.397079592382,10.0056523336023,54.9631947735948,274.804421472388,108.745311748585,82.0608771748185,36.1436299882784,117.425934404227
315,2,113.15799,148.4807433,162.7739364,309.8355784,111.7281517,154.8236382,109.5525168,230.2560592,141.5220031,110.8957234,302.1464708,502.0947876,195.8223663,601.6514257,173.2706,62.31083,153.4498,44.20235,75.20731,415.9042,102.9238,171.2448,300.247718631503,227.016395876445,165.936574092489,14.1987781775057,110.268073135598,323.826711360315,108.564972864818,83.6431544605318,36.8938730504931,116.737697673563
