msec,Exper,µVpostEEMD1Ozsqua,µVpostEEMD2Ozsqua,µVpostEEMD3Ozsqua,µVpostEEMD1combinexpOzSquareMask,µVpostEEMD2combinexpOzSquareMask,µVpostEEMD3combinexpOzSquareMask,µVpostEEMD4combinexpOzSquareMask,µVpostEEMD1combinexpOzSquarePseudo,µVpostEEMD2combinexpOzSquarePseudo,µVpostEEMD3combinexpOzSquarePseudo,µVpostEEMD6combinexpOzSquarePseudo,µVpostEEMD1Ozdiamo,µVpostEEMD2Ozdiamo,µVpostEEMD7Ozdiamo,µVpostEEMD1combinexpOzDiamondMask,µVpostEEMD2combinexpOzDiamondMask,µVpostEEMD3combinexpOzDiamondMask,µVpostEEMD4combinexpOzDiamondMask,µVpostEEMD5combinexpOzDiamondMask,µVpostEEMD1combinexpOzDiamondPseudo,µVpostEEMD2combinexpOzDiamondPseudo,µVpostEEMD3combinexpOzDiamondPseudo,µVpostEEMD1OzMask,µVpostEEMD2OzMask,µVpostEEMD3OzMask,µVpostEEMD6OzMask,µVpostEEMD1OzPseudomask,µVpostEEMD2OzPseudomask,µVpostEEMD3OzPseudomask,µVpostEEMD4OzPseudomask,µVpostEEMD6OzPseudomask,µVpostEEMD7OzPseudomask
530,1,157.2378927,138.2889269,153.1470863,163.5132404,192.4070795,363.7651726,208.7367332,256.9865167,66.75517559,313.4983204,612.5623755,441.8839767,51.06854349,331.2523439,279.2767476,156.5318454,254.7979168,38.1493222,54.91211245,538.7738,307.209,148.5605,285.466764453704,222.687126515865,59.7781471044257,123.208334846241,335.451136702024,222.342426112799,156.461854904868,203.389261602246,88.6968844278118,61.5383077482037
535,1,394.9353283,129.9135399,149.2638928,252.8075416,126.7785326,379.7010158,224.4999219,139.4498537,75.39444591,307.6981641,618.4014278,485.7747978,51.69626109,334.2399853,519.025878,162.1255686,251.9287932,35.07236644,58.40408134,411.2205,290.111,136.8781,270.444720909437,216.911901919732,59.2330043551268,127.711072493722,395.638684406335,188.05382693987,153.736107357808,207.402590704456,88.5490276379922,61.0685216062379
540,1,682.726349,111.321407,145.7458991,362.8681793,75.15017309,401.7185151,240.1304727,35.88308152,83.13345148,289.8815699,623.9445703,459.1441621,52.57778435,338.2943748,697.6935814,168.1153048,252.2123845,32.22511096,61.66241031,373.9262,258.8823,122.3697,320.809005791954,166.531841793065,60.1310937461324,132.235315105419,367.487266295575,170.30550452587,151.173504321201,211.936457243799,88.3134505335029,60.6025727511161
545,1,969.0176275,106.1101182,134.6529073,433.3680346,99.54529098,424.1130406,254.3166072,41.43119035,69.74978406,258.2426396,629.7030048,370.6844293,52.73325748,341.2865022,763.1331264,164.2525563,253.3235835,29.60023116,64.64340318,214.2697,235.9233,104.547,257.770699984719,119.686939245699,60.2912249557174,136.880452696956,374.838571168981,153.17956342375,148.466262225379,217.04825293182,88.1415900230483,60.135615272705
550,1,792.4714358,120.0188814,115.6580658,310.0697081,134.1239521,441.315808,267.243562,106.8132483,110.7122555,225.661735,635.2769477,374.2215383,63.68960442,345.0969832,511.6207261,153.2989863,253.874115,27.18158818,67.27048544,216.2514,227.6445,88.8384,340.465563838704,102.074640137626,59.0475936542428,141.558926321176,278.956298030304,129.398322693562,147.39544450879,222.823797963619,87.9023450168827,59.6722521951367
555,1,761.111531,143.096013,96.80042355,202.9810607,126.7527873,454.6383431,277.5006,208.5692046,174.899746,200.922005,640.9416521,255.2220046,88.00775429,348.1233081,838.7832843,127.3586176,251.2939133,24.92797157,69.55412553,177.3074,222.6785,77.90899,407.978369744517,139.292430001663,59.1833112723779,146.334185810427,273.057420519921,116.093513356192,145.906968887726,229.248994366062,87.70673251826,59.2091587020872
560,1,672.2072865,167.8669944,81.59884558,133.7125536,104.2781304,465.479916,285.1464464,220.4589372,221.7297082,183.3073564,646.5007855,250.2560211,111.6134645,351.6838303,991.3275057,101.0893487,243.2018675,22.75732944,71.45191366,335.9967,212.7284,73.89958,448.117305066436,185.594146387309,59.7828273070458,151.157601427942,162.160297548444,113.518144454723,139.380549618398,236.634341300213,87.4653579288306,58.7494633704767
565,1,596.835352,196.4971772,68.08108864,136.4432799,207.4445585,470.9472314,289.3603766,160.8180847,265.6070823,171.9481096,652.0645096,425.9889695,127.0323718,354.7753492,668.7871,101.9202337,234.3424134,20.76716174,72.97265107,383.2475,195.7608,73.72085,513.897521127747,216.461948429688,63.7924254802552,156.061029665231,190.628571045579,117.55573880235,128.725268733438,244.824659866306,87.2462972641214,58.2913331572174
570,1,549.1619099,224.7414808,55.94897026,191.6432489,313.773688,470.5200868,290.1820249,110.6338678,306.3850983,167.4347621,657.5667617,254.5358203,148.4887738,358.0830563,467.7380505,108.6351177,227.1879019,19.27609629,74.09284575,334.715,182.7756,73.57948,540.668429257953,234.829185352799,71.9646519951761,161.023922907869,192.013731801771,140.61551188818,118.492508683846,253.572978879128,87.004304762975,57.8364583621919
575,1,499.4626173,246.9666277,47.66304826,245.617384,384.3235913,466.4697343,287.1479668,132.3584619,336.7599868,168.5610363,663.0267731,227.0492758,172.9548435,361.2671203,356.4009256,97.0418459,220.4969277,18.42383125,74.81621949,314.5759,186.2579,74.75484,672.56956998546,250.888757837505,79.9840819701737,166.054320421924,302.349588332566,174.040014547948,110.065540007006,262.312222460315,86.7620847203436,57.3844583042037
580,1,526.9655564,264.7421063,44.85998917,441.4679651,427.2413784,462.5883503,279.9916391,81.79309143,388.3217549,172.9823803,668.4325791,167.0982194,198.6836924,364.3211161,291.5376374,74.18442162,212.1053855,18.35164274,75.13674657,395.2779,198.3142,76.16984,656.628218224772,293.652577752047,86.645288050715,171.148322048787,588.965722073563,207.3529874701,100.804053441698,270.527273243959,86.5208421133071,56.9356315910362
585,1,562.4539875,272.3631407,46.98167703,461.5517937,436.3440591,459.1067666,268.7104552,150.5064056,442.0576964,179.2904841,673.7898174,175.0304099,229.74005,367.6208483,59.17157662,22.88312284,202.2610504,18.88746792,75.05776991,426.5419,213.288,78.01272,213.618638920425,358.164530811476,91.1125608811114,176.299484113425,628.632498592288,242.894200676447,91.1629758102867,278.41758994842,86.2555837361123,56.4909994753056
590,1,547.2842073,275.02242,54.23196598,249.3375823,416.283568,456.1669507,253.3056048,341.1898952,471.450972,182.8535331,679.061457,156.4581763,251.6488157,370.4220886,184.8234102,54.0774,193.7884159,19.61699743,74.57579498,544.0357,234.4156,84.01095,331.73627419615,402.199974147392,97.2325520555369,181.508028338929,571.659838480615,285.074576889902,81.2649970984244,286.153426617169,86.0160566324539,56.0495267614861
595,1,180.5686866,296.8932473,66.45752876,543.3921774,406.3102275,453.108948,235.4376552,391.4428159,496.319223,181.0556465,684.3199615,152.2489442,251.955804,373.8563433,163.7895579,90.89544761,183.4243589,20.45535199,73.66308896,479.3095,256.498,94.88907,204.645959155918,417.041464461824,107.583473021218,186.762701889477,565.038284712095,339.227385653401,68.6551912809684,293.7780112156,85.7273205030779,55.6135741890777
600,1,217.2809537,323.2264107,80.83551993,622.5023701,457.1678246,449.9448227,215.5432763,392.758613,491.2788603,176.2946431,689.4211509,138.6607854,246.4063648,376.4077389,285.6897335,65.69871262,170.1134106,21.39702626,72.35765866,361.1893,284.0079,110.9783,311.373097293724,430.006363913778,118.373834476007,192.053827928639,634.082289159398,398.655083827778,55.4088073768144,301.343284461608,85.4893126161629,55.1808428980335
605,1,262.6324651,331.0381082,96.40419561,510.5790763,594.66449,446.7338248,194.8979587,628.7421802,443.3672592,168.4527831,694.5877434,140.0652874,251.7271463,379.9912114,365.0374096,82.93125957,155.7257232,22.34178174,70.7020113,431.9996,312.0449,130.2153,536.815997154263,420.970984146982,131.867066552279,197.373678990838,791.841096038958,440.721036359113,43.1712632390866,309.080843529317,85.1745182701159,54.7549575768483
610,1,646.8538605,340.4886732,113.7173917,594.6722356,692.3393303,443.3889703,172.9379702,584.4527924,405.5993235,157.5473709,699.4835975,91.13463501,255.4642896,382.297768,269.6088242,139.2201888,138.2189308,23.31849814,68.77341999,479.9876,309.1719,153.281,513.758159062063,382.844562564382,148.549477126639,202.685460297769,625.012958254534,459.448666975153,32.2432722246528,317.102509748091,84.9348181543536,54.3324390835468
615,1,782.958854,364.1130728,130.5820832,451.4294595,680.2828479,440.0704084,151.1047178,198.9082753,370.5163889,148.25087,704.567499,173.0564578,246.9742633,386.0411475,71.42089727,174.8867295,120.082385,24.29215263,66.67348842,449.7476,291.8178,179.7762,416.752145481117,341.253423736863,168.323122876159,207.988636855239,620.763301023862,455.487142939164,22.6274463151676,325.235126193023,84.5909383519154,53.9180862950646
620,1,617.3997448,390.690133,146.0654392,326.6214748,572.3118129,437.9746874,129.0347712,118.5449452,332.6190855,143.0277537,709.219986,122.9598077,237.8291567,388.1100959,250.739917,193.3182714,103.576159,25.31342846,64.51792955,409.5565,294.287,200.3367,357.339012031212,288.210121680082,184.324316051418,213.208614337607,800.117836220664,441.005055538895,14.8928697515007,333.467742195056,84.3495106603903,53.5073374419598
625,1,616.351803,412.8171599,161.294139,235.5257017,405.0278249,433.6942081,109.2587776,79.84493525,286.7067921,141.5617934,714.2208914,261.3245408,212.5129942,392.0202259,327.874634,186.4319179,88.26425267,26.68789596,62.47425674,285.2352,309.3521,214.0347,266.116637450469,216.557076903457,184.009387986756,218.413988034205,580.120018790505,461.345333874557,12.9271244691251,341.58610916955,83.9770601104283,53.106060430807
630,1,593.9628649,417.6497275,176.5544164,318.0122065,272.4490714,424.0993283,92.70801916,62.05503218,211.8320066,142.5654179,718.5790507,324.1155313,178.6854671,393.8611305,202.2365255,167.747157,76.06467049,28.72400694,60.82109486,233.2711,317.8754,223.4454,237.836429790649,144.091736996952,179.777881607741,223.544170223309,312.381629912278,544.375296141674,17.5691670592751,349.531538480222,83.73509452452,52.7087238352425
635,1,568.8495072,402.8150126,190.4194889,590.4828851,229.6796293,410.9459595,85.04590033,86.81233832,144.5466091,144.2925172,723.4900785,439.982202,189.7674676,397.9411651,93.41280197,184.9490908,67.60457316,31.6163347,59.96527869,206.9678,299.3129,233.5291,258.128561734769,101.578881019002,183.520025666036,228.720416825382,222.24233052588,626.771843719184,23.5588959899384,356.777632301016,83.3360497361329,52.3221428371529
640,1,677.9836612,382.011494,202.445807,581.6816378,238.263407,394.1395013,88.3766265,98.23452561,106.5597051,147.5180718,727.4990472,687.8396336,208.4205058,399.566009,186.0367995,272.3263449,61.86141641,35.53536799,60.19074845,202.5062,256.8387,247.6228,421.212450850269,104.36715752719,179.96510052413,233.827426731118,172.206140578952,622.63007628433,28.7731713923408,363.000695100835,83.0973124140021,51.9399456767995
645,1,619.8751681,361.5982445,215.8635023,326.1501896,255.289637,371.1958093,105.261468,38.37278039,89.49167961,152.0174799,732.3154574,716.8981452,210.5901759,403.81556,221.8882629,368.1675344,56.88509393,40.33232687,61.88027845,219.9461,224.9705,256.2453,491.475878788873,118.62115991054,169.335255683816,239.028132477969,328.326770279215,535.482070239005,32.6157059224277,367.90928706567,82.6766621201239,51.5697552723278
650,1,373.403755,345.6676015,233.4925646,232.0328544,223.4999423,349.7779644,129.0285711,192.0975799,79.28443912,153.2104172,735.9314323,487.5867018,218.5815302,405.2388092,279.8112282,393.8835511,52.60621764,45.66506289,65.07213474,218.37,217.6547,261.0997,549.324852201181,158.655187329959,168.501228248459,244.150302873431,344.618647032471,422.74639031389,36.0003104286787,371.471785485845,82.446715417348,51.2045062075166
655,1,113.8679854,333.7860589,257.4780426,199.7624752,111.1114915,341.0594938,158.5350473,250.1269675,67.6218667,147.5676421,740.6632817,319.3540871,232.0913906,409.6540844,556.280804,353.9030369,49.06455069,51.56037554,69.85745604,233.2204,205.81,266.4233,542.638606840174,214.20988198003,168.400488179777,249.41605365227,229.554399737526,321.233320578171,40.4981841829173,373.646582967911,82.0109852763051,50.8524706701835
660,1,158.6638119,307.847075,287.4278125,230.518543,98.71219279,334.8678046,188.2192613,385.8523668,52.3525841,138.0309275,743.8483448,532.4719437,249.339031,410.8927348,493.3625385,308.677971,44.37994647,57.87559956,76.00385727,236.6222,179.6893,264.2968,365.725449867005,227.767381720571,152.98018778165,254.592744830547,254.357218637377,263.211740365234,47.0087033966758,374.895062569909,81.7963013339401,50.5060545463035
665,1,334.7769512,271.710778,317.9757952,289.5476737,153.7290197,323.6371733,219.151379,480.8534224,52.90600578,129.7509093,748.504645,750.8537355,277.988789,415.466668,350.7109676,279.7236937,39.88720346,64.29342375,83.41368696,305.3561,159.1274,257.4605,329.650511640175,176.741207739047,137.931715936309,259.959350078741,266.111349093373,245.672534948468,56.8249219604453,375.366898113367,81.3532057261672,50.1740008502776
670,1,395.8010066,249.6066764,345.9333527,299.3000154,166.4542568,315.8250952,245.4328538,327.0516754,77.29680905,124.5728036,751.216957,610.0126419,321.6400246,416.5402774,283.3796439,295.6404798,37.46742399,70.15295991,91.82808008,380.5778,157.4801,247.7176,212.791598078808,98.8911756551492,138.082294935002,265.216944317224,167.82042942156,234.05503933612,69.7563231709943,375.271735159477,81.1609319587387,49.8483708260445
675,1,444.4881191,245.919584,364.9273339,325.0495461,153.334129,309.0934096,268.7091342,680.9887804,108.7514434,122.1058855,755.8018819,607.4765957,363.0887953,421.2626507,191.7056608,324.8927128,38.70124485,75.20021439,101.1357675,558.5761,168.6339,234.9766,387.211199016706,69.0518668312575,142.125345374841,270.70158198148,195.703472563082,242.803792060215,87.5875841731952,374.529359196214,80.7192855233721,49.538178996446
680,1,340.5330528,259.8909423,375.5364808,340.7382741,153.2870522,298.6732059,284.8342895,983.6331364,135.8436504,121.3389163,757.9928993,925.2925709,407.6223111,422.1933597,241.5694192,343.8465746,44.76178716,79.7397014,111.1311141,476.7666,181.6488,223.4511,570.641622515553,64.6442613575653,141.898486850963,276.044265576341,236.696785845921,262.435761449209,109.382355489317,373.193590703593,80.5571421773958,49.2353457719526
685,1,342.843546,278.8066642,380.5696974,393.7341763,200.0319631,281.832977,297.4395098,599.9279064,152.8536823,121.6903735,762.5017486,703.9764102,457.8121262,427.0509198,401.4204852,345.0008916,53.79741964,83.94412848,121.7071375,289.8577,188.4617,211.0833,1019.68968661649,55.8487696706799,141.649573531575,281.630727730122,403.06222935359,252.196811694126,132.821760846887,371.116970806822,80.1268532567298,48.948936307265
690,1,273.8074566,286.977617,370.2396441,305.229409,237.6127103,256.5832171,302.1075736,498.885028,156.8105051,120.952153,764.115525,798.8479744,483.1108138,427.8634635,442.7013743,303.8395083,64.71724525,88.1765079,132.7324765,174.1376,185.2931,196.057,961.121916768593,75.5726232409449,143.313321382174,287.006410244925,477.903610008931,230.241840525854,155.232449624921,368.142193902623,80.0030816156608,48.6709541865501
695,1,234.7692774,303.3492968,349.0611923,303.1172034,223.1208977,234.4894075,302.7017397,788.009045,158.8063744,116.9697367,768.5430198,1030.459524,495.4443823,432.8400331,321.8798254,254.594968,75.63113648,92.47216088,144.0874244,320.0525,181.0559,173.9651,993.675807052768,127.853727682679,146.484742646123,292.579092145637,321.056452541683,227.497556395266,172.101162486102,363.936919588151,79.5951802291379,48.4102723638961
700,1,222.592033,349.6949126,329.6345513,732.9738319,185.9982367,218.8009306,294.1909013,432.2166542,163.0064032,111.5821429,769.5264854,643.2081914,512.4234122,433.5617456,322.1554136,225.3675908,85.75305052,97.08861952,155.6915592,458.5084,182.3905,147.3644,1079.91102187822,200.481441042578,147.544694679157,297.825805088315,282.183066151566,234.828189308599,182.152975784702,358.990932504275,79.5185131616872,48.1592219867178
705,1,293.0050966,405.4180587,312.742136,725.0064457,188.7938694,205.8059074,280.7305359,242.840377,158.536845,106.5782812,773.8604212,468.9493867,507.2076218,438.6383307,458.8484116,226.4608235,96.49984862,102.0358778,167.3794283,451.0816,177.1497,119.6635,1506.87571561732,277.635794767841,146.861583091603,303.241108563461,283.332341399384,239.486959203248,184.843075352177,353.831877918002,79.1451927971216,47.9262189817059
710,1,606.1398354,460.7239209,300.2602776,515.7915607,218.8299873,197.0104798,257.3840619,440.3260452,149.2261859,103.0082458,774.1486011,382.1034598,467.1388934,439.2991443,659.3733943,251.2711835,107.3619154,107.4130681,179.0805305,540.3013,165.8616,93.24027,1023.66453115201,353.773734890188,145.375106460608,308.283158550675,349.734217078696,231.499122406543,181.898644859868,348.939594716427,79.1248356967784,47.7041867023448
715,1,656.1437502,486.3556987,292.6831226,544.8730614,207.7324952,190.6970496,228.1856731,860.0668142,143.3103604,103.3157037,778.3694438,230.9033833,404.6874975,444.4540392,577.6602408,276.5395667,118.6931684,113.1982785,190.5168339,577.3809,161.7389,72.89889,1171.8495575179,465.194689112769,144.097586845726,313.507449486349,467.777691682455,234.073993091364,172.848964105438,344.991268838885,78.7994979961962,47.5007976174701
720,1,685.9413603,449.1817664,285.1178586,274.3578929,142.4956759,189.2856013,188.6085749,874.9241681,131.1145106,106.8288144,777.8934649,297.3603586,339.4435593,445.0864798,359.9284301,265.7696848,126.0536383,119.1525941,201.5249583,561.367,159.3769,57.42689,1321.02177462561,574.476823318301,143.786044086447,318.337888877349,378.06431240455,262.941321919722,158.588315317851,342.682371874755,78.8451160039202,47.309851694744
725,1,685.7695713,398.1357142,276.2251592,320.7110687,101.9879198,190.5159825,142.632038,486.4363406,123.7916615,108.7577891,781.9577814,90.41183365,292.0876562,450.2953693,263.4761571,244.7039931,129.7764992,124.5053937,211.8658801,566.805,144.2143,45.20723,632.210377537091,632.393048651278,145.125262457231,323.36668300498,329.342663991531,273.111873537528,143.463219549925,342.623598338702,78.5824130250302,47.1379707907203
730,1,508.1623809,421.713447,267.9791323,157.7609571,131.4593644,193.1271187,88.58667609,433.1986845,138.9245352,106.1195268,780.6223951,256.5742681,257.0847072,450.9345494,205.6696785,256.9023361,134.1690996,129.2038291,221.7014257,550.528,118.6735,34.45713,758.051979541097,674.804308884331,150.124610524117,327.988408807686,456.112299579361,248.189716395765,132.451070903043,344.388846567248,78.7041261535113,46.9801347771807
735,1,426.9132329,524.5706584,259.0521397,176.1788894,186.7750424,196.4352359,35.58996449,416.3539506,165.8076335,101.4601091,784.4967169,245.5075998,223.6577684,456.1706109,126.8070977,279.1962785,141.095808,133.7975781,230.8496605,272.5036,94.47318,23.44815,271.92049955792,711.703348545675,160.953407384385,332.816321231493,474.204645145193,224.758682984128,129.805325267815,347.596898483402,78.5200000752222,46.8415884304932
740,1,550.0697276,598.6346986,247.9067408,202.234932,211.7708329,195.9855624,52.22582179,368.7884034,192.2105076,98.39601937,782.2534092,849.5548964,203.4301487,456.854221,34.54302669,302.784152,151.7180584,138.1609559,239.5034587,162.7863,85.96703,14.00877,581.268346849999,720.637429451654,177.808338392362,337.227950311608,262.593411555779,200.357109012912,128.924943605743,351.509960289806,78.7283934329123,46.71881239702
745,1,511.927062,605.2489982,234.2351907,359.7979012,218.8205407,192.9264836,117.3557022,313.0642979,218.2321832,97.20351194,785.9325151,834.252124,197.6722437,462.0882259,61.81204014,331.7403716,163.6478826,142.5683985,247.4397354,119.5981,92.75143,11.44421,346.268806723183,707.941749835383,197.80622501453,341.841688996001,335.204116242583,154.044554667315,120.331765990237,355.632895296339,78.6401196415756,46.6153305475991
750,1,406.4383482,606.9417898,217.2169224,449.8154405,252.7745444,188.1271869,191.379459,249.5786362,236.8920621,97.81264929,782.7683145,664.5683294,171.3877324,462.8565252,201.0158046,327.7693598,177.4759992,146.6625597,254.8765846,130.3157,90.48524,15.82813,546.996349660222,671.34085159878,220.031653064678,346.032959560972,649.284215090518,107.948504956291,103.670704097654,359.484824541107,78.9462808874304,46.5294610316412
755,1,358.5969937,609.7149979,197.9164811,557.178412,283.5881597,182.0204128,268.099423,367.2839735,245.2457394,100.7623906,786.2985633,816.0629234,126.0114505,468.0569424,261.9868796,314.3812016,188.8420373,150.5057896,261.5570274,125.8412,80.94094,17.69375,444.343505870783,593.779116934461,235.608695185448,350.407836446939,602.459481751845,79.9601771091607,81.8272199254201,363.497205140059,78.9725252896964,46.4626481130996
760,1,389.1665186,587.525528,173.7996677,847.1952646,272.0282854,174.4434555,347.6778143,449.8894141,255.3930393,106.3720441,782.2475317,547.9079302,107.4214342,468.9527501,373.0222041,306.3771075,193.4458986,153.7306016,267.723965,137.1958,117.3819,20.2919,572.014866180051,486.958904682484,241.580520016234,354.356188076391,521.242480626956,65.1331409989473,57.2097528812901,367.761367566842,79.3881171762354,46.4153979072821
765,1,435.0373216,557.2882495,146.1055423,1111.001489,252.0013664,168.7641873,428.732683,324.0944765,273.1982316,115.1694399,785.6892176,394.2542758,127.0626711,474.0858503,463.8612882,287.8896189,193.2447847,156.7237671,273.0958467,152.5255,182.0222,30.49665,791.98346166838,379.947921862737,245.365528676933,358.452598723399,525.158215583547,111.596415883306,35.8304726353451,371.933348572918,79.5490007297456,46.3867044398671
770,1,539.1933081,531.3778251,118.5364394,876.6255257,253.4917625,165.9937462,510.6562857,291.7285524,298.1232962,125.6462756,780.7945232,407.7913067,151.3727952,475.1545381,446.5744953,281.45785,189.6419206,159.736188,277.941599,223.8862,218.7251,47.24438,905.922510410092,278.365797974731,245.554743267946,362.118893019248,492.311375255291,155.654238029682,29.7441099732762,374.674200091332,80.0862942861125,46.3796235113111
775,1,934.0598772,510.7679305,93.65531542,549.15249,270.6045358,166.1536706,594.4001092,249.3510238,317.7947412,134.2730381,784.2062483,246.2000496,170.7413783,480.184502,457.2315535,288.9370393,189.1467422,163.0173947,281.9716952,477.3622,227.9045,68.13022,844.027168760775,172.779044415163,239.293331378327,365.877247391891,641.353188945103,176.833806095268,42.9468786549251,376.653760715647,80.4031252881689,46.3903196545169
780,1,874.8455008,503.5447986,74.24584098,1120.826986,310.7957183,170.7010485,677.4671889,225.4804158,309.2927912,140.5387063,778.5157484,104.7902864,192.118241,481.4739887,545.8636948,274.0591806,192.8009134,166.6256743,285.500968,447.8879,255.0769,88.52353,781.661557199466,66.9089394067304,221.870794794917,369.199176149361,563.270296842892,218.59195715559,54.8709835239805,376.931342370922,81.071509361318,46.4247685733869
785,1,622.0727909,488.5531987,62.41452782,1101.643435,347.6273783,178.8939799,762.290949,215.2634107,276.4680648,144.6914004,781.9517307,84.48213296,205.0572462,486.36302,564.9185382,223.9772587,199.2966038,170.5955112,288.3193529,428.6691,316.0928,105.9918,758.403846842766,32.4863721491051,207.788720587246,372.531644179049,373.659455444171,321.294912751183,63.4856463455152,374.64481640139,81.5515567200889,46.4759209547512
790,1,1096.444784,461.9331559,60.37512007,777.158819,352.9690014,191.7841289,844.5550464,239.9067532,247.216672,146.633291,775.5173827,172.4259811,231.274554,487.9237682,599.2842524,147.826456,207.8567239,175.0011745,290.8657669,427.9969,389.3061,121.4582,647.360591634795,74.2235652781966,219.521507808066,375.412839426163,341.223607797894,447.912828151179,74.6935315070145,368.705096669847,82.335309112567,46.5530481890098
795,1,1108.75789,412.6181221,65.01749003,915.9158079,344.0255929,206.5842305,928.331587,303.0955515,228.243638,150.9105227,779.0262785,186.5269846,268.9259726,492.6322127,885.8673348,96.38032193,218.7969095,179.6411417,292.8685012,351.1124,438.5806,133.9831,520.518493441913,112.389435320492,247.468912529826,378.190135658318,328.110693018134,537.959224701964,93.5962467490885,360.745866267402,82.9721856427598,46.6455012311397
800,1,696.8804829,345.4544319,72.3567209,992.5883758,312.2316269,220.8676223,1007.278465,558.5052381,210.6378872,157.0908474,771.9044507,250.3722434,299.7100004,494.51723,1001.420318,122.7187969,233.2799095,184.6976369,294.6606385,267.5824,424.9268,147.481,322.870561101343,186.819522969624,268.169319798696,380.499408540492,341.113739648578,560.981821859912,118.522050578444,352.002020418359,83.8588951532089,46.766225521122
805,1,569.3596305,313.6680177,79.84904531,797.2308418,267.0015862,229.7548281,1087.397795,654.880349,194.5207409,160.4314662,775.5284241,277.4181172,324.8695814,499.0037024,931.3975174,180.245258,251.6894811,189.8031295,295.9218568,234.7902,347.5173,164.1066,506.806706944179,301.520659801124,273.688834141779,382.637850668088,300.07825296688,554.861115609696,144.08958188028,343.674632347157,84.6538713457189,46.9005882778508
810,1,359.7313905,307.8251792,85.88835322,683.4126177,248.83176,232.4533385,1161.380125,573.3275863,170.3999281,160.8402282,767.7803838,121.8563414,334.8309679,501.2685463,917.0934589,188.8712124,266.7196046,195.0281489,296.9768274,176.6797,290.6181,183.1136,590.953482084892,407.689118675423,277.176292610564,384.435956129018,646.841189155868,556.767073362226,171.890278237732,336.342671303003,85.6351738427688,47.0655870432632
815,1,344.2746522,301.3403953,90.78871169,754.7587799,256.0567257,231.7589269,1236.834834,558.1317485,136.975306,158.3536769,771.5538575,219.6975843,337.8496449,505.4900676,760.9889745,156.8570641,272.5672179,198.9481345,297.4956392,66.05119,290.3571,206.8129,693.537532499091,463.528942400021,278.57704622491,386.080066152305,798.109939597207,535.726608413543,197.228282730597,329.442827336149,86.5915537866562,47.2422262422449
820,1,595.2964441,328.309726,92.87719489,817.7869476,257.811688,227.8752993,1304.889417,656.9761759,111.9299369,154.8096349,763.2459181,136.7857503,344.528949,508.192856,536.4784449,159.6380535,271.4561959,201.0205502,297.7956638,250.0202,292.1229,233.739,721.633145890553,479.152639772011,273.196219437777,387.50535691233,594.808222467047,491.601909280242,211.406893799662,323.004675775597,87.6597769072577,47.4519306173879
825,1,540.6487893,361.3087424,92.23445335,609.3368516,243.281511,225.0272008,1374.842687,726.5790294,106.2426801,152.542798,767.1932799,331.5410099,334.6579859,512.1050038,552.4442522,222.6627923,268.6420745,200.9768804,297.5450113,343.2979,349.2927,264.0576,762.385705368076,481.861990476048,267.494439895652,388.734102290381,1160.35418426481,453.934412907779,218.193510975468,317.852000247633,88.7804877839074,47.6709702206451
830,1,691.5348079,349.1440379,86.09984616,221.9548067,220.4440822,221.3233518,1436.434379,718.1676099,119.0876655,151.4865311,758.3955146,110.1079471,310.4812977,515.3064317,645.3102655,282.1121877,269.8943712,199.079365,297.0534235,391.4622,414.9543,295.2235,727.745858966564,479.462682825027,268.164702254965,389.860414721656,1281.89244482878,431.055902898123,220.339980633128,316.12873739308,89.9270531379177,47.925566898134
835,1,935.8593953,339.2794457,72.33838646,718.1187145,210.6074298,221.1492008,1500.002154,609.1212241,136.7806886,150.1953744,762.5255937,663.6250761,297.520415,518.8635066,440.8409627,308.6256381,276.9784923,194.9650611,295.9946339,553.0293,423.3151,322.5034,348.806057100363,467.494536549364,279.383297048415,390.76461466154,838.731309331993,415.123588655559,219.204744013801,317.005221408894,91.2131152186532,48.1868940760517
840,1,1173.399202,352.8450826,51.31163579,968.6080427,239.7124155,226.3840492,1554.078029,356.1969734,153.0571376,147.6975235,753.303851,352.002148,285.2238839,522.6268704,404.553616,315.6906224,288.7597895,189.0636982,294.6741183,423.3203,413.1617,346.3948,103.125144671545,434.724308147025,294.57842475458,391.696745210908,777.200397061922,373.099597741072,222.140390827926,320.605803646609,92.4274351128011,48.4863337115832
845,1,1064.71516,365.7641227,35.39749277,596.7012411,284.4031005,242.4548428,1610.35638,591.0638581,165.3612798,144.3789172,757.5831852,684.8603811,281.6509256,525.7820824,337.0759912,299.6285561,295.1146185,182.5747803,292.7982442,334.1701,393.8212,367.6913,236.551370881912,399.378579359108,303.372897106553,392.358525664026,811.433810926272,324.802908414084,230.569147441697,326.611617324031,93.8767248103898,48.7896107262184
850,1,474.9406491,383.7658147,50.80260298,391.5844603,317.5359386,270.7833306,1656.588822,901.7315334,181.6096222,138.8890108,747.9543592,1136.287949,277.7922384,530.1733128,336.2445655,291.6322879,292.8451617,176.3504861,290.7410454,372.9541,355.8043,386.1302,315.713967309178,376.132543306701,306.734113007235,393.167475135775,1006.9878810632,321.744993787788,235.253488890065,335.224932127431,95.1451894120402,49.1336222649047
